Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flyers,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,2:12,5v5,PHI,23,w,93,,,of,,,,,,,,,,1,1,20035,42289,PHI,FLA,,,,28,93,12,15,23,30,,21,63,36,33,44,1
3,1:17,5v5,PHI,76,w,32,,,orrc,,,y,,3 on 1,,,,,1,1,20035,42289,PHI,FLA,,,,14,76,17,15,32,30,,11,16,68,6,7,1
3,0:12,5v5,FLA,73,w,16,18,,or,opr,,,y,,,,,,1,30,20035,42289,PHI,FLA,,,,14,25,78,15,55,30,,11,16,27,73,18,68
1,18:34,5v5,PHI,32,s,10,,,or,,,,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,30,35,,10,14,20,32,55,35,,9,86,18,5,25,30
1,17:36,5v5,T.B,11,w,90,,,or,,,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,35,30,,25,76,78,22,82,35,,11,90,23,6,77,30
1,15:02,4v5,PHI,78,s,76,,,nc,,,,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,76,78,22,23,35,0,,17,51,91,86,77,30
1,14:34,5v4,T.B,91,s,6,86,,ol,opl,,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,25,24,22,23,35,0,,9,91,86,18,6,30
1,14:20,5v4,T.B,91,s,6,86,6,oc,opr,or,,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,25,24,22,23,35,0,,9,91,86,18,6,30
1,13:27,5v5,T.B,11,w,23,,,ol,,,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,28,93,21,15,82,35,,11,90,23,5,55,30
1,13:20,5v5,T.B,11,a,23,5,,or,or,,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,28,93,21,15,82,35,,11,90,23,5,55,30
1,13:06,5v5,T.B,23,w,90,11,90,ol,ol,ol,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:41,5v5,T.B,17,s,22,25,5,dl,nc,dr,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,17,32,55,35,,17,51,22,5,25,30
1,12:35,5v5,T.B,25,w,91,24,,opl,ol,,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,17,32,55,35,,91,24,27,25,62,30
1,12:09,5v5,T.B,25,o,24,27,,oelc,ol,,y,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,17,32,55,35,,91,24,27,25,62,30
1,11:28,5v5,PHI,12,w,93,12,,orrl,or,,y,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,28,93,12,22,82,35,,17,51,22,6,77,30
1,10:59,5v5,PHI,20,o,24,,,ol,,,y,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,20,24,21,15,23,35,,9,86,18,25,62,30
1,9:33,6v5,PHI,21,w,12,32,,ol,dc,,,y,,,20,y,,0,30,20007,10/8/2015,T.B,PHI,,,,20,28,12,21,15,32,,17,51,24,25,62,30
1,9:24,5v4,PHI,28,w,32,28,,oc,opl,,,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,17,28,93,12,32,35,,9,18,5,55,30,0
1,7:20,5v5,PHI,23,s,25,,,oelpc,,,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,25,76,78,22,82,35,,17,51,91,25,62,30
1,6:41,5v5,PHI,25,s,78,,,nl,,,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,25,76,28,22,55,35,,17,51,91,25,62,30
1,5:42,5v5,T.B,24,a,25,,,or,,,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,20,24,21,22,82,35,,91,24,27,25,62,30
1,5:16,5v5,PHI,93,w,32,,,dsr,,,y,y,,,12,y,,0,30,20007,10/8/2015,T.B,PHI,,,,28,93,12,32,55,35,,17,22,18,6,77,30
1,4:57,5v5,PHI,32,s,55,28,93,ol,opl,or,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,28,93,12,32,55,35,,17,22,18,6,77,30
1,4:38,5v5,T.B,17,w,77,22,,orrl,or,,y,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,4:13,5v5,PHI,15,s,17,10,,opl,ol,,,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,10,14,17,15,23,35,,51,22,86,5,77,30
1,3:46,5v5,T.B,5,w,51,,,or,,,,y,,,9,y,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,17,15,23,35,,9,51,86,5,55,30
1,2:36,5v5,PHI,28,s,12,,,oc,,,,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,28,93,12,32,55,35,,11,90,23,25,62,30
1,1:46,5v5,T.B,6,s,51,17,77,ol,orrr,ol,,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,28,93,12,23,55,35,,17,51,22,6,77,30
1,1:01,5v5,PHI,22,s,10,,,or,,,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,10,14,17,15,22,35,,91,24,27,6,55,30
1,0:48,5v5,T.B,5,s,27,,,opr,,,,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,17,15,22,35,,91,24,27,5,25,30
2,18:36,5v5,T.B,5,w,24,27,91,opr,nc,nl,,y,,y,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,17,32,55,35,,91,24,27,5,55,30
2,17:56,5v5,T.B,18,b,86,,,nc,,,y,y,1 on 0,,,,,1,35,20007,10/8/2015,T.B,PHI,,,,20,24,21,15,23,35,,9,86,18,25,62,30
2,16:37,5v5,PHI,32,w,55,,,ol,,,,,,,,,,1,30,20007,10/8/2015,T.B,PHI,,,,28,93,12,32,55,35,,11,90,23,6,77,30
2,15:43,5v5,PHI,15,w,12,28,23,or,ol,nr,,,,,,,,1,30,20007,10/8/2015,T.B,PHI,,,,28,93,12,15,23,35,,51,22,27,62,77,30
2,15:58,5v5,T.B,91,w,27,91,25,dl,ol,ol,,y,,,,,,1,35,20007,10/8/2015,T.B,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,14:44,5v5,PHI,82,o,20,21,,or,of,,,,,,,,,1,30,20007,10/8/2015,T.B,PHI,,,,20,24,21,22,82,35,,9,86,18,55,62,30
2,13:52,5v5,T.B,9,w,18,,,nc,,,y,,,,,,,1,35,20007,10/8/2015,T.B,PHI,,,,28,93,12,32,55,35,,9,86,18,6,55,30
2,13:18,4v5,PHI,78,w,25,,,nc,,,,,,,,,,1,30,20007,10/8/2015,T.B,PHI,,,,76,78,15,22,35,0,,9,91,86,18,6,30
2,11:44,5v4,T.B,51,t,24,51,,or,nc,,y,,,,,,,1,35,20007,10/8/2015,T.B,PHI,,,,76,78,23,32,35,0,,17,51,24,27,77,30
2,11:28,5v5,T.B,27,w,17,30,,nc,dsc,,y,,,,,,,1,35,20007,10/8/2015,T.B,PHI,,,,76,24,28,23,32,35,,17,51,24,27,77,30
2,9:46,5v5,PHI,24,w,21,20,24,ol,ol,ol,y,y,,y,,,,1,30,20007,10/8/2015,T.B,PHI,,,,20,24,21,22,82,35,,17,51,24,5,55,30
2,9:12,5v5,T.B,23,b,11,,,oelc,,,y,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,25,76,78,32,55,35,,11,90,23,5,55,30
2,8:00,5v4,PHI,82,s,15,82,10,or,ol,opl,,y,,,10,y,y,0,30,20007,10/8/2015,T.B,PHI,,,,10,14,20,15,82,35,,11,22,5,55,30,0
2,7:51,5v5,T.B,62,o,86,18,,opr,nc,,,,,,,,,-1,35,20007,10/8/2015,T.B,PHI,,,,28,93,12,32,55,35,,9,86,18,25,62,30
2,4:09,5v5,T.B,5,w,91,,,of,,,,y,,,,,,-1,35,20007,10/8/2015,T.B,PHI,,,,20,24,21,22,82,35,,91,24,27,5,55,30
2,4:01,5v5,T.B,5,w,27,,,opr,,,,,,,,,,-1,35,20007,10/8/2015,T.B,PHI,,,,20,24,21,22,82,35,,91,24,27,5,55,30
2,2:37,5v4,T.B,86,w,91,6,9,orrl,ol,oelpl,y,y,,,,,,-1,35,20007,10/8/2015,T.B,PHI,,,,76,78,15,55,35,0,,9,91,86,18,6,30
2,1:40,5v4,T.B,77,w,27,77,51,opr,ol,opl,,y,,,24,y,y,-1,35,20007,10/8/2015,T.B,PHI,,,,28,21,22,23,35,0,,17,51,24,27,77,30
2,1:13,5v5,T.B,86,w,18,,,orrl,,,y,y,,,9,y,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,17,32,55,35,,9,86,18,5,55,30
2,0:45,5v4,PHI,93,s,32,28,,ol,of,,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:04,4v5,T.B,22,w,11,22,,nc,nr,,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,17,28,93,12,32,35,,11,22,25,62,30,0
3,19:07,5v4,PHI,17,w,28,32,,ol,opl,,y,y,,,12,,,0,30,20007,10/8/2015,T.B,PHI,,,,17,28,93,12,32,35,,11,22,5,55,30,0
3,19:04,5v4,PHI,93,r,,,,,,,y,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,17,28,93,12,32,35,,11,22,5,55,30,0
3,18:55,5v4,PHI,23,w,14,,,opr,,,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,10,14,20,15,23,35,,11,17,25,62,30,0
3,18:35,5v5,PHI,23,w,10,,,opr,,,,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,10,14,20,15,23,35,,11,17,51,25,62,30
3,17:06,5v5,PHI,25,w,78,32,,or,or,,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,25,76,78,32,55,35,,9,86,18,6,77,30
3,16:04,5v5,PHI,28,t,23,93,,or,opr,,y,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,28,93,12,15,23,35,,17,51,23,6,77,30
3,15:02,5v5,T.B,27,w,91,27,,dr,dc,,y,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,20,22,82,35,,91,24,27,55,62,30
3,14:35,5v5,T.B,6,o,25,9,,or,ofp,,,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:14,5v5,PHI,82,w,28,,,ofp,,,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,12:50,5v5,PHI,82,s,12,,,opl,,,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,28,93,12,22,82,35,,17,51,22,6,77,30
3,11:41,5v5,T.B,5,w,91,5,55,or,dsl,dr,y,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,20,15,23,35,,91,24,27,5,55,30
3,10:37,5v5,T.B,77,s,51,,,ofp,,,,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,28,93,12,32,55,35,,17,51,22,6,77,30
3,8:27,5v5,T.B,25,w,90,,,opl,,,,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,17,22,82,35,,11,90,23,25,62,30
3,5:29,5v5,T.B,18,o,9,86,5,ol,nc,dr,,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,14,25,32,55,35,,9,86,18,5,55,30
3,5:16,5v5,PHI,14,w,10,,,orrr,,,y,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,10,14,17,32,55,35,,9,86,18,5,55,30
3,5:10,5v5,PHI,10,w,17,55,10,opr,or,or,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,10,14,17,15,32,35,,9,86,18,5,55,30
3,5:03,5v5,PHI,32,s,14,,,opr,,,,,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,10,14,17,15,32,35,,9,86,18,5,55,30
3,3:50,5v5,PHI,21,w,20,,,or,,,y,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,20,24,21,22,82,35,,91,24,27,25,62,30
3,0:14,5v5,T.B,18,w,9,,,oelr,,,y,y,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,20,24,21,15,23,35,,9,86,18,5,55,30
4,4:37,3v3,T.B,6,w,77,,,oc,,,y,y,,,6,y,,0,35,20007,10/8/2015,T.B,PHI,,,,28,0,93,0,32,35,,17,0,51,6,0,30
4,4:10,3v3,PHI,10,w,15,10,,oc,or,,y,y,,,,,,0,30,20007,10/8/2015,T.B,PHI,,,,10,0,14,0,15,35,,91,0,86,77,0,30
4,4:02,3v3,T.B,86,w,91,77,,orrr,dsr,,y,y,2 on 0,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,0,14,0,15,35,,91,0,86,77,0,30
4,3:57,3v3,T.B,86,o,91,77,86,orrl,oc,orrr,,,,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,0,14,0,15,35,,91,0,86,77,0,30
4,3:43,3v3,T.B,9,o,77,,,orrl,,,y,y,2 on 1,,,,,0,35,20007,10/8/2015,T.B,PHI,,,,10,0,21,0,15,35,,9,0,18,77,0,30
4,2:44,3v3,T.B,5,b,17,51,,nc,dr,,y,y,1 on 0,y,,,,0,35,20007,10/8/2015,T.B,PHI,,,,28,0,93,0,82,35,,17,0,51,5,0,30
1,18:02,5v5,PHI,23,w,25,,,oc,,,,,,,,,,0,50,20047,10/14/2015,PHI,CHI,30,50,,25,76,78,15,23,30,,15,72,88,2,4,50
1,17:58,5v5,PHI,25,w,78,76,,oelr,oelc,,y,y,,,,,,0,50,20047,10/14/2015,PHI,CHI,35,33,,25,76,78,15,23,30,,15,72,88,2,4,50
1,17:52,5v5,PHI,15,w,78,,,of,,,,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,25,76,78,15,23,30,,15,72,88,6,57,50
1,15:14,5v5,CHI,4,o,88,15,,opc,of,,,,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,25,28,12,15,23,30,,15,72,88,4,7,50
1,15:05,5v5,CHI,7,s,15,72,,opr,or,,,,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,25,28,12,15,23,30,,15,72,88,4,7,50
1,14:28,5v5,PHI,55,w,12,93,12,opc,oelr,oelc,,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,13:51,5v5,CHI,14,w,29,,,nl,,,,y,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,89,24,21,3,82,30,,14,29,86,2,4,50
1,13:20,5v5,PHI,14,w,10,17,32,oelc,oelc,or,y,y,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,10,14,17,32,55,30,,19,28,81,6,57,50
1,10:55,5v4,PHI,12,t,93,32,28,,,,y,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,17,28,93,12,32,30,,11,16,2,4,50,0
1,10:44,5v4,PHI,28,o,32,93,32,oc,opr,oc,,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,17,28,93,12,32,30,,11,16,2,4,50,0
1,10:34,5v4,PHI,17,t,93,,,or,,,y,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,17,28,93,12,32,30,,11,16,2,4,50,0
1,8:54,5v5,PHI,10,t,82,,,ol,,,y,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,10,14,89,15,82,30,,15,28,86,2,4,50
1,7:25,5v5,PHI,12,w,28,,,of,,,y,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,28,93,12,15,23,30,,15,72,88,7,43,50
1,7:04,5v5,CHI,15,w,88,72,88,oelc,oelr,or,y,y,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,28,93,12,15,23,30,,15,72,88,2,4,50
1,6:22,5v5,CHI,57,o,86,,,opr,,,,,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,89,24,21,3,82,30,,14,29,86,6,57,50
1,5:30,5v4,CHI,72,o,88,81,2,or,oc,oc,y,,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,76,78,15,55,30,0,,19,72,81,88,2,50
1,4:18,4v4,CHI,6,o,88,72,88,oc,nr,nc,,,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,89,24,15,32,30,0,,72,88,6,57,50,0
1,3:51,4v4,CHI,88,w,72,88,,or,oelc,,y,y,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,89,24,3,15,32,30,,72,88,6,57,50,0
1,3:18,5v5,PHI,12,w,17,28,32,oelc,ol,oc,y,y,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,17,28,12,32,82,30,,11,16,19,2,4,50
1,3:13,5v5,PHI,32,o,28,17,,opl,oelc,,,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,17,28,12,32,82,30,,11,16,19,2,4,50
1,3:00,5v5,PHI,28,w,93,32,28,oc,ol,oelpl,y,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,17,28,12,32,82,30,,11,16,19,2,4,50
1,2:31,5v5,PHI,93,w,82,,,dl,,,,y,,,10,y,,0,50,20047,10/14/2015,PHI,CHI,,,,10,14,93,3,82,30,,19,81,86,6,7,50
1,1:52,5v5,CHI,88,w,57,88,,oc,oc,,y,,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,25,76,78,15,23,30,,15,72,88,6,57,50
1,0:36,5v5,CHI,65,w,16,65,7,nc,nr,nr,,y,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,28,93,12,3,55,30,,11,16,65,4,7,50
2,19:21,5v5,CHI,7,s,81,,,opr,,,,,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,10,14,17,32,55,30,,19,28,81,7,43,50
2,18:46,5v5,PHI,25,t,82,25,,or,of,,,,,,,,,0,50,20047,10/14/2015,PHI,CHI,,,,25,76,78,3,82,30,,11,16,65,2,4,50
2,17:50,5v5,CHI,72,w,88,,,nc,,,y,y,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,28,93,12,15,23,30,,15,72,88,6,57,50
2,17:44,5v5,CHI,6,s,88,72,,opr,or,,,,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,28,93,12,15,23,30,,15,72,88,6,57,50
2,17:15,5v5,CHI,15,w,88,72,15,oc,nc,dsc,y,,,,,,,0,30,20047,10/14/2015,PHI,CHI,,,,24,28,93,32,55,30,,15,72,88,7,43,50
2,14:25,5v4,PHI,89,w,15,89,,oc,opr,,,y,,y,,,,0,50,20047,10/14/2015,PHI,CHI,,,,10,14,89,15,82,30,,11,16,7,43,50,0
2,13:40,5v5,CHI,6,w,57,,,dc,,,,y,,,86,y,,1,30,20047,10/14/2015,PHI,CHI,,,,10,14,17,32,55,30,,19,81,86,6,57,50
2,12:46,5v5,CHI,15,w,81,,,or,,,y,y,,,,,,1,30,20047,10/14/2015,PHI,CHI,,,,28,93,12,32,82,30,,15,81,86,2,4,50
2,12:14,5v5,PHI,93,w,28,,,nc,,,,y,,,76,y,,1,50,20047,10/14/2015,PHI,CHI,,,,76,93,78,3,15,30,,15,72,88,2,4,50
2,12:13,5v5,PHI,76,r,,,,,,,y,,,,,,,1,50,20047,10/14/2015,PHI,CHI,,,,76,93,78,3,15,30,,15,72,88,2,4,50
2,11:15,5v4,PHI,12,o,28,32,28,ol,oc,of,y,y,,,93,y,,1,50,20047,10/14/2015,PHI,CHI,,,,17,28,93,12,32,30,,11,16,2,4,50,0
2,11:13,5v4,PHI,17,r,,,,,,,y,y,,,,,,1,50,20047,10/14/2015,PHI,CHI,,,,17,28,93,12,32,30,,11,16,2,4,50,0
2,11:02,5v4,PHI,32,o,28,32,28,oc,oc,oc,,,,,,,,1,50,20047,10/14/2015,PHI,CHI,,,,17,28,93,12,32,30,,11,16,2,4,50,0
2,10:30,4v5,CHI,81,w,43,,,dsl,,,y,y,1 on 0,,,,,1,30,20047,10/14/2015,PHI,CHI,,,,17,28,93,12,32,30,,19,81,7,43,50,0
2,10:04,5v4,PHI,93,w,32,89,,oc,opl,,,,,,,,,1,50,20047,10/14/2015,PHI,CHI,,,,89,17,93,12,32,30,,19,81,7,43,50,0
2,9:15,5v5,PHI,14,w,10,89,82,orrl,nc,dc,,,,,,,,1,50,20047,10/14/2015,PHI,CHI,,,,10,14,89,15,82,30,,15,28,14,6,57,50
2,7:11,5v4,PHI,10,t,15,82,89,oc,oc,opl,y,,,,,,,1,50,20047,10/14/2015,PHI,CHI,,,,10,14,89,15,82,30,,11,16,7,43,50,0
2,7:00,5v4,PHI,89,s,82,89,14,oc,opl,oelc,,,,,,,,1,50,20047,10/14/2015,PHI,CHI,,,,10,14,89,15,82,30,,11,16,7,43,50,0
2,6:40,5v4,CHI,88,w,2,19,,oc,ofp,,,y,,,,,,1,30,20047,10/14/2015,PHI,CHI,,,,25,78,3,55,30,0,,19,72,81,88,2,50
2,5:34,5v4,CHI,88,s,2,72,2,oc,opc,oc,y,,,,,,,1,30,20047,10/14/2015,PHI,CHI,,,,76,78,3,55,30,0,,19,72,81,88,2,50
2,5:25,5v4,CHI,81,o,2,88,72,oc,opl,oelc,y,,,,,,,1,30,20047,10/14/2015,PHI,CHI,,,,76,78,3,55,30,0,,19,72,81,88,2,50
2,3:45,5v5,PHI,12,s,28,,,nl,,,y,,,,,,,1,50,20047,10/14/2015,PHI,CHI,,,,28,93,12,32,82,30,,11,16,29,6,7,50
2,3:40,5v5,PHI,12,a,93,,,or,,,y,y,,,28,y,y,1,50,20047,10/14/2015,PHI,CHI,,,,28,93,12,32,82,30,,11,16,29,6,7,50
2,2:54,5v5,CHI,88,w,72,88,4,ol,ol,dc,y,y,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,28,93,12,15,23,30,,15,72,88,2,4,50
2,2:39,5v5,CHI,14,a,29,,,oelc,,,y,y,,,14,y,,2,30,20047,10/14/2015,PHI,CHI,,,,25,76,78,3,82,30,,14,29,86,7,43,50
2,2:09,5v5,CHI,29,t,14,86,,oc,or,,y,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,10,25,78,3,82,30,,14,29,86,6,57,50
2,1:42,5v5,CHI,81,o,86,57,6,oc,dr,dc,,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,10,14,17,32,55,30,,72,81,86,6,57,50
2,1:03,5v5,PHI,24,w,28,55,,dl,dc,,,y,,,,,,2,50,20047,10/14/2015,PHI,CHI,,,,24,28,93,32,55,30,,19,72,88,2,4,50
2,0:06,5v5,CHI,43,o,72,88,,ol,nc,,,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,10,14,17,15,23,30,,15,72,88,7,43,50
3,19:20,5v5,CHI,4,s,72,4,15,oelpc,ol,opc,,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,28,93,12,15,23,30,,15,72,88,2,4,50
3,19:06,5v5,CHI,2,s,88,2,4,opr,oc,nc,,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,10,17,28,15,23,30,,19,72,88,2,4,50
3,17:12,5v4,CHI,72,o,88,81,,oc,orrr,,y,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,28,21,3,55,30,0,,19,72,81,88,2,50
3,17:04,5v4,CHI,81,o,2,81,88,opl,opr,or,,,,,72,y,,2,30,20047,10/14/2015,PHI,CHI,,,,28,21,3,55,30,0,,19,72,81,88,2,50
3,16:17,5v4,CHI,86,w,6,7,,oc,opr,,,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,25,78,15,23,30,0,,15,65,86,6,7,50
3,15:51,5v4,CHI,6,w,2,65,88,or,opr,nc,y,y,,,19,,,2,30,20047,10/14/2015,PHI,CHI,,,,14,24,3,55,30,0,,19,65,88,2,6,50
3,15:39,5v5,CHI,88,o,2,88,2,oc,opr,oc,,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,14,76,24,3,55,30,,19,65,88,2,6,50
3,14:01,5v5,PHI,15,w,24,21,,opl,oelc,,,,,,,,,2,50,20047,10/14/2015,PHI,CHI,,,,89,24,21,15,23,30,,28,88,29,7,43,50
3,13:10,5v5,PHI,78,w,25,76,,ol,oelc,,y,y,,,,,,2,50,20047,10/14/2015,PHI,CHI,,,,25,76,78,15,23,30,,15,72,88,6,57,50
3,12:53,5v5,CHI,6,o,57,72,15,ol,opl,nc,,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,25,76,78,15,23,30,,15,72,88,6,57,50
3,12:41,5v5,CHI,57,o,88,72,6,opr,oelr,oell,,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,25,76,78,15,23,30,,15,72,88,6,57,50
3,12:22,5v5,CHI,88,b,72,88,,oc,orrr,,y,y,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,25,76,78,15,23,30,,15,72,88,6,57,50
