Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Blue Jackets,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,4:05,4v5,OTT,6,W,93,65,,nc,dc,,,y,,y,,,,-3,72,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,0,,93,6,3,65,41,0
3,3:48,4v4,CBJ,11,b,7,,,nc,,,,,,,,,,-4,41,20046,14-Oct-15,CBJ,OTT,,,,13,11,7,51,72,0,,15,25,5,46,41,0
3,3:11,4v4,OTT,7,w,46,25,,or,oelc,,,y,,,,,,-4,72,20046,14-Oct-15,CBJ,OTT,,,,13,11,7,51,72,0,,7,25,2,46,41,0
3,2:28,5v5,CBJ,9,b,47,38,,or,or,,,y,,,,,,-4,41,20046,14-Oct-15,CBJ,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,2:07,5v5,OTT,46,S,5,90,15,nc,nc,nf,,y,,,,,,-4,72,20046,14-Oct-15,CBJ,OTT,,,,19,40,20,4,47,72,,15,25,90,5,46,41
3,1:49,5v5,CBJ,4,w,19,47,,nr,dc,,,y,,,,,,-4,41,20046,14-Oct-15,CBJ,OTT,,,,19,40,20,4,47,72,,15,25,9,5,46,41
3,1:21,5v5,OTT,2,S,3,9,44,or,opc,of,,y,,,,,,-4,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,27,58,72,,27,44,9,2,3,41
3,0:42,5v5,CBJ,25,w,58,27,,dsr,dc,,,y,,,,,,-4,41,20046,14-Oct-15,CBJ,OTT,,,,25,18,71,7,51,72,,68,93,6,5,46,41
1,18:11,5v5,CBJ,13,w,11,,,nl,,,,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,72,25,,25,13,11,4,29,72,,21,14,47,27,44,25
1,17:28,5v5,VAN,23,s,8,24,,opr,or,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,9,41,40,7,58,72,,91,15,24,8,23,25
1,16:07,5v5,VAN,44,w,33,22,2,orrc,or,oc,y,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,19,38,20,7,58,72,,33,36,22,2,44,25
1,15:30,5v5,VAN,23,w,36,22,,dc,dl,,,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,17,13,43,7,58,72,,21,36,22,23,44,25
1,14:11,5v5,CBJ,9,o,41,9,,oelc,or,,y,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,9,41,40,4,29,72,,91,15,24,27,44,25
1,14:04,5v5,CBJ,4,s,41,40,,oprrr,ol,,,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,9,41,40,4,29,72,,91,15,24,27,44,25
1,13:36,5v4,CBJ,43,w,38,19,58,orrc,or,oc,y,y,,,38,y,y,0,25,20219,11/10/2015,CBJ,VAN,,,,9,41,40,7,58,72,,91,15,24,27,44,25
1,13:07,5v5,CBJ,43,o,51,27,20,orrl,oc,oc,,y,,,,,,1,25,20219,11/10/2015,CBJ,VAN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:41,5v5,VAN,27,w,14,,,opl,,,,y,,,,,,1,72,20219,11/10/2015,CBJ,VAN,,,,19,38,71,4,29,72,,21,14,47,27,44,25
1,10:57,5v4,VAN,27,w,91,6,,orrr,or,,,,,,,,,1,72,20219,11/10/2015,CBJ,VAN,,,,17,25,27,51,72,0,,53,91,20,6,27,25
1,10:06,5v5,CBJ,7,w,43,,,oc,,,,,,,,,,1,25,20219,11/10/2015,CBJ,VAN,,,,19,20,43,7,58,72,,15,24,47,2,44,25
1,10:00,5v5,CBJ,19,w,20,,,oelc,,,y,y,,,,,,1,25,20219,11/10/2015,CBJ,VAN,,,,19,20,43,7,58,72,,24,36,47,2,44,25
1,9:41,5v5,VAN,36,o,22,33,,oelc,oc,,y,y,,y,,,,1,72,20219,11/10/2015,CBJ,VAN,,,,38,20,71,7,58,72,,33,36,22,8,23,25
1,9:04,5v5,VAN,27,s,44,,,dr,,,,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,38,40,71,27,29,72,,21,14,47,27,44,25
1,8:26,5v5,VAN,17,w,91,,,oc,,,,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,17,38,20,27,51,72,,91,17,24,8,23,25
1,7:36,5v5,VAN,21,w,22,,,nc,,,,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,5:59,5v5,CBJ,41,w,38,,,dc,,,,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,9,41,40,4,29,72,,91,24,14,8,23,25
1,5:04,5v5,VAN,22,w,33,44,27,ol,ol,dr,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,17,20,43,27,51,72,,33,36,22,27,44,25
1,3:28,5v5,CBJ,4,w,40,41,,oc,or,,,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,9,41,40,4,29,72,,21,14,47,8,23,25
1,3:08,5v5,VAN,27,w,47,,,ol,,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,9,41,40,4,29,72,,21,36,47,8,27,25
1,2:49,5v5,VAN,22,o,36,,,oelc,,,y,y,,y,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,17,20,43,27,51,72,,33,36,22,8,23,25
1,2:00,5v4,VAN,23,s,22,33,23,opl,ol,dc,,,,,,,,-1,72,20219,11/10/2015,CBJ,VAN,,,,17,25,51,58,72,0,,33,17,14,22,23,25
1,0:26,4v5,CBJ,20,w,71,,,ol,,,y,y,,,,,,-1,25,20219,11/10/2015,CBJ,VAN,,,,20,71,51,58,72,0,,21,91,24,6,27,25
1,0:15,5v4,CBJ,7,w,38,19,58,orrc,ol,oc,y,y,,y,,,,-1,25,20219,11/10/2015,CBJ,VAN,,,,19,38,43,7,58,72,,24,36,2,8,25,0
2,17:49,5v5,VAN,47,w,14,47,,orrc,nr,,y,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,13,11,4,29,72,0,,21,14,47,27,44,25
2,15:28,5v5,VAN,36,s,33,22,,ol,ol,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,38,71,27,51,72,0,,33,36,22,2,6,25
2,14:10,5v5,VAN,23,o,47,8,,ol,opl,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,13,11,7,58,72,0,,21,14,47,8,23,25
2,13:53,5v5,CBJ,13,w,58,,,dl,,,y,y,3 on 2,,25,y,,0,25,20219,11/10/2015,CBJ,VAN,,,,13,11,7,58,72,0,,21,14,47,8,23,25
2,11:31,5v5,VAN,8,s,23,17,,ol,ol,,,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,20,43,7,58,72,0,,53,17,20,8,23,25
2,11:17,5v5,CBJ,43,w,20,17,,oelr,or,,y,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,20,43,7,58,72,0,,53,17,20,8,23,25
2,11:11,5v5,CBJ,7,w,58,20,,or,opr,,,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,20,43,7,58,72,0,,53,17,20,8,23,25
2,11:06,5v5,CBJ,43,b,20,,,oelc,,,y,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,20,43,7,58,72,0,,53,17,20,8,23,25
2,10:47,5v5,CBJ,71,w,58,,,dsl,,,y,y,1 on 0,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,71,7,58,72,0,,33,36,22,6,8,25
2,10:40,5v5,CBJ,38,w,71,,,or,,,y,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,71,27,51,72,0,,33,36,22,6,8,25
2,9:48,5v5,VAN,15,w,23,,,oc,,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,38,40,27,51,72,0,,91,15,24,27,44,25
2,9:24,5v5,VAN,91,w,44,,,oc,,,y,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,38,40,27,51,72,0,,91,15,24,27,44,25
2,9:17,5v5,VAN,24,w,91,,,oc,,,y,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,38,40,27,51,72,0,,91,15,24,27,44,25
2,8:56,5v5,VAN,91,w,14,27,44,orrr,nr,dl,y,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,41,40,27,51,72,0,,91,14,47,8,23,25
2,8:50,5v5,VAN,14,w,91,,,of,,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,41,13,4,29,72,0,,21,14,47,8,23,25
2,6:49,5v5,CBJ,71,w,19,,,oelc,,,y,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,71,27,51,72,0,,91,24,36,8,23,25
2,6:07,5v5,CBJ,25,w,4,29,25,orrl,or,opc,y,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,13,11,4,29,72,0,,53,17,20,6,8,25
2,5:46,5v5,VAN,44,b,14,,,opr,,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,13,11,4,29,72,0,,21,14,47,2,44,25
2,4:50,5v5,CBJ,38,w,7,58,,dsl,dr,,y,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,71,7,58,72,0,,53,17,20,8,23,25
2,4:40,5v5,VAN,53,w,20,17,,oc,nc,,y,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,41,40,27,51,72,0,,53,17,20,8,23,25
2,4:31,5v5,VAN,8,w,53,,,opr,,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,41,40,27,51,72,0,,53,17,20,8,23,25
2,4:12,5v5,CBJ,40,w,41,,,oelc,,,y,y,,,9,,,0,25,20219,11/10/2015,CBJ,VAN,,,,41,40,7,58,72,0,,33,17,20,8,23,25
2,2:14,5v4,CBJ,17,w,4,,,ol,,,,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,13,20,4,27,72,0,,21,14,8,23,25,0
2,1:32,5v4,CBJ,13,w,17,,,oc,,,y,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,13,20,4,27,72,0,,21,53,2,6,25,0
2,1:21,5v4,CBJ,4,s,27,,,dl,,,,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,13,20,4,27,72,0,,21,53,2,6,25,0
2,0:42,5v4,CBJ,19,s,7,,,oc,,,,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,43,7,58,72,0,,33,36,2,6,25,0
2,0:35,5v4,CBJ,7,o,58,19,,oc,opr,,y,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,43,7,58,72,0,,33,36,2,6,25,0
2,0:01,5v5,CBJ,58,o,19,43,38,oc,ol,ol,,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,43,7,58,72,0,,21,33,22,23,27,25
3,19:16,5v5,CBJ,58,s,20,,,opr,,,,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,20,43,7,58,72,0,,33,36,22,8,23,25
3,19:01,5v5,VAN,33,o,36,22,23,oelc,dl,dl,y,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,38,71,7,58,72,0,,33,36,47,2,6,25
3,18:22,5v5,CBJ,38,s,71,,,oc,,,,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,71,27,29,72,0,,21,14,47,27,44,25
3,18:16,5v5,CBJ,11,w,25,,,of,,,y,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,13,11,4,29,72,0,,53,17,20,27,44,25
3,18:04,5v5,VAN,53,w,44,,,oc,,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,13,11,4,29,72,0,,53,17,20,27,44,25
3,17:55,5v5,CBJ,13,w,29,11,,nc,dl,,y,y,,,25,,,0,25,20219,11/10/2015,CBJ,VAN,,,,13,11,4,29,72,0,,53,17,20,27,44,25
3,16:32,5v5,VAN,6,w,24,,,oelpc,,,,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,41,40,7,58,72,0,,91,24,36,2,6,25
3,16:26,5v5,VAN,2,s,22,33,,or,of,,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,20,43,27,51,72,0,,33,36,22,2,6,25
3,16:20,5v5,CBJ,13,w,43,,,dl,,,,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,20,43,27,51,72,0,,33,36,22,2,6,25
3,15:58,5v5,CBJ,27,w,20,,,or,,,,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,20,43,27,51,72,0,,33,36,22,2,6,25
3,15:13,5v5,CBJ,29,s,4,71,,opr,oc,,,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:02,5v5,VAN,15,w,91,44,,oc,dc,,y,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,20,43,7,58,72,0,,91,15,24,27,44,25
3,12:56,5v4,VAN,17,w,33,,,of,,,y,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,20,43,7,58,72,0,,91,15,24,27,44,25
3,12:25,5v4,VAN,23,o,17,22,33,opr,orrr,or,,,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,25,51,58,72,0,0,,33,17,14,22,23,25
3,12:15,5v4,VAN,17,w,23,,,oc,,,,y,,,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,25,51,58,72,0,0,,33,17,14,22,23,25
3,12:00,4v5,CBJ,13,w,58,,,dsr,,,y,y,,y,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,11,51,58,72,0,0,,33,17,14,22,23,25
3,10:37,5v5,VAN,91,t,44,24,91,oc,opl,ol,y,y,,,,,,1,72,20219,11/10/2015,CBJ,VAN,,,,38,71,51,58,72,0,,91,15,24,2,44,25
3,9:55,5v5,VAN,33,o,36,22,36,orrc,nc,nc,y,y,,y,,,,1,72,20219,11/10/2015,CBJ,VAN,,,,20,43,7,29,72,0,,33,36,22,2,23,25
3,9:13,5v5,CBJ,58,w,7,19,,oc,opl,,,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,71,7,58,72,0,,21,14,47,8,23,25
3,8:56,5v5,CBJ,19,w,71,,,oell,,,y,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,38,71,7,58,72,0,,21,14,47,8,23,25
3,6:55,5v5,CBJ,43,w,17,29,,nc,dr,,,y,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,20,43,4,29,72,0,,33,36,22,2,6,25
3,5:48,5v5,CBJ,19,w,58,,,opr,,,,,,,,,,0,25,20219,11/10/2015,CBJ,VAN,,,,19,40,7,58,72,0,,53,14,20,23,44,25
3,5:08,5v5,VAN,21,w,36,,,nc,,,y,y,,y,,,,0,72,20219,11/10/2015,CBJ,VAN,,,,38,71,27,51,72,0,,21,36,47,27,44,25
3,3:20,5v5,VAN,20,w,17,,,dc,,,,y,,,,,,-1,72,20219,11/10/2015,CBJ,VAN,,,,38,71,4,29,72,0,,53,17,20,2,6,25
3,1:39,5v6,VAN,33,w,27,22,,dc,dc,,,y,,y,,,,-1,72,20219,11/10/2015,CBJ,VAN,,,,38,13,71,7,58,0,,33,36,22,27,44,25
3,1:16,6v5,CBJ,43,w,58,25,,or,opr,,y,y,,,,,,-2,25,20219,11/10/2015,CBJ,VAN,,,,13,11,43,7,58,0,,53,17,20,2,6,25
3,1:12,6v5,CBJ,7,s,58,,,or,,,,y,,,,,,-2,25,20219,11/10/2015,CBJ,VAN,,,,13,11,43,7,58,0,,53,17,20,2,6,25
3,0:17,6v5,CBJ,58,w,17,,,opl,,,,,,,,,,-2,25,20219,11/10/2015,CBJ,VAN,,,,13,20,43,7,58,0,,33,15,14,23,44,25
1,16:36,5v5,CBJ,13,o,17,11,,orrc,ol,,y,y,,,,,,0,35,20318,11/25/2015,N.J,CBJ,35,72,,17,13,11,7,58,72,,14,20,13,28,44,35
1,16:27,5v5,CBJ,7,s,58,11,,or,oelpc,,,y,,,13,y,,0,35,20318,11/25/2015,N.J,CBJ,1,30,,19,13,11,7,58,72,,14,20,13,28,44,35
1,13:38,5v5,CBJ,47,w,11,,,oelpr,,,,,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,17,13,11,2,47,72,,11,22,23,28,44,35
1,12:58,5v4,CBJ,38,w,19,7,19,or,oc,oelpc,y,y,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,19,38,43,7,58,72,,14,19,5,6,35,0
1,12:48,5v4,CBJ,7,o,58,19,7,opl,or,or,,,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,19,38,43,7,58,72,,14,19,5,6,35,0
1,12:44,5v4,CBJ,58,w,38,19,,oc,oelc,,y,y,,,58,,,0,35,20318,11/25/2015,N.J,CBJ,,,,19,38,43,7,58,72,,14,19,5,6,35,0
1,12:28,5v4,CBJ,4,w,27,17,20,ol,opl,ol,,y,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,17,13,20,4,27,72,,16,20,2,7,35,0
1,11:11,5v5,CBJ,25,w,71,7,,ol,nc,,y,y,,,25,y,y,0,35,20318,11/25/2015,N.J,CBJ,,,,25,11,71,7,58,72,,14,11,13,5,7,35
1,9:44,5v5,N.J,2,s,28,2,11,or,oc,oelpc,,,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,9,41,21,2,47,72,,11,22,23,2,28,35
1,9:34,5v5,N.J,5,s,6,19,,opr,of,,,y,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,9,41,21,2,47,72,,19,21,51,5,6,35
1,6:21,5v5,CBJ,4,w,41,21,,or,oelc,,,y,,,21,y,,-1,35,20318,11/25/2015,N.J,CBJ,,,,9,41,21,4,27,72,,14,20,13,2,28,35
1,5:55,5v5,N.J,11,t,6,5,22,ol,or,opr,y,,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,5:50,5v5,N.J,5,w,22,,,opr,,,,,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,2:11,5v5,N.J,26,o,16,,,ol,,,y,,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,17,13,11,4,27,72,,16,25,26,5,6,35
1,1:50,5v5,CBJ,25,w,43,,,nc,,,,,,,,,,-1,35,20318,11/25/2015,N.J,CBJ,,,,25,43,71,2,47,72,,19,51,20,2,28,35
1,1:13,5v5,N.J,20,w,2,,,dr,,,,,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,25,43,71,2,47,72,,19,51,20,7,44,35
1,0:33,5v4,N.J,20,t,26,6,,ol,oc,,y,,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,19,13,7,58,72,0,,14,20,13,26,6,35
2,17:20,5v4,N.J,21,w,16,19,6,opr,ol,ol,,y,,,6,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,41,20,7,58,72,0,,16,19,21,51,6,35
2,17:06,5v4,N.J,28,s,19,51,,opr,or,,,y,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,41,20,7,58,72,0,,16,19,21,51,28,35
2,16:27,5v5,N.J,14,w,13,14,,orrr,nl,,y,y,,y,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,19,38,43,2,27,72,,14,20,13,2,5,35
2,15:55,5v5,CBJ,58,w,17,,,opr,,,,,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,14:12,5v5,N.J,20,w,28,2,,dsr,dl,,,y,1 on 0,,,,,0,72,20318,11/25/2015,N.J,CBJ,,,,9,41,21,2,47,72,,20,13,26,2,28,35
2,13:34,5v5,N.J,44,s,7,14,20,oc,oelpr,ol,,y,,,,,,0,72,20318,11/25/2015,N.J,CBJ,,,,38,41,20,4,27,72,,14,20,13,7,44,35
2,12:47,5v4,CBJ,7,s,43,7,43,opr,oc,oelpc,,,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,19,38,43,7,58,72,,14,19,5,6,35,0
2,10:24,5v5,CBJ,11,w,7,,,dl,,,,,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,41,11,71,7,47,72,,11,22,23,2,28,35
2,9:39,5v4,N.J,28,s,21,19,16,oc,opr,nc,,y,,,,,,0,72,20318,11/25/2015,N.J,CBJ,,,,9,13,4,27,72,0,,16,19,21,51,28,35
2,9:22,5v4,N.J,51,w,28,21,51,orrl,oc,opr,,y,,,,,,0,72,20318,11/25/2015,N.J,CBJ,,,,9,13,4,27,72,0,,16,19,21,51,28,35
2,8:28,5v4,N.J,26,w,6,13,14,oc,opr,oelc,,y,,,,,,0,72,20318,11/25/2015,N.J,CBJ,,,,17,71,7,58,72,0,,14,20,13,26,6,35
2,7:47,5v5,N.J,11,w,44,,,nc,,,,y,,,,,,0,72,20318,11/25/2015,N.J,CBJ,,,,25,11,20,2,27,72,,25,11,23,5,44,35
2,7:24,5v5,N.J,6,s,5,51,,oc,opr,,,,,,,,,0,72,20318,11/25/2015,N.J,CBJ,,,,19,38,20,2,27,72,,19,21,51,5,6,35
2,6:58,5v5,CBJ,58,w,25,20,,or,dr,,,,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,6:38,5v5,CBJ,43,t,58,25,7,oc,oc,ol,y,,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,25,43,71,7,58,72,,19,21,51,2,7,35
2,4:27,5v5,N.J,44,s,22,11,7,or,or,dc,,y,,,,,,0,72,20318,11/25/2015,N.J,CBJ,,,,9,41,20,2,58,72,,25,11,22,5,44,35
2,3:23,5v5,N.J,6,w,2,6,,oc,opr,,,,,,,,,0,72,20318,11/25/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,3:10,5v5,CBJ,19,b,38,19,,ol,ol,,y,y,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,19,38,71,4,58,72,,14,20,13,2,5,35
2,3:06,5v5,CBJ,4,w,25,,,of,,,,y,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,25,43,71,4,58,72,,19,21,51,2,5,35
2,2:37,5v5,CBJ,58,s,71,,,opr,,,,y,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,25,43,71,4,58,72,,19,21,51,2,6,35
2,1:46,5v5,CBJ,4,s,17,,,opl,,,,y,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,17,13,11,4,58,72,,16,22,26,2,7,35
2,1:43,5v5,CBJ,13,o,11,,,oc,,,y,y,,,,,,0,35,20318,11/25/2015,N.J,CBJ,,,,17,13,11,4,58,72,,16,22,26,2,7,35
2,1:26,5v5,CBJ,13,o,58,13,17,oc,ol,opl,,y,,,11,y,y,0,35,20318,11/25/2015,N.J,CBJ,,,,17,13,11,4,58,72,,16,22,26,2,7,35
2,1:06,5v5,N.J,13,t,6,5,20,ol,oc,opr,y,y,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,19,38,20,7,27,72,,14,20,13,5,6,35
2,1:03,5v5,N.J,20,b,13,,,oc,,,y,y,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,19,38,20,7,27,72,,14,20,13,5,6,35
2,0:02,5v5,N.J,13,w,20,14,20,or,nc,nr,,,,,,,,-1,72,20318,11/25/2015,N.J,CBJ,,,,13,43,71,2,58,72,,14,20,13,5,44,35
3,19:34,5v5,CBJ,11,o,13,11,17,oelc,ol,ol,y,y,,,,,,-1,35,20318,11/25/2015,N.J,CBJ,,,,17,13,11,7,58,72,,14,20,13,5,6,35
