Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Jets,F,F,F,D,D,G/Extra Attacker,Opps,F,F,F,D,D,G/Extra Attacker
3,8:32,5v5,WPG,12,b,57,,,or,,,,y,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,18,12,27,5,57,30,,92,18,56,6,59,35
3,8:07,5v5,NSH,24,o,14,,,oelc,,,,y,,y,,,,2,30,20650,1/14/2016,WPG,NSH,,,,85,16,27,5,8,30,,12,19,24,4,14,35
3,7:22,5v5,NSH,18,o,63,,,oelc,,,,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,6,40,17,39,57,30,,63,9,18,4,14,35
3,6:06,4v4,NSH,59,w,9,,,nl,,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,18,12,39,57,30,0,,12,9,4,59,35,0
3,5:47,4v4,NSH,4,w,63,14,,ol,oc,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,85,27,5,8,30,0,,15,63,4,14,35,0
3,4:37,4v4,NSH,59,a,56,59,56,oc,opl,oc,y,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,18,40,16,39,57,30,,92,18,56,6,59,35
3,2:53,4v4,NSH,59,w,63,59,63,orrc,oc,ol,y,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,18,5,57,30,0,0,,63,9,6,59,0,0
3,2:31,4v3,NSH,9,w,6,59,9,oc,oc,ol,,y,,,9,y,,1,30,20650,1/14/2016,WPG,NSH,,,,18,5,57,30,0,0,,63,9,6,59,0,0
3,2:15,4v3,NSH,6,o,59,6,59,opr,oc,opc,,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,18,5,57,30,0,0,,63,9,6,59,0,0
3,1:41,5v4,NSH,6,o,59,,,opr,,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,18,5,8,57,30,0,,63,9,18,6,59,0
3,1:29,6v5,NSH,59,w,9,,,opr,,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,18,26,5,8,57,30,,63,92,9,18,6,59
3,1:19,6v5,NSH,59,o,6,92,,oc,ol,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,18,26,5,8,57,30,,63,92,9,18,6,59
3,1:02,6v5,NSH,63,w,6,,,nr,,,y,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,26,16,5,8,57,30,,63,92,9,18,6,59
3,0:52,6v5,NSH,6,o,59,18,,opr,oelpr,,,,,,92,,,1,30,20650,1/14/2016,WPG,NSH,,,,26,16,5,8,57,30,,12,63,92,18,6,59
3,0:41,6v5,NSH,6,o,59,63,,opr,opr,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,26,16,5,8,57,30,,12,63,92,18,6,59
3,0:31,6v5,NSH,12,t,59,6,59,oc,opc,opc,y,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,26,16,5,8,57,30,,12,63,92,18,6,59
3,0:19,6v5,NSH,9,o,4,,,oc,,,,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,6,16,17,8,57,30,,15,19,9,56,4,14
3,0:14,6v5,NSH,18,o,92,28,,ol,of,,y,y,,y,,,,1,30,20650,1/14/2016,WPG,NSH,,,,18,26,16,8,57,30,,28,63,92,18,6,59
4,4:34,3v3,NSH,92,w,18,92,,oc,nc,,y,,,,,,,0,30,20650,1/14/2016,WPG,NSH,,,,18,16,0,0,57,30,,92,18,0,0,59,35
4,4:09,3v3,WPG,26,w,18,16,57,oc,ol,oc,y,y,,y,,,,0,35,20650,1/14/2016,WPG,NSH,,,,18,26,0,0,57,30,,9,0,0,4,14,35
1,18:52,5v5,WPG,55,w,27,26,,oell,oelc,,y,,,,,,,0,35,20737,1/26/2016,WPG,ARI,30,35,,55,26,27,39,57,30,,8,50,89,2,26,35
1,18:30,5v4,WPG,27,w,57,27,57,or,opr,oc,,,,,,,,0,35,20737,1/26/2016,WPG,ARI,,29,,55,26,27,33,57,30,,15,48,5,44,35,0
1,16:50,5v4,WPG,33,s,57,,,opl,,,,,,,,,,0,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,33,57,30,,8,11,5,44,35,0
1,14:52,5v5,WPG,55,w,26,16,,ol,nc,,y,y,,,,,,0,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,12,19,48,2,26,35
1,14:34,5v5,WPG,57,s,27,55,,opr,oelc,,,y,,,27,,,0,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,12,19,48,2,26,35
1,14:31,5v5,WPG,57,r,,,,,,,y,y,,,,,,0,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,12,19,48,2,26,35
1,14:18,5v4,WPG,18,w,16,,,or,,,y,,,,,,,0,35,20737,1/26/2016,WPG,ARI,,,,18,12,16,8,39,30,,8,15,5,23,35,0
1,13:48,5v4,WPG,39,s,12,,,opl,,,,y,,,,,,0,35,20737,1/26/2016,WPG,ARI,,,,18,12,16,8,39,30,,12,19,5,23,35,0
1,13:05,5v4,WPG,33,t,26,57,26,or,oc,opr,y,y,,y,27,y,y,0,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,33,57,30,,15,48,2,44,35,0
1,12:30,5v5,ARI,23,w,8,,,opl,,,,,,,50,,,1,30,20737,1/26/2016,WPG,ARI,,,,18,12,16,39,57,30,,8,50,89,5,23,35
1,12:26,5v5,ARI,89,r,,,,,,,y,y,,,,,,1,30,20737,1/26/2016,WPG,ARI,,,,18,12,16,39,57,30,,8,50,89,5,23,35
1,12:01,5v5,ARI,23,w,89,8,,oelpr,oelr,,,y,,,,,,1,30,20737,1/26/2016,WPG,ARI,,,,18,12,16,39,57,30,,8,50,89,23,44,35
1,10:06,5v5,WPG,9,w,26,7,9,or,dr,dl,y,,,,,,,1,35,20737,1/26/2016,WPG,ARI,,,,9,15,26,5,7,30,,15,24,38,2,44,35
1,8:09,5v5,WPG,8,o,27,,,oc,,,,y,,,,,,1,35,20737,1/26/2016,WPG,ARI,,,,6,40,27,8,33,30,,8,11,89,5,23,35
1,6:07,5v5,WPG,27,o,26,55,39,orrc,nl,dl,y,y,,y,,,,1,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,12,19,48,26,44,35
1,5:51,5v5,WPG,40,o,22,40,,orrc,oc,,y,y,,,,,,2,35,20737,1/26/2016,WPG,ARI,,,,6,22,40,39,57,30,,11,16,10,2,26,35
1,4:15,5v5,WPG,18,w,16,33,,nc,dsc,,,y,,,,,,2,35,20737,1/26/2016,WPG,ARI,,,,18,12,16,5,7,30,,15,24,38,5,23,35
1,2:17,5v5,ARI,12,b,19,44,28,or,dsr,dl,y,y,,,,,,2,30,20737,1/26/2016,WPG,ARI,,,,6,22,40,8,33,30,,12,19,48,5,23,35
1,1:21,5v5,ARI,11,w,16,,,ol,,,y,y,,,,,,2,30,20737,1/26/2016,WPG,ARI,,,,55,12,27,8,33,30,,11,16,10,2,26,35
1,1:15,5v5,ARI,11,t,16,,,or,,,y,y,,,,,,2,30,20737,1/26/2016,WPG,ARI,,,,55,12,27,8,33,30,,11,16,10,2,26,35
1,0:10,5v4,ARI,23,w,89,50,89,oc,opl,opc,y,,,,,,,2,30,20737,1/26/2016,WPG,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,19:41,5v4,ARI,19,w,89,50,23,nc,nc,dr,,,,,19,y,,2,30,20737,1/26/2016,WPG,ARI,,,,12,26,5,8,30,0,,8,50,19,89,23,35
2,18:22,5v4,ARI,26,w,5,26,16,opl,opc,oelpr,,,,,,,,2,30,20737,1/26/2016,WPG,ARI,,,,6,22,27,5,8,30,,11,16,10,5,26,35
2,18:15,5v5,WPG,27,w,22,,,dr,,,y,y,,,,,,2,35,20737,1/26/2016,WPG,ARI,,,,6,22,27,5,8,30,,11,16,10,5,26,35
2,17:49,5v5,WPG,26,t,7,27,,or,opl,,y,,,,,,,2,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,5,7,30,,12,19,48,2,26,35
2,16:22,5v5,WPG,8,s,33,14,,opr,oelpr,,,,,,,,,2,35,20737,1/26/2016,WPG,ARI,,,,18,14,16,8,33,30,,15,24,38,5,23,35
2,16:14,5v5,WPG,12,w,18,,,ol,,,y,y,,,,,,2,35,20737,1/26/2016,WPG,ARI,,,,18,12,16,8,33,30,,15,24,38,5,23,35
2,15:38,5v5,WPG,57,w,26,55,,opc,of,,,y,,,,,,2,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,11,16,10,2,26,35
2,15:17,5v5,ARI,16,w,2,,,opl,,,,,,,,,,2,30,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,11,16,10,2,26,35
2,14:39,5v5,ARI,50,o,89,,,oell,,,,,,,,,,2,30,20737,1/26/2016,WPG,ARI,,,,6,40,27,33,57,30,,8,50,89,28,44,35
2,14:12,5v5,ARI,8,w,89,44,,nl,dc,,,,,,,,,2,30,20737,1/26/2016,WPG,ARI,,,,6,22,40,8,33,30,,8,50,89,23,44,35
2,12:25,5v5,WPG,27,b,55,27,,nr,dr,,y,,,,,,,3,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,11,16,10,26,44,35
2,11:13,5v5,WPG,7,o,40,,,oelc,,,y,,,,,,,3,35,20737,1/26/2016,WPG,ARI,,,,6,22,40,5,7,30,,15,24,38,5,23,35
2,10:16,5v5,WPG,18,w,16,8,18,nl,dl,dc,y,y,,,,,,3,35,20737,1/26/2016,WPG,ARI,,,,18,12,16,8,33,30,,12,19,48,26,44,35
2,10:10,5v5,WPG,57,w,55,,,ofp,,,,,,,,,,3,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,11,16,10,2,28,35
2,10:05,5v5,WPG,27,t,55,,,oelc,,,y,,,,,,,3,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,11,16,10,2,28,35
2,9:36,5v5,WPG,26,w,55,26,39,orrc,orrc,oelrrl,y,y,,,,,,3,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,39,57,30,,11,16,10,2,28,35
2,8:58,5v5,ARI,50,w,10,23,,oelr,dsl,,y,y,,,,,,3,30,20737,1/26/2016,WPG,ARI,,,,18,12,16,39,57,30,,16,50,10,28,44,35
2,8:44,5v5,ARI,8,o,50,26,,oelc,or,,y,,,,,,,3,30,20737,1/26/2016,WPG,ARI,,,,55,26,27,8,33,30,,8,50,89,26,44,35
2,8:17,5v5,WPG,55,w,26,55,26,oc,ol,nc,y,y,,,,,,3,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,8,33,30,,8,50,89,28,44,35
2,7:24,5v5,ARI,38,w,24,,,dc,,,,y,,,,,,3,30,20737,1/26/2016,WPG,ARI,,,,6,22,40,5,7,30,,15,24,38,5,23,35
2,7:15,5v5,ARI,48,o,12,5,,ol,or,,y,,,,,,,3,30,20737,1/26/2016,WPG,ARI,,,,18,12,16,5,7,30,,12,19,48,5,23,35
2,7:05,5v5,ARI,19,w,23,,,nl,,,,y,,,,,,3,30,20737,1/26/2016,WPG,ARI,,,,18,12,16,5,7,30,,12,19,48,5,23,35
2,5:29,5v5,WPG,27,w,26,27,,ol,oell,,y,y,,y,,,,3,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,8,33,30,,11,16,89,26,44,35
2,3:56,5v5,ARI,23,w,15,,,oelc,,,,,,,,,,3,30,20737,1/26/2016,WPG,ARI,,,,18,12,16,5,7,30,,15,24,50,38,5,23
2,3:40,5v4,ARI,11,w,10,89,,oc,ol,,,y,,,,,,3,30,20737,1/26/2016,WPG,ARI,,,,18,16,5,8,30,0,,11,16,10,89,23,35
2,2:28,5v3,ARI,5,w,11,50,89,opc,ol,opl,,,,,,,,3,30,20737,1/26/2016,WPG,ARI,,,,16,33,57,30,0,0,,11,50,89,5,23,35
2,2:17,3v5,WPG,33,w,57,,,dsc,,,y,y,1 on 0,y,,,,3,35,20737,1/26/2016,WPG,ARI,,,,16,33,57,30,0,0,,11,50,89,5,23,35
2,1:54,5v3,ARI,10,o,5,16,5,orrc,opl,ol,y,,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,33,39,30,0,0,,11,16,10,5,26,35
2,1:45,5v4,ARI,5,o,11,,,opr,,,,,,,16,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,7,33,39,30,0,,11,16,10,5,26,35
2,1:37,5v5,ARI,26,o,23,,,or,,,,,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,7,8,33,39,30,,11,16,10,23,26,35
2,1:23,5v5,ARI,10,w,23,,,nsl,,,y,y,1 on 0,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,12,16,33,57,30,,11,16,10,23,26,35
2,0:04,5v5,WPG,26,w,57,,,dc,,,,,,,,,,4,35,20737,1/26/2016,WPG,ARI,,,,55,26,27,7,57,30,,15,24,38,26,44,35
3,18:07,5v5,ARI,38,w,28,24,,opr,oelr,,,y,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,22,40,5,8,30,,15,24,38,2,28,29
3,17:23,5v5,WPG,15,w,39,,,nc,,,,y,,,,,,4,29,20737,1/26/2016,WPG,ARI,,,,9,14,15,39,57,30,,8,50,89,26,44,29
3,17:18,5v5,WPG,18,t,57,16,,oc,opr,,y,y,,,,,,4,29,20737,1/26/2016,WPG,ARI,,,,18,12,16,39,57,30,,12,19,48,5,23,29
3,16:22,5v5,WPG,55,o,16,12,,oelpc,oell,,,y,,,,,,4,29,20737,1/26/2016,WPG,ARI,,,,55,12,16,7,33,30,,11,16,19,5,23,29
3,15:18,5v5,WPG,6,b,40,,,nl,,,y,y,,,6,,,4,29,20737,1/26/2016,WPG,ARI,,,,6,22,40,5,8,30,,15,24,38,2,28,29
3,15:12,5v5,WPG,40,r,,,,,,,y,,,,,,,4,29,20737,1/26/2016,WPG,ARI,,,,6,22,40,5,8,30,,15,24,38,2,28,29
3,14:33,5v5,WPG,9,w,5,7,5,dsl,dr,dl,,y,,,,,,4,29,20737,1/26/2016,WPG,ARI,,,,9,14,15,39,57,30,,8,50,89,26,44,29
3,13:58,5v4,ARI,16,s,86,,,oc,,,,,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,18,16,5,8,30,0,,11,16,10,89,23,29
3,12:45,5v4,ARI,26,w,5,,,opc,,,,y,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,22,5,8,30,0,,8,50,19,5,26,29
3,12:37,5v4,ARI,5,w,26,8,19,opl,opl,oell,,,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,22,5,8,30,0,,8,50,19,5,26,29
3,11:05,5v4,WPG,33,t,27,55,57,oc,ol,opl,y,,,,,,,4,29,20737,1/26/2016,WPG,ARI,,,,55,26,27,33,57,30,,12,19,5,44,29,0
3,10:58,5v4,WPG,55,w,27,26,,orrr,or,,y,y,,,,,,4,29,20737,1/26/2016,WPG,ARI,,,,55,26,27,33,57,30,,12,19,5,44,29,0
3,7:59,5v5,ARI,28,o,2,,,opc,,,,,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,9,14,15,7,33,30,,12,19,48,2,28,29
3,7:46,5v5,ARI,19,w,48,,,oelr,,,y,,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,9,14,15,7,33,30,,12,19,48,2,28,29
3,6:06,5v5,WPG,18,b,16,5,7,nl,dl,dr,y,y,,,12,y,,4,29,20737,1/26/2016,WPG,ARI,,,,18,12,16,5,8,30,,8,50,89,26,44,29
3,4:19,5v4,WPG,8,o,39,55,,oc,opr,,,y,,,26,y,,4,29,20737,1/26/2016,WPG,ARI,,,,55,26,27,8,39,30,,15,48,5,44,29,0
3,4:02,5v4,WPG,39,w,26,55,8,oelrrc,ol,oc,y,,,,,,,4,29,20737,1/26/2016,WPG,ARI,,,,55,26,27,8,39,30,,15,50,48,5,44,29
3,3:11,5v5,ARI,26,w,16,,,oc,,,y,y,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,22,40,7,33,30,,11,16,10,23,26,29
3,3:00,5v5,ARI,23,w,16,10,,orrr,or,,y,y,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,22,40,7,33,30,,11,16,10,23,26,29
3,1:31,5v5,ARI,44,s,24,,,oc,,,,,,,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,22,40,5,8,30,,15,24,38,26,44,29
3,0:17,5v5,ARI,10,o,11,,,orrc,,,y,y,,y,,,,4,30,20737,1/26/2016,WPG,ARI,,,,6,22,40,39,57,30,,11,16,10,2,28,29
1,18:59,5v5,WPG,33,B,40,,,dc,,,,y,,,,,,0,40,20814,2/11/2016,WPG,BOS,30,40,,18,26,27,5,33,30,,51,14,21,33,86,40
1,18:22,5v5,BOS,37,W,63,37,14,orrc,oelc,ol,y,y,,y,,,,0,30,20814,2/11/2016,WPG,BOS,34,,,18,26,27,5,8,30,,37,63,14,33,62,40
1,17:55,5v5,WPG,12,W,55,,,oc,,,,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,7,57,30,,46,88,39,47,86,40
1,16:33,5v5,WPG,33,S,18,,,opl,,,,,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,18,26,16,7,33,30,,51,11,21,44,45,40
1,16:31,5v5,WPG,18,W,26,,,orrc,,,y,y,,y,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,18,26,16,7,33,30,,51,11,21,44,45,40
1,15:56,5v5,WPG,7,O,85,55,,opl,ol,,,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,7,57,30,,46,88,39,47,62,40
1,15:37,5v5,WPG,57,W,85,57,7,oc,oc,oc,y,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,7,57,30,,46,88,39,47,62,40
1,15:20,5v4,WPG,33,S,18,,,of,,,,y,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,18,26,27,33,57,30,,37,63,33,86,40,0
1,15:10,5v4,WPG,33,W,27,,,or,,,y,y,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,18,26,27,33,57,30,,37,63,33,86,40,0
1,14:32,5v4,WPG,18,B,57,33,,oc,oc,,y,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,18,26,27,33,57,30,,25,21,33,86,40,0
1,14:11,5v4,WPG,12,W,55,27,,oc,nc,,,y,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,16,8,30,,37,63,44,62,40,0
1,13:34,5v4,WPG,85,W,55,8,,nc,dc,,,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,16,8,30,,25,21,47,86,40,0
1,13:24,5v5,WPG,85,W,8,,,oc,,,y,y,,,16,Y,,0,40,20814,2/11/2016,WPG,BOS,,,,55,85,12,16,8,30,,25,46,21,47,86,40
1,12:54,5v5,BOS,62,W,88,,,opr,,,,y,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,6,85,40,17,33,30,,46,88,39,33,62,40
1,12:40,5v5,WPG,40,W,17,,,oc,,,,y,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,6,85,40,17,33,30,,46,88,39,33,62,40
1,12:23,5v5,WPG,5,W,18,,,opl,,,,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,18,26,27,5,8,30,,51,63,11,33,62,40
1,11:24,5v5,WPG,16,S,7,57,,nsl,dc,,,y,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,40,16,17,7,57,30,,51,11,21,47,86,40
1,10:20,5v5,BOS,44,W,88,,,opl,,,,,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,55,85,12,33,39,30,,46,88,39,44,45,40
1,9:25,5v5,BOS,33,W,63,,,oc,,,,,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,6,9,16,5,8,30,,25,63,14,33,62,40
1,9:15,5v5,BOS,33,S,62,63,,oc,opl,,,y,,,25,y,,0,30,20814,2/11/2016,WPG,BOS,,,,6,9,16,5,8,30,,25,63,14,33,62,40
1,9:01,5v5,BOS,63,W,62,33,,nr,nc,,y,y,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,18,26,16,5,8,30,,25,63,64,33,86,40
1,8:50,5v5,WPG,26,W,16,,,dr,,,y,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,18,26,27,7,57,30,,25,63,64,33,86,40
1,8:14,5v5,BOS,11,W,47,51,,ol,oc,,y,y,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,55,12,27,7,57,30,,51,11,21,44,47,40
1,6:50,5v5,BOS,39,O,88,46,,oc,of,,y,,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,40,16,17,7,57,30,,46,88,39,33,62,40
1,6:45,5v5,BOS,39,W,46,,,of,,,y,,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,40,16,17,7,57,30,,46,88,39,33,62,40
1,6:32,5v5,BOS,62,S,46,39,,or,nc,,,,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,40,16,17,7,57,30,,46,88,39,33,62,40
1,6:09,5v5,WPG,8,S,16,,,oc,,,,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,40,16,17,5,8,30,,46,88,39,33,62,40
1,6:02,5v5,WPG,5,S,22,,,oc,,,,y,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,6,9,22,5,8,30,,25,36,64,44,45,40
1,5:33,5v5,WPG,8,O,22,,,oelc,,,,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,6,9,22,5,8,30,,25,36,64,44,45,40
1,4:56,5v5,WPG,33,S,39,55,,ol,opl,,,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,6,55,85,33,39,30,,25,36,64,44,45,40
1,4:04,5v5,BOS,46,W,63,14,,dc,dr,,,,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,26,17,27,7,39,30,,46,63,14,44,47,40
1,3:52,5v5,WPG,27,W,7,,,dc,,,,,,,,,,0,40,20814,2/11/2016,WPG,BOS,,,,18,26,27,7,57,30,,46,88,39,44,47,40
1,3:42,5v5,BOS,88,W,46,,,dsc,,,,y,,,,,,0,30,20814,2/11/2016,WPG,BOS,,,,18,26,27,7,57,30,,46,88,39,33,62,40
1,2:30,5v4,WPG,27,W,26,,,orrl,,,y,y,,y,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,18,26,27,8,33,30,,37,63,33,86,40,0
1,0:09,5v5,BOS,37,W,63,,,nl,,,,,,,,,,-1,30,20814,2/11/2016,WPG,BOS,,,,18,85,12,7,8,30,,37,63,14,33,44,40
2,19:14,5v5,WPG,8,W,7,26,,ol,opl,,,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,18,26,27,7,8,,46,88,21,33,62,40
2,19:05,5v5,BOS,88,W,46,,,nc,,,y,,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,18,26,27,7,8,,46,88,21,33,62,40
2,18:04,5v5,WPG,55,W,85,,,ol,,,y,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,55,85,12,33,39,,36,51,11,33,62,40
2,17:54,5v5,WPG,26,W,18,,,of,,,y,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,18,26,27,33,39,,36,51,11,33,62,40
2,17:13,5v5,WPG,33,S,16,40,39,ol,oc,dl,,,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,22,40,17,33,57,,46,88,39,44,86,40
2,15:37,5v4,WPG,57,W,26,57,27,opl,oc,opr,,,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,18,26,27,33,57,,46,21,33,44,40,0
2,15:23,5v4,WPG,26,O,57,26,27,oc,ol,orrr,,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,18,26,27,33,57,,46,21,33,44,40,0
2,15:02,5v4,WPG,27,O,57,26,,oc,ol,,,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,18,26,27,33,57,,46,21,33,44,40,0
2,14:33,5v5,WPG,8,W,5,,,nc,,,,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,55,85,12,5,8,,51,11,39,47,86,40
2,13:57,5v5,WPG,8,S,85,,,opr,,,,,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,55,85,12,5,8,,51,11,39,47,86,40
2,13:25,5v5,BOS,21,W,46,88,,orrr,oc,,y,,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,40,16,17,33,39,,46,88,21,44,45,40
2,13:03,5v5,WPG,40,W,17,,,oelc,,,y,,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,22,40,17,33,39,,46,88,21,44,45,40
2,12:27,5v5,WPG,9,W,57,,,nr,,,,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,6,9,22,7,57,,37,63,14,47,86,40
2,11:46,5v5,WPG,5,S,26,,,opl,,,,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,18,26,27,5,8,,51,11,21,44,45,40
2,11:32,5v5,WPG,5,W,27,,,opr,,,,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,18,26,27,5,8,,51,11,21,44,45,40
2,10:37,5v5,WPG,55,W,85,55,,nc,dc,,y,y,,,,,,-1,40,20814,2/11/2016,WPG,BOS,,,,0,55,85,33,39,34,,46,39,33,62,40,0
2,9:09,5v5,BOS,37,W,88,44,,ol,dc,,y,,,,37,y,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,85,12,33,39,34,,37,88,33,45,40,0
2,8:51,5v5,BOS,33,S,63,,,opl,,,,,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,85,12,26,33,39,,37,46,63,88,33,62
2,8:43,5v4,BOS,37,T,46,47,,oc,opl,,y,y,,,21,y,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,16,17,7,57,34,,37,46,51,21,47,40
2,8:25,5v4,BOS,37,T,46,47,,oc,opl,,y,y,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,18,16,7,57,34,,37,46,51,21,47,40
2,8:16,5v4,BOS,47,W,46,37,,oc,of,,,,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,6,17,7,57,34,,37,46,51,21,47,40
2,7:57,5v4,BOS,47,O,46,51,,oc,or,,,,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,6,17,7,57,34,,37,46,51,21,47,40
2,7:18,5v4,BOS,63,W,33,47,,orrr,oc,,y,y,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,9,22,8,33,34,,63,11,39,33,47,40
2,6:59,5v4,BOS,33,O,45,63,,oc,opr,,,y,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,9,22,8,33,34,,63,11,39,33,45,40
2,6:36,5v5,BOS,63,W,37,,,of,,,y,y,,,,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,18,26,27,7,57,,37,63,14,33,62,40
2,5:12,5v5,BOS,88,W,46,39,45,nc,dl,dl,y,y,,,39,,,-1,34,20814,2/11/2016,WPG,BOS,,,,0,55,85,40,33,39,,46,88,39,47,86,40
