Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Jets,F,F,F,D,D,G/Extra Attacker,Opps,F,F,F,D,D,G/Extra Attacker
3,10:59,5v5,BOS,52,o,63,,,opl,,,,,,,,,,-2,31,20005,10/8/2015,BOS,WPG,,,,55,85,27,7,33,31,,51,63,21,52,86,40
3,10:20,5v5,WPG,9,w,19,8,,nr,dc,,,y,,,,,,-2,40,20005,10/8/2015,BOS,WPG,,,,9,19,22,5,8,31,,51,11,14,47,62,40
3,10:09,5v5,WPG,19,t,8,5,,ol,ol,,y,y,,y,,,,-2,40,20005,10/8/2015,BOS,WPG,,,,9,19,22,5,8,31,,51,11,14,47,62,40
3,9:21,5v5,WPG,18,b,26,16,,orrl,oelc,,,,,,,,,-3,40,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,46,88,39,45,54,40
3,8:54,5v5,BOS,36,t,86,41,,or,opr,,,,,,,,,-3,31,20005,10/8/2015,BOS,WPG,,,,18,19,22,39,57,31,,23,36,41,47,86,40
3,8:38,5v5,BOS,86,s,23,,,opc,,,,,,,,,,-3,31,20005,10/8/2015,BOS,WPG,,,,18,19,22,39,57,31,,23,36,41,47,86,40
3,8:01,5v5,WPG,55,w,7,57,,dc,dc,,,y,,,,,,-3,40,20005,10/8/2015,BOS,WPG,,,,55,85,27,7,33,31,,37,63,21,45,62,40
3,6:58,5v5,WPG,23,w,57,18,,oc,of,,,,,,,,,-3,40,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,46,88,39,47,54,40
3,6:40,5v5,BOS,47,w,42,,,opr,,,,,,,,,,-3,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,5:39,5v5,BOS,21,w,37,63,,orrr,dsr,,,,,,,,,-3,31,20005,10/8/2015,BOS,WPG,,,,55,85,27,5,8,31,,37,63,21,45,62,40
3,5:06,5v5,BOS,14,w,37,,,nr,,,,,,,,,,-3,31,20005,10/8/2015,BOS,WPG,,,,18,26,16,7,33,31,,37,14,21,47,54,40
3,4:24,5v5,BOS,62,w,21,,,opr,,,,,,,,,,-3,31,20005,10/8/2015,BOS,WPG,,,,6,12,17,7,33,31,,37,14,21,45,62,40
3,4:16,5v5,WPG,6,b,33,,,dsc,,,y,y,,,,,,-3,40,20005,10/8/2015,BOS,WPG,,,,6,12,17,39,57,31,,46,88,39,45,62,40
3,3:48,6v5,BOS,51,w,46,47,36,oc,opl,opc,,,,y,,,,-3,31,20005,10/8/2015,BOS,WPG,,,,6,12,17,39,57,31,,37,46,51,21,39,47
3,2:50,5v5,WPG,85,t,33,7,27,or,dc,dl,y,y,,,,,,-4,40,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,2:28,5v5,WPG,27,w,7,,,nc,,,,,,,,,,-4,40,20005,10/8/2015,BOS,WPG,,,,18,85,27,7,33,31,,51,11,14,47,54,40
3,1:28,5v5,WPG,26,w,16,26,,oell,ol,,y,y,,,,,,-4,40,20005,10/8/2015,BOS,WPG,,,,6,26,16,5,57,31,,37,11,14,52,86,40
3,0:41,5v5,WPG,12,w,5,12,,ol,opl,,,y,,,,,,-4,40,20005,10/8/2015,BOS,WPG,,,,6,12,17,5,7,31,,37,63,21,45,62,40
1,19:23,5v5,WSH,77,w,2,8,19,nc,dl,dl,,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,30,70,,18,26,16,7,33,30,,19,83,77,74,88,70
1,16:46,5v5,WPG,8,s,18,,,or,,,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,14,17,5,8,30,,19,77,25,2,27,70
1,15:16,5v5,WPG,7,s,85,,,oc,,,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,7,33,30,,92,14,65,74,88,70
1,15:09,5v5,WPG,33,o,85,,,or,,,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,7,33,30,,92,14,65,74,88,70
1,14:06,5v5,WPG,8,o,6,27,,oc,or,,,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,6,22,27,5,8,30,,21,46,49,2,27,70
1,13:25,5v5,WSH,8,s,19,74,77,or,nc,dr,,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,18,26,16,39,57,30,,19,77,8,9,74,70
1,12:37,5v4,WPG,85,o,16,18,33,orrc,ol,opl,y,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,83,43,2,27,70,0
1,12:22,5v4,WPG,33,s,18,26,18,ol,oelc,ol,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,83,43,2,27,70,0
1,11:41,5v4,WPG,18,w,33,18,,oc,ol,,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,11:30,5v4,WPG,33,o,85,33,85,or,or,or,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,21,77,74,88,70,0
1,10:27,5v5,WPG,57,w,12,39,,or,ol,,,y,,,55,y,,0,70,20388,12/5/2015,WPG,WSH,,,,55,12,17,39,57,30,,83,14,2,4,27,70
1,9:50,5v5,WSH,8,w,9,4,,dc,dl,,,,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,18,26,16,5,8,30,,19,14,8,74,88,70
1,7:07,5v4,WPG,33,o,26,33,,or,dc,,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,83,43,2,27,70,0
1,6:34,5v4,WPG,85,w,33,18,33,oc,ol,oc,,y,,,12,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,12,16,33,30,,21,77,74,88,70,0
1,6:29,5v4,WPG,16,w,85,16,,orrc,oc,,y,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,12,16,33,30,,21,77,74,88,70,0
1,5:48,5v3,WPG,33,o,85,33,16,or,oc,ol,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,83,2,27,70,0,0
1,5:34,5v3,WPG,16,t,33,85,33,oelr,or,oc,y,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,83,2,27,70,0,0
1,4:52,5v4,WPG,55,t,57,39,57,ol,oc,ol,y,y,,,12,y,,0,70,20388,12/5/2015,WPG,WSH,,,,55,12,27,39,57,30,,21,77,74,88,70,0
1,4:26,5v4,WPG,26,s,16,85,18,ol,nc,dc,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,83,43,74,88,70,0
1,4:02,5v5,WPG,18,s,85,39,85,or,or,or,,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,83,43,25,74,88,70
1,3:54,5v5,WSH,4,w,8,77,19,or,dr,df,,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,6,22,27,39,57,30,,19,77,8,4,9,70
1,3:28,5v5,WSH,77,s,19,8,9,nl,nl,dc,,,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,2:44,5v4,WSH,92,w,25,2,25,or,opr,or,y,,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,18,16,5,8,30,0,,92,14,49,25,2,70
1,0:09,5v4,WPG,33,s,26,33,85,or,oc,ol,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,19,77,74,88,70,0
1,0:06,5v4,WPG,16,w,18,,,oc,,,y,y,,y,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,19,77,74,88,70,0
2,19:38,5v5,WPG,57,w,26,,,or,,,y,y,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,18,26,16,39,57,30,,19,77,8,2,27,70
2,19:25,5v5,WPG,18,s,16,,,or,,,y,y,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,18,26,16,39,57,30,,19,77,8,2,27,70
2,18:42,5v5,WSH,88,s,92,,,or,,,,y,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,55,85,12,7,33,30,,92,14,65,74,88,70
2,18:03,5v4,WSH,77,s,19,74,77,or,oc,ol,y,,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,16:11,5v5,WSH,2,b,92,8,2,ol,dc,dr,,,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,18,22,16,7,33,30,,21,92,14,2,9,70
2,15:29,5v5,WSH,8,w,19,,,of,,,y,,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,55,85,12,39,57,30,,19,77,8,27,88,70
2,15:08,5v5,WSH,19,t,77,19,8,or,oc,nc,y,,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,55,85,12,39,57,30,,19,77,8,27,88,70
2,15:00,5v5,WSH,88,w,77,19,,or,oc,,,y,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,55,85,12,39,57,30,,19,77,8,27,88,70
2,14:06,5v5,WSH,43,w,27,2,,dl,nr,,y,y,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,9,14,17,5,8,30,,83,43,25,2,27,70
2,13:57,5v5,WSH,43,w,25,2,25,or,oc,or,y,y,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,9,14,17,5,8,30,,83,43,25,2,27,70
2,13:40,5v5,WSH,19,w,77,2,,oc,nl,,,,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,9,14,16,5,8,30,,19,77,8,74,88,70
2,13:25,5v5,WSH,74,w,88,19,,oc,oelc,,,y,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,13:16,5v5,WSH,74,w,19,8,,or,ol,,y,y,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,9,14,16,5,8,30,,19,77,8,74,88,70
2,12:32,5v5,WPG,8,w,22,,,of,,,,,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,6,22,27,5,8,30,,92,14,65,74,88,70
2,12:04,5v5,WPG,6,w,27,,,oc,,,y,y,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,6,22,27,8,57,30,,92,77,8,2,27,70
2,11:38,5v4,WPG,26,w,85,16,33,oc,ol,oc,,y,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,18,85,26,16,33,30,,83,43,2,27,70,0
2,10:28,5v4,WPG,57,w,12,57,55,or,or,dl,y,y,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,55,12,27,39,57,30,,14,25,74,88,70,0
2,9:10,5v5,WPG,12,w,85,,,orrc,,,y,,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,7,33,30,,92,14,65,4,9,70
2,9:01,5v5,WPG,85,w,12,55,,oc,oc,,,y,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,7,33,30,,92,14,65,4,9,70
2,8:45,5v5,WPG,77,w,8,,,oc,,,y,,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,18,26,16,39,57,30,,19,77,8,74,88,70
2,8:30,5v5,WPG,26,w,57,16,,nc,ol,,y,y,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,18,26,16,39,57,30,,19,77,8,74,88,70
2,8:22,5v5,WSH,19,b,77,,,dr,,,y,,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,18,26,16,39,57,30,,19,77,8,74,88,70
2,8:12,5v5,WSH,49,b,8,,,or,,,y,y,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,18,26,16,39,57,30,,19,49,8,74,88,70
2,7:21,5v5,WSH,46,o,21,,,or,,,,,,,,,,1,30,20388,12/5/2015,WPG,WSH,,,,6,22,27,8,57,30,,21,46,49,4,9,70
2,6:22,5v5,WPG,12,b,85,,,oc,,,y,,,,,,,1,70,20388,12/5/2015,WPG,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,5:35,5v4,WSH,19,w,74,19,74,oc,or,oc,y,y,,y,,,,1,30,20388,12/5/2015,WPG,WSH,,,,6,17,5,8,30,0,,19,77,8,65,74,70
2,5:25,5v5,WSH,83,w,25,83,43,or,or,nr,,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,6,22,27,7,33,30,,83,43,25,74,88,70
2,5:21,5v5,WSH,43,w,74,43,83,or,or,of,,,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,6,22,27,7,33,30,,83,43,25,74,88,70
2,4:11,5v4,WSH,65,b,19,65,19,or,oelr,or,y,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,18,16,5,8,30,0,,19,77,8,65,74,70
2,4:00,5v4,WSH,8,w,74,19,65,oc,or,oelc,,,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,18,16,5,8,30,0,,19,77,8,65,74,70
2,2:09,5v5,WSH,2,s,83,21,88,or,dl,dl,,,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,55,85,12,5,8,30,,21,83,43,27,74,70
2,0:28,5v5,WPG,55,w,85,,,ol,,,y,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,8,33,30,,92,14,65,74,88,70
3,19:09,5v5,WPG,12,w,85,55,,opl,nl,,,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,7,33,30,,92,14,65,2,74,70
3,18:59,5v5,WSH,92,t,65,74,65,oc,oc,nr,y,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,55,85,12,7,33,30,,92,14,65,74,88,70
3,18:26,5v5,WPG,8,w,14,,,or,,,,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,9,14,17,5,8,30,,83,43,25,4,9,70
3,17:38,5v5,WPG,27,w,57,,,oc,,,,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,6,22,27,7,33,30,,19,43,77,4,9,70
3,16:40,5v5,WPG,7,s,85,,,or,,,,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,7,33,30,,21,46,49,74,88,70
3,13:56,5v5,WPG,55,w,39,57,55,dc,dl,dc,y,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,39,57,30,,19,77,8,9,74,70
3,13:37,5v5,WPG,57,s,39,12,,dl,dc,,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,39,57,30,,19,77,8,9,74,70
3,13:09,5v5,WSH,92,w,14,,,ol,,,,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,55,22,27,7,33,30,,92,14,65,2,4,70
3,12:36,5v5,WPG,33,s,18,26,,ol,ol,,,y,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,18,26,16,7,33,30,,92,14,65,2,4,70
3,11:47,5v5,WSH,74,w,19,74,19,oc,or,nr,y,,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,55,85,12,5,57,30,,19,77,8,2,74,70
3,9:00,5v5,WSH,74,w,8,,,oc,,,,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,55,85,12,39,57,30,,19,77,8,74,88,70
3,8:56,5v5,WSH,77,b,19,8,,orrc,oc,,y,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,55,85,12,39,57,30,,19,77,8,74,88,70
3,6:47,5v5,WSH,2,w,88,49,,ol,ol,,,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,9,14,17,39,57,30,,21,46,49,2,88,70
3,2:37,5v5,WSH,88,s,77,,,oelc,,,,,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,6,26,16,39,57,30,,19,77,8,74,88,70
3,1:40,5v5,WSH,65,w,9,,,nr,,,,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,6,22,27,8,33,30,,92,14,65,2,27,70
3,1:10,5v5,WPG,85,w,55,85,,or,nr,,,,,,,,,0,70,20388,12/5/2015,WPG,WSH,,,,55,85,12,8,33,30,,83,43,25,74,88,70
4,4:18,3v3,WSH,92,w,88,92,,ol,nc,,y,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,18,55,0,0,57,30,,92,0,0,8,88,70
4,3:39,3v3,WSH,8,w,19,,,or,,,y,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,55,26,0,0,33,30,,19,8,0,0,74,70
4,3:15,3v3,WSH,14,w,9,14,77,ol,or,or,y,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,6,85,0,0,8,30,,14,77,0,0,9,70
4,1:54,3v3,WSH,92,a,74,92,74,oc,oc,oc,y,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,18,27,0,0,33,30,,92,14,0,0,74,70
4,1:41,3v3,WSH,74,b,92,14,74,oelrrc,ol,oelc,y,,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,18,27,0,0,33,30,,92,14,0,0,74,70
4,1:13,3v3,WSH,8,t,74,14,,or,or,,y,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,18,27,0,0,8,30,,19,8,0,0,9,70
4,0:56,3v3,WSH,8,w,19,9,,ol,oc,,y,y,,,,,,0,30,20388,12/5/2015,WPG,WSH,,,,55,26,0,0,8,30,,19,8,0,0,9,70
4,0:21,3v3,WPG,55,w,8,,,oelc,,,y,y,,y,,,,0,70,20388,12/5/2015,WPG,WSH,,,,55,26,0,0,8,30,,83,77,0,0,9,70
1,19:41,5v5,WPG,12,w,26,,,or,,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,32,30,,18,12,26,8,33,30,,20,22,21,4,47,32
1,19:37,5v5,WPG,26,w,18,,,ofp,,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,8,33,30,,90,43,14,4,47,32
1,19:30,5v5,DAL,14,w,90,43,,nr,dr,,,y,,,14,,,0,30,20604,1/7/2016,DAL,WPG,,,,18,12,26,8,33,30,,90,43,14,4,47,32
1,18:08,5v5,WPG,85,w,55,,,oc,,,y,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,5,7,30,,12,18,38,2,15,32
1,18:03,5v5,WPG,7,w,55,,,ofp,,,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,5,7,30,,20,22,21,4,47,32
1,16:43,5v5,DAL,3,s,43,,,opl,,,,y,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,18,12,26,8,33,30,,90,43,14,3,33,32
1,15:27,5v5,WPG,85,w,27,,,or,,,y,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,5,7,30,,12,18,38,4,47,32
1,14:56,5v5,DAL,14,w,43,90,,ol,ol,,y,y,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,9,22,40,5,7,30,,90,43,14,4,47,32
1,14:22,5v5,DAL,20,w,21,22,,oelc,oelr,,y,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,13:58,5v5,DAL,13,w,91,,,nc,,,y,y,1 on 0 ,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,6,16,17,39,57,30,,13,91,10,2,15,32
1,13:25,5v5,WPG,39,w,17,,,ofp,,,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,6,16,17,39,57,30,,90,43,14,2,15,32
1,12:14,5v5,DAL,12,s,18,,,nc,,,,y,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,18,12,26,5,7,30,,12,18,38,4,47,32
1,12:11,5v5,DAL,33,w,91,,,ofp,,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,55,85,27,8,33,30,,13,91,10,3,33,32
1,12:05,5v5,DAL,91,w,10,13,,oelc,or,,y,y,,y,,,,0,30,20604,1/7/2016,DAL,WPG,,,,55,85,27,8,33,30,,13,91,10,3,33,32
1,11:56,5v5,DAL,22,w,20,,,oelc,,,,,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,9,22,40,8,33,30,,20,22,21,3,33,32
1,10:54,5v5,DAL,47,w,90,14,,or,nc,,,y,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,18,12,26,39,57,30,,90,43,14,4,47,32
1,10:26,5v5,DAL,4,w,18,,,oc,,,,,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,6,16,17,7,57,30,,12,18,38,2,4,32
1,10:11,5v5,WPG,6,w,17,,,orrr,,,y,,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:55,5v5,WPG,55,w,27,,,oc,,,,y,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,8,33,30,,13,91,10,3,33,32
1,9:34,5v5,DAL,22,,21,22,,oelc,or,,y,,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,55,85,27,8,33,30,,20,22,21,3,33,32
1,8:54,5v5,WPG,22,w,40,8,,oelc,oelr,,y,,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,9,22,40,7,57,30,,90,43,14,4,47,32
1,7:15,5v5,DAL,91,t,13,10,,ol,opl,,y,,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,6,55,16,8,33,30,,13,91,10,2,15,32
1,6:30,5v5,WPG,55,w,85,39,,ol,ol,,y,,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,55,85,26,39,57,30,,90,43,14,2,15,32
1,6:03,5v5,DAL,21,w,20,,,oc,,,,y,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,18,12,26,5,7,30,,20,22,21,4,47,32
1,5:15,5v5,DAL,21,o,33,,,oc,,,,,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,4:19,5v5,WPG,39,w,22,9,,opl,of,,,y,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,9,22,40,39,57,30,,13,91,10,2,15,32
1,0:55,5v5,WPG,55,t,8,55,,ol,oc,,y,,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,8,33,30,,13,91,10,3,33,32
1,0:02,5v4,WPG,18,w,85,26,,oc,nl,,,,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,18,55,26,16,33,30,,14,38,4,47,32,0
2,18:46,4v4,WPG,55,o,27,55,,or,or,,,y,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,55,27,39,57,30,0,,13,20,3,33,32,0
2,18:10,5v4,DAL,91,o,4,91,,oc,opl,,,,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,6,17,5,8,30,0,,90,91,10,14,4,32
2,7:53,5v4,DAL,10,t,90,,,oc,,,y,,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,18,85,27,7,8,30,,20,22,14,3,33,32
2,17:18,5v5,WPG,18,s,12,,,or,,,y,,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,33,57,30,,10,14,38,3,33,32
2,17:01,5v5,WPG,33,w,12,33,,oelc,ol,,,y,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,33,57,30,,18,14,38,3,33,32
2,16:53,5v5,DAL,38,b,33,,,oc,,,,,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,18,12,26,33,57,30,,12,18,38,3,33,32
2,14:51,5v5,WPG,22,s,40,,,opr,,,,y,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,9,22,40,8,33,30,,90,43,14,2,15,32
2,14:34,5v5,WPG,12,w,18,,,nc,,,y,,2 on 1,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,8,33,30,,12,43,38,4,47,32
