Name,Pos,PosSimple,Gm,G,A1,A2,P,iHSC,iSC,iCF,C+ -,F+ -,G+ -,CF,FF,ZSO,ZSD,AB,FO_W,FO_L,HIT,HIT-,PN,PN-,TOI,Salary,Age,CF60,CA60,CP60,FF60,FA60,FP60,SF60,SA60,BK,MS,SH,SF,GF,SA,GA,FA,CA,SCF,SCA,ShotAttempts,Goals,Assists,ScoringChances,ShotsOnGoal,OddmanRushes,DirectGoals,ReboundsGeneratedFromAttempts,AttemptsWith0Assists,AttemptsWith1Assists,AttemptsWith2Assists,AttemptsWith3Assists,DirectGoalsWith0Assists,DirectGoalsWith1Assists,DirectGoalsWith2Assists,DirectGoalsWith3Assists,ReboundAttempts,ReboundsOnGoal,ReboundGoalsScored,A1OnAttempts,A1OnScoringChances,A1OnShotsOnGoal,A1OnOddmanRushes,A1OnDirectGoals,A2OnAttempts,A2OnScoringChances,A2OnShotsOnGoal,A2OnOddmanRushes,A2OnDirectGoals,A3OnAttempts,A3OnScoringChances,A3OnShotsOnGoal,A3OnOddmanRushes,A3OnDirectGoals
Paul Stastny,C,F,8,0,0,2,2,4,8,15,16,11,2,117,87,46,29,6,60,49,6,4,0,1,117.6,7,29,59.69387755,51.53061224,111.2244898,44.3877551,38.7755102,83.16326531,32.14285714,31.12244898,2,6,7,63,5,61,3,76,101,53,39,18,0,2,13,8,0,0,2,0,8,5,5,0,0,0,0,0,0,0,33,10,13,0,0,23,9,9,1,2,5,5,4,1,1
Paul Thompson,R,F,1,0,0,0,0,0,0,1,-1,1,1,8,8,3,3,0,0,0,1,1,1,0,13.9,0.575,26,34.5323741,38.84892086,73.38129496,34.5323741,30.21582734,64.74820144,17.26618705,25.89928058,0,0,1,4,1,6,0,7,9,2,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pavel Datsyuk,CL,F,9,1,2,2,5,8,14,28,47,40,2,136,109,51,31,4,58,49,8,6,0,2,143.3,7,37,56.94347523,37.26448011,94.20795534,45.63852059,28.89043964,74.52896022,33.07745987,22.19120726,6,7,14,79,6,53,4,69,89,59,49,13,1,3,7,4,0,1,0,0,5,4,4,0,0,1,0,2,1,0,28,10,13,0,2,16,4,8,0,1,5,2,2,0,0
Peter Holland,C,F,20,3,1,0,4,9,21,38,-25,-30,-1,159,115,58,68,5,43,50,23,19,0,2,211,0.775,24,45.21327014,52.32227488,97.53554502,32.7014218,41.23222749,73.93364929,20.47393365,30.14218009,7,12,16,72,4,106,5,145,184,71,91,23,2,1,14,13,0,2,2,0,8,8,7,0,1,1,0,0,0,0,21,5,10,2,0,11,3,5,0,1,1,1,1,0,0
Petteri Lindbohm,D,D,1,0,0,0,0,0,0,2,1,3,0,12,9,5,4,1,0,0,1,1,0,1,14,0.645,21,51.42857143,47.14285714,98.57142857,38.57142857,25.71428571,64.28571429,30,17.14285714,0,1,1,7,0,4,0,6,11,3,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Kessel,R,F,10,3,1,1,5,8,28,37,-3,-7,2,151,113,62,35,1,0,0,0,3,0,2,152.6,10,27,59.37090433,60.55045872,119.921363,44.42988204,47.18217562,91.61205767,33.02752294,30.27522936,10,8,16,84,5,77,3,120,154,78,83,28,2,3,13,15,0,1,1,0,8,13,7,0,0,0,1,2,1,1,30,10,20,1,1,9,5,4,0,2,2,1,1,0,0
Phillip Danault,CL,F,19,1,1,1,3,8,17,43,-12,1,-4,184,142,45,120,11,98,122,21,42,0,2,229.8,0.833,22,48.04177546,51.17493473,99.21671018,37.07571802,36.81462141,73.89033943,27.67624021,24.28198433,7,10,25,106,2,93,6,141,196,74,96,30,1,2,13,17,0,1,1,0,8,13,9,0,0,1,0,0,0,0,35,11,20,0,1,18,4,8,0,1,12,3,6,0,0
Phillip Di Giuseppe,L,F,4,0,0,1,1,1,2,10,-3,4,1,42,35,22,11,3,1,0,11,2,0,0,54.1,0.818,21,46.58040665,49.90757856,96.48798521,38.81700555,34.38077634,73.19778189,28.83548983,25.50831793,1,3,6,26,2,23,1,31,45,19,17,6,0,1,0,1,0,0,0,0,3,1,2,0,0,0,0,1,1,0,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Pierre-Edouard Bellemare,CL,F,8,1,0,0,1,6,8,19,-9,-3,-2,62,50,19,20,3,24,17,14,13,2,0,78.8,0.7,30,47.20812183,54.06091371,101.2690355,38.07106599,40.35532995,78.42639594,27.41116751,27.41116751,2,8,8,36,1,36,3,53,71,32,39,11,1,0,6,5,0,0,0,0,5,4,2,0,0,0,0,2,2,1,9,2,4,0,0,2,2,0,0,0,1,0,0,0,0
Quinton Howden,L,F,15,3,1,1,5,10,21,28,-7,0,3,108,88,42,46,2,1,1,26,23,3,1,156.2,0.851,23,41.48527529,44.17413572,85.65941101,33.8028169,33.8028169,67.6056338,23.43149808,26.50448143,4,8,13,61,7,69,4,88,115,50,50,15,0,0,7,11,3,0,0,0,9,4,2,0,0,0,0,0,0,0,12,3,7,1,0,12,5,4,1,0,2,0,0,0,0
R.J. Umberger,LR,F,5,0,2,1,3,0,2,5,-1,-3,1,38,28,17,11,3,0,0,12,4,0,1,47.9,0,33,47.59916493,48.85177453,96.45093946,35.07306889,38.8308977,73.9039666,20.04175365,23.79958246,2,1,2,16,3,19,2,31,39,18,15,2,0,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,3,4,1,2,2,2,1,0,1,1,0,0,0,0
Radek Faksa,C,F,11,1,0,0,1,13,17,21,6,3,1,100,79,22,38,3,41,35,11,7,1,2,104.5,0.925,21,57.41626794,53.97129187,111.3875598,45.35885167,43.63636364,88.99521531,28.70813397,30.43062201,1,7,12,50,3,53,2,76,94,56,54,16,1,0,11,6,0,1,1,0,7,4,5,0,0,0,1,3,2,0,22,4,8,0,0,10,6,4,0,0,5,2,1,0,0
Radim Vrbata,R,F,15,3,1,0,4,9,24,52,-13,-6,-1,159,127,58,58,4,0,1,4,6,1,1,190.3,5,34,50.13137152,54.2301629,104.3615344,40.04203889,41.93378875,81.97582764,29.95270625,29.95270625,9,8,32,95,6,95,7,133,172,74,99,39,3,1,14,24,1,1,2,0,13,14,12,0,0,1,0,4,3,2,29,14,18,2,1,16,5,9,1,0,3,2,0,0,0
Radko Gudas,D,D,6,0,0,0,0,0,1,10,-12,-4,2,65,54,23,18,8,0,0,22,7,3,0,72.6,1.4,25,53.71900826,63.63636364,117.3553719,44.62809917,47.9338843,92.56198347,31.40495868,29.75206612,3,5,2,38,3,36,1,58,77,37,38,7,0,0,0,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Rasmus Ristolainen,D,D,14,0,3,0,3,0,9,43,-13,-27,-2,224,162,77,82,17,0,0,13,18,2,0,261.4,0.925,20,51.41545524,54.39938791,105.8148432,37.18439174,43.38179036,80.5661821,27.54399388,29.8393267,13,7,23,120,8,130,10,189,237,98,105,32,0,1,1,15,0,0,0,0,15,13,4,0,0,0,0,0,0,0,22,2,14,0,1,17,7,10,0,0,9,2,8,0,0
Reid Boucher,LR,F,10,1,1,0,2,7,18,27,-16,-5,-1,82,69,36,26,2,0,0,8,20,1,0,117.4,0.743,22,41.90800681,50.08517888,91.99318569,35.26405451,37.81942078,73.0834753,24.02044293,30.66439523,5,8,13,47,2,60,3,74,98,43,46,22,0,1,10,7,1,0,1,0,13,7,2,0,0,0,0,0,0,0,13,3,9,0,1,8,3,2,0,0,2,1,2,0,0
Reilly Smith,RL,F,17,4,0,0,4,13,29,39,24,23,3,189,149,64,59,3,0,0,15,17,0,2,198.4,3.35,24,57.15725806,49.89919355,107.0564516,45.06048387,38.10483871,83.16532258,34.47580645,27.21774194,8,3,24,114,6,90,3,126,165,87,72,25,3,1,10,15,1,1,0,0,11,10,4,0,1,0,0,4,3,2,26,6,12,0,0,15,4,5,1,1,4,2,1,0,0
Rene Bourque,LR,F,9,1,0,1,2,5,15,21,11,8,0,81,62,24,34,2,1,1,19,9,2,2,95.6,2.5,33,50.83682008,43.93305439,94.76987448,38.91213389,33.89121339,72.80334728,27.61506276,18.82845188,3,2,15,44,3,30,3,54,70,35,37,16,1,1,6,11,1,1,1,0,8,3,5,0,1,0,0,1,1,0,11,3,5,0,0,4,3,1,1,1,0,0,0,0,0
Rich Clune,L,F,4,0,0,0,0,3,3,4,3,2,-1,26,20,7,11,1,0,0,12,9,2,2,30.1,0.575,28,51.82724252,45.84717608,97.6744186,39.86710963,35.88039867,75.74750831,29.90033223,27.90697674,1,1,2,15,0,14,1,18,23,14,13,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,2,1,1,0,0,1,0,0,0,0
Richard Panik,RL,F,8,2,0,1,3,3,6,14,-16,-10,0,55,41,20,16,4,0,0,9,14,0,1,79,0.975,24,41.7721519,53.92405063,95.69620253,31.13924051,38.73417722,69.87341772,22.78481013,30.37974684,2,4,6,30,3,40,3,51,71,23,28,9,2,0,5,5,0,2,0,0,6,3,0,0,2,0,0,1,1,0,5,1,3,0,0,1,0,0,0,0,1,0,1,0,0
Rick Nash,LR,F,11,0,0,1,1,12,23,48,2,2,3,129,100,62,38,1,0,0,16,9,4,3,144.6,7.9,31,53.52697095,52.69709544,106.2240664,41.49377593,40.66390041,82.15767635,26.97095436,29.04564315,10,13,25,65,6,70,3,98,127,56,54,30,0,1,7,18,0,0,0,0,16,8,6,0,0,0,0,0,0,0,9,1,4,0,0,10,2,7,1,1,0,0,0,0,0
Rickard Rakell,C,F,8,0,0,0,0,4,11,26,12,14,-1,90,71,33,20,5,26,16,16,12,0,2,92.2,0.833,22,58.56832972,50.75921909,109.3275488,46.20390456,37.09327549,83.29718004,34.49023861,27.3318872,7,5,14,53,0,42,1,57,78,36,36,16,0,0,6,10,0,0,1,0,5,7,4,0,0,0,0,2,1,0,15,5,9,0,0,8,2,6,0,0,3,1,1,0,0
Riley Nash,CR,F,10,1,1,0,2,8,11,17,22,15,2,104,69,35,24,4,25,32,7,20,1,0,108.5,1.15,26,57.51152074,45.34562212,102.8571429,38.15668203,29.86175115,68.01843318,23.22580645,20.46082949,5,4,7,42,2,37,0,54,82,44,41,7,0,0,4,4,0,0,1,0,2,3,2,0,0,0,0,2,1,0,14,6,7,2,0,7,2,0,0,0,5,4,3,0,0
Riley Sheahan,C,F,17,2,0,2,4,11,27,43,9,-13,-2,180,128,58,55,4,67,74,16,16,1,1,199.4,1.05,23,54.16248746,51.45436309,105.6168506,38.51554664,42.42728185,80.94282849,27.68304915,31.29388164,9,7,25,92,6,104,8,141,171,88,84,21,3,1,8,15,1,2,4,0,3,10,8,0,1,1,0,4,3,1,22,8,9,0,0,16,7,9,1,1,5,2,2,0,1
Rob Klinkhammer,L,F,8,1,0,0,1,7,9,16,-8,-11,-3,60,39,17,19,1,1,0,33,5,2,1,83.5,0.725,29,43.11377246,48.86227545,91.9760479,28.0239521,35.92814371,63.95209581,21.55688623,29.46107784,5,4,6,30,1,41,4,50,68,23,33,8,1,0,2,4,0,1,0,0,4,3,1,0,1,0,0,0,0,0,15,2,9,0,0,1,0,1,0,0,0,0,0,0,0
Rob Scuderi,D,D,20,0,1,1,2,0,8,27,-38,-18,-1,193,153,73,58,15,0,0,5,17,0,2,236.3,3,36,49.00550148,58.65425307,107.6597545,38.84892086,43.41938214,82.268303,28.69234025,32.50105798,8,3,16,113,8,128,9,171,231,97,115,23,0,1,2,13,0,0,3,0,9,5,9,0,0,0,0,0,0,0,12,3,3,0,0,14,4,7,1,1,7,3,3,0,0
Robby Fabbri,C,F,11,4,0,1,5,11,21,31,23,17,1,111,84,38,33,0,1,1,10,6,1,3,116.6,0.925,19,57.11835334,45.28301887,102.4013722,43.22469983,34.47684391,77.70154374,36.02058319,29.84562607,4,5,18,70,6,58,5,67,88,54,41,23,3,0,13,17,0,3,0,0,9,8,6,0,1,1,1,2,1,0,13,7,7,0,0,6,4,3,0,0,5,1,3,0,0
Robert Bortuzzo,D,D,7,1,0,0,1,1,2,15,28,29,1,93,79,28,27,5,0,0,14,9,2,0,87.1,1.05,26,64.06429392,44.7761194,108.8404133,54.42020666,34.44316877,88.86337543,37.19862227,24.79908152,3,4,7,54,3,36,2,50,65,47,23,12,1,0,1,5,0,1,0,0,4,7,1,0,0,0,1,0,0,0,8,1,4,0,0,4,4,4,1,0,0,0,0,0,0
Rocco Grimaldi,RC,F,5,1,0,0,1,1,4,13,11,8,-1,53,43,20,15,0,12,9,5,3,0,1,58.3,0.925,22,54.54545455,43.22469983,97.77015437,44.25385935,36.02058319,80.27444254,34.99142367,31.90394511,2,0,10,34,1,31,2,35,42,23,26,3,1,0,3,2,1,1,1,0,2,1,0,0,1,0,0,1,1,0,11,3,7,1,0,1,0,0,0,0,2,0,1,0,0
Roman Josi,D,D,12,1,1,0,2,4,9,38,21,23,0,241,179,84,84,19,0,0,3,19,3,1,228.4,4,25,63.30998249,57.79334501,121.1033275,47.02276708,40.98073555,88.00350263,32.57443082,29.9474606,14,4,19,124,7,114,7,156,220,100,86,30,0,2,3,14,0,0,2,0,16,10,4,0,0,0,0,0,0,0,31,4,15,0,2,19,7,7,0,0,8,2,7,0,2
Roman Polak,D,D,22,0,5,1,6,3,13,47,-15,-42,5,296,203,99,97,21,0,0,74,30,6,3,340.6,3.1,29,52.14327657,54.78567234,106.9289489,35.76042278,43.15913095,78.91955373,24.48620082,30.65179096,17,9,21,139,12,174,7,245,311,144,152,39,0,6,2,16,0,0,1,0,21,10,8,0,0,0,0,0,0,0,23,8,12,2,4,14,3,8,1,2,6,3,4,0,0
Ron Hainsey,D,D,15,0,1,1,2,1,4,44,31,11,-9,247,186,82,76,16,0,0,18,19,2,1,271.5,3,34,54.58563536,47.73480663,102.320442,41.10497238,38.67403315,79.77900552,27.62430939,25.85635359,9,9,26,125,4,117,13,175,216,98,105,39,0,0,2,18,1,0,5,0,21,10,8,0,0,0,0,0,0,0,19,1,5,0,0,23,3,15,1,0,11,6,8,0,0
Ronalds Kenins,L,F,2,0,0,0,0,0,0,2,-13,-11,-1,7,5,3,4,0,0,1,7,3,1,0,18.3,0.6,24,22.95081967,65.57377049,88.52459016,16.39344262,52.45901639,68.85245902,13.1147541,36.06557377,0,1,1,4,0,11,1,16,20,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Callahan,R,F,33,3,3,1,7,30,73,113,15,24,-3,386,293,152,135,25,2,2,76,30,4,7,423.8,6.4,30,54.64841907,52.52477584,107.1731949,41.48183105,38.08400189,79.56583294,28.8815479,27.18263332,19,27,64,204,11,192,14,269,371,192,196,69,3,3,23,47,2,3,4,0,28,20,21,0,1,2,0,3,3,0,51,20,25,0,2,23,7,13,0,1,12,4,3,0,0
Ryan Carter,C,F,11,0,0,0,0,2,8,21,-26,-14,-2,67,50,15,33,6,2,0,17,5,1,1,92.8,0.625,32,43.31896552,60.12931034,103.4482759,32.32758621,41.37931034,73.70689655,22.62931034,30.38793103,6,2,13,35,0,47,2,64,93,21,41,13,0,0,4,9,0,0,0,0,11,1,1,0,0,0,0,0,0,0,6,1,4,1,0,4,0,2,1,0,0,0,0,0,0
Ryan Ellis,D,D,11,1,1,0,2,2,3,24,21,5,1,161,111,57,51,6,0,0,5,11,3,4,184.4,2,24,52.38611714,45.55314534,97.93926247,36.11713666,34.49023861,70.60737527,27.65726681,26.35574837,9,4,10,85,7,81,6,106,140,66,60,23,1,0,1,10,0,1,1,0,14,7,2,0,1,0,0,0,0,0,9,2,4,0,0,12,4,6,0,0,4,0,1,0,0
Ryan Garbutt,RL,F,39,2,3,0,5,25,64,117,18,28,-7,379,292,104,146,10,0,1,88,79,10,6,411.1,1.8,30,55.31500851,52.68791048,108.002919,42.61736804,38.5307711,81.14813914,29.91972756,29.48187789,15,27,73,205,7,202,14,264,361,176,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Getzlaf,C,F,8,0,2,0,2,3,8,23,26,20,-1,112,83,46,37,6,50,52,12,5,2,1,115.2,9.25,30,58.33333333,44.79166667,103.125,43.22916667,32.8125,76.04166667,30.72916667,26.04166667,8,7,8,59,3,50,4,63,86,44,47,18,0,1,8,6,0,0,0,0,12,4,2,0,0,0,0,1,0,0,24,6,12,0,1,10,3,3,0,0,4,1,2,0,0
Ryan Hartman,R,F,2,0,1,0,1,1,3,6,-9,-6,-1,17,12,12,2,2,0,3,5,6,0,0,17.6,0.925,20,57.95454545,88.63636364,146.5909091,40.90909091,61.36363636,102.2727273,30.68181818,57.95454545,3,2,1,9,1,17,2,18,26,8,17,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Ryan Johansen,C,F,15,1,4,2,7,9,25,42,7,4,-1,193,146,62,67,4,91,99,25,9,0,1,203.5,3,23,56.9041769,54.84029484,111.7444717,43.04668305,41.86732187,84.91400491,31.54791155,30.36855037,9,11,21,107,9,103,10,142,186,92,94,29,1,4,15,16,1,1,1,0,19,7,3,0,1,0,0,4,3,0,36,18,18,1,3,17,8,12,0,1,6,4,2,0,0
Ryan Kesler,C,F,9,1,1,1,3,13,21,33,50,46,2,143,109,38,58,6,92,54,11,9,1,2,135.7,5,31,63.22770818,41.12011791,104.3478261,48.19454679,27.85556374,76.05011054,34.92999263,21.22328666,7,8,17,79,4,48,2,63,93,59,33,20,1,1,10,11,1,0,1,0,7,4,9,0,0,0,0,4,3,1,20,9,11,1,1,8,2,4,1,0,5,2,4,0,0
Ryan McDonagh,D,D,14,1,2,0,3,2,8,31,-25,-3,10,186,145,63,87,15,0,0,16,22,2,2,235.1,4.5,26,47.46916206,53.84942578,101.3185878,37.00552956,37.77116121,74.77669077,29.60442365,27.56273926,7,4,19,116,16,108,6,148,211,84,93,18,1,1,2,9,1,1,0,0,8,8,2,0,0,1,0,0,0,0,13,4,7,0,1,11,5,6,0,0,5,0,2,0,0
Ryan Murphy,D,D,10,0,1,1,2,1,4,27,25,11,-1,139,97,43,36,6,0,0,9,8,1,2,154.5,0.833,22,53.98058252,44.27184466,98.25242718,37.66990291,33.39805825,71.06796117,26.40776699,21.74757282,10,5,12,68,6,56,7,86,114,59,66,23,0,2,0,10,0,0,0,0,10,10,3,0,0,0,0,0,0,0,18,2,9,0,1,11,4,7,0,1,3,0,2,0,0
Ryan Murray,D,D,14,1,0,0,1,1,9,18,-28,-21,-1,188,135,67,88,21,0,0,6,14,1,1,222.4,0.833,21,50.71942446,58.27338129,108.9928058,36.42086331,42.08633094,78.50719424,28.05755396,29.94604317,9,1,7,104,10,111,11,156,216,99,102,11,1,0,2,5,0,1,1,0,4,5,2,0,0,0,1,0,0,0,27,6,14,0,0,11,4,7,0,0,7,0,4,0,0
Ryan Nugent-Hopkins,C,F,18,2,0,1,3,8,28,52,-7,-17,-8,255,169,79,74,8,94,131,6,15,4,0,273.4,6,22,55.9619605,57.49817118,113.4601317,37.088515,40.81931236,77.90782736,27.43233358,33.35771763,20,10,20,125,8,152,16,186,262,112,122,32,1,1,12,14,0,0,3,0,16,12,4,0,0,0,0,4,3,1,45,14,22,0,1,30,5,13,0,0,11,2,7,0,0
Ryan O'Reilly,C,F,14,4,0,2,6,11,26,36,19,4,-2,195,145,71,67,4,130,88,4,5,1,2,210.9,0,24,55.47652916,50.07112376,105.5476529,41.25177809,40.11379801,81.3655761,30.44096728,29.3029872,2,8,22,107,9,103,11,141,176,99,97,22,3,2,14,15,0,3,0,0,11,5,6,0,1,1,1,2,1,0,57,18,21,1,0,23,5,15,0,2,11,4,5,0,0
Ryan Reaves,R,F,9,1,0,0,1,1,1,3,-17,-9,-2,40,26,13,22,2,0,0,37,6,1,0,74.5,1.125,28,32.2147651,45.90604027,78.12080537,20.93959732,28.18791946,49.12751678,17.71812081,22.55033557,0,0,2,22,1,28,3,35,57,15,26,5,1,0,4,2,1,1,0,0,3,1,1,0,1,0,0,0,0,0,11,5,3,0,0,1,1,0,0,0,1,0,1,0,0
Ryan Spooner,CL,F,21,2,3,1,6,7,22,37,-55,-46,-3,187,149,91,64,3,77,106,15,17,3,1,240.8,0.8,23,46.59468439,60.29900332,106.8936877,37.12624585,48.58803987,85.71428571,28.40531561,32.64119601,8,4,23,114,10,131,13,195,242,94,122,12,1,2,4,8,0,0,0,0,8,2,2,0,0,0,0,1,1,1,29,9,14,1,1,15,4,6,0,1,4,1,3,0,0
Ryan Strome,RC,F,5,0,1,0,1,2,6,9,11,21,2,63,51,33,16,2,0,3,9,1,0,0,61.4,0.833,22,61.56351792,50.81433225,112.3778502,49.83713355,29.31596091,79.15309446,35.17915309,23.45276873,1,3,5,36,3,24,1,30,52,34,20,8,0,1,4,3,0,0,0,0,6,0,2,0,0,0,0,0,0,0,11,2,6,0,1,5,1,1,0,0,3,2,1,0,0
Ryan Suter,D,D,12,1,0,1,2,3,9,41,38,28,4,266,201,100,81,10,0,0,11,8,2,0,266.2,9,30,59.95492111,51.38993238,111.3448535,45.30428249,38.99323817,84.29752066,33.5837716,26.59654395,11,6,23,149,9,118,5,173,228,121,102,40,1,1,1,19,0,1,2,1,22,14,3,1,0,0,0,0,0,0,35,10,21,0,0,24,12,12,4,1,3,1,3,0,0
Ryan White,CR,F,9,0,0,1,1,5,9,21,-10,-2,0,71,54,25,22,4,20,11,25,14,2,1,94.9,0.8,27,44.88935722,51.2118019,96.10115911,34.14120126,35.4056902,69.54689146,24.65753425,25.28977871,7,3,11,39,2,40,2,56,81,29,44,12,0,0,4,4,0,0,1,0,5,7,0,0,0,0,0,2,1,0,12,3,2,0,0,3,0,0,0,0,0,0,0,0,0
Sam Bennett,C,F,13,1,1,0,2,13,22,30,-24,-15,-5,148,104,45,47,3,8,9,16,12,1,4,173.9,0.925,19,51.06382979,59.34445083,110.4082806,35.8826912,41.05807936,76.94077056,25.18688902,26.22196665,8,6,15,73,3,76,8,119,172,71,77,18,1,1,10,9,0,1,2,0,10,5,3,0,1,0,0,4,2,0,20,11,7,0,1,10,3,5,0,0,5,3,3,0,1
Sam Gagner,C,F,7,0,1,0,1,3,7,11,-19,-22,-1,58,41,9,14,2,1,13,0,6,0,0,63.5,5,26,54.80314961,72.75590551,127.5590551,38.74015748,59.52755906,98.26771654,21.73228346,43.46456693,0,5,6,23,1,46,2,63,77,31,40,5,0,0,1,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,6,2,0,0,0,5,3,1,1,0,1,0,0,0,0
Sam Reinhart,CR,F,13,4,3,1,8,14,20,30,7,2,5,152,112,52,61,5,7,13,4,19,0,0,169.6,0.925,19,53.77358491,51.29716981,105.0707547,39.62264151,38.91509434,78.53773585,30.77830189,27.94811321,6,4,16,87,10,79,5,110,145,71,70,23,3,2,14,16,0,2,2,1,6,8,8,0,1,1,0,2,1,1,27,12,16,0,1,13,5,5,1,1,6,3,4,0,0
Sami Vatanen,D,D,9,0,0,0,0,0,3,17,27,16,-1,134,96,50,45,6,0,0,13,13,1,2,146.9,1.275,24,54.7311096,43.70319946,98.43430905,39.21034717,32.67528931,71.88563649,25.32334922,24.09802587,5,3,9,62,3,59,4,80,107,57,52,13,0,0,2,4,1,0,0,0,6,4,3,0,0,0,0,0,0,0,14,3,6,0,0,9,4,1,1,0,3,1,0,0,0
Scott Gomez,C,F,7,1,1,0,2,2,3,7,8,9,-1,69,60,26,10,0,26,27,0,0,0,0,68.8,0,35,60.1744186,53.19767442,113.372093,52.3255814,44.47674419,96.80232558,40.98837209,38.37209302,2,2,2,47,2,44,3,51,61,43,32,4,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,27,14,16,1,1,3,0,1,0,0,3,1,0,0,0
Scott Harrington,D,D,9,0,0,0,0,0,6,18,7,7,-1,96,73,36,29,10,0,0,14,18,1,0,109,0.575,22,52.8440367,48.99082569,101.8348624,40.18348624,36.33027523,76.51376147,25.32110092,26.97247706,9,4,5,46,1,49,2,66,89,54,36,14,0,0,0,3,0,0,0,0,8,4,2,0,0,0,0,0,0,0,6,0,1,0,0,2,2,1,0,0,1,1,1,1,0
Scott Hartnell,L,F,14,4,2,1,7,5,16,34,35,25,-4,168,129,53,57,4,0,0,26,9,3,3,166.4,5,33,60.57692308,47.95673077,108.5336538,46.51442308,37.5,84.01442308,36.41826923,29.20673077,5,3,22,101,10,81,14,104,133,89,72,25,2,2,10,17,0,2,3,0,11,6,8,0,1,1,0,2,1,0,27,4,13,0,1,10,5,6,0,1,8,4,5,0,0
Scott Laughton,C,F,8,1,1,0,2,4,10,15,-14,-11,-1,54,40,21,15,3,13,36,9,9,3,1,75.6,0.925,21,42.85714286,53.96825397,96.82539683,31.74603175,40.47619048,72.22222222,22.22222222,30.15873016,1,4,9,28,2,38,3,51,68,25,38,8,1,1,2,2,0,1,0,0,4,2,2,0,1,0,0,0,0,0,4,2,2,0,1,5,0,1,0,0,0,0,0,0,0
Scott Wilson,LC,F,1,0,0,0,0,0,0,0,-7,-3,-1,2,2,0,0,0,0,0,1,1,0,0,8.1,0.667,23,14.81481481,66.66666667,81.48148148,14.81481481,37.03703704,51.85185185,14.81481481,7.407407407,0,0,0,2,0,1,1,5,9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Scottie Upshall,RL,F,13,0,1,0,1,9,21,39,26,31,1,135,109,36,67,5,5,8,16,13,2,4,140.9,0.7,31,57.48757984,46.4158978,103.9034776,46.4158978,33.21504613,79.63094393,34.49254791,25.97586941,9,8,22,81,4,61,3,78,109,64,45,25,0,1,14,11,0,0,3,0,15,9,1,0,0,0,0,4,3,0,24,9,15,1,1,11,5,4,0,0,1,0,1,0,0
Sean Collins,L,F,2,0,0,0,0,0,1,1,-1,-1,-1,11,7,5,6,2,0,0,0,0,1,2,15.8,0.575,26,41.7721519,45.56962025,87.34177215,26.58227848,30.37974684,56.96202532,11.39240506,22.78481013,0,1,0,3,0,6,1,8,12,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Sean Couturier,C,F,7,1,0,2,3,5,8,10,-9,-13,-3,74,56,23,25,4,42,43,6,9,0,1,90.9,2,22,48.84488449,54.78547855,103.630363,36.96369637,45.54455446,82.50825083,27.06270627,29.7029703,2,2,5,41,3,45,6,69,83,36,34,7,1,0,3,3,0,0,0,0,3,0,4,0,0,0,0,1,1,1,16,5,9,0,0,5,0,0,0,0,2,1,0,0,0
Sean Monahan,C,F,14,3,0,3,6,12,30,42,-29,-23,-4,178,127,96,80,8,128,105,5,9,1,0,200.8,0.925,20,53.187251,61.85258964,115.0398406,37.94820717,44.82071713,82.7689243,28.98406375,34.3625498,11,8,20,97,10,115,14,150,207,97,120,35,3,2,18,15,0,2,4,0,10,20,5,0,1,0,1,4,2,1,33,12,14,4,1,28,12,14,1,1,8,2,4,0,1
Sergei Plotnikov,F,F,7,0,0,0,0,1,6,8,1,4,-1,58,47,22,26,2,1,1,12,11,2,0,67.7,0.925,25,51.40324963,50.51698671,101.9202363,41.65435746,38.10930576,79.76366322,29.24667651,25.70162482,2,3,3,33,1,29,2,43,57,36,29,4,0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,1,0,0,13,6,7,0,0,6,2,4,0,0,1,0,0,0,0
