Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,NYR,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
2,2:08,5v5,N.J,21,w,14,,,ol,,,,,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,20,21,36,8,18,30,,14,21,64,5,6,35
2,1:25,5v5,N.J,8,o,16,20,6,opl,nc,nc,,y,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,10,16,36,8,18,30,,12,16,20,2,8,35
2,0:52,5v4,NYR,93,s,16,20,16,opr,or,or,,y,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,16,20,21,36,93,30,,14,19,5,6,35,0
2,0:14,5v4,NYR,16,w,36,16,20,oc,opr,or,y,y,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,16,20,21,36,93,30,,14,19,5,6,35,0
3,19:27,5v4,NYR,16,s,93,16,20,oc,opr,oelr,,,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,16,20,21,36,93,30,,14,19,5,6,35,0
3,18:02,5v5,N.J,44,s,20,,,opl,,,,,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,10,16,19,5,18,30,,16,64,20,8,44,35
3,16:33,5v5,N.J,21,w,6,,,dl,,,,,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,20,21,25,22,93,30,,19,21,20,6,8,35
3,16:24,5v5,NYR,25,w,20,25,,ol,dr,,,y,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,20,13,25,6,93,30,,19,20,22,6,8,35
3,15:23,5v5,NYR,10,w,16,,,oc,,,,,,y,,,,1,35,790,2/8/2016,NYR,N.J,,,,10,16,19,6,18,30,,12,48,11,2,39,35
3,14:16,5v5,N.J,21,w,6,,,dl,,,,,,,,,,2,30,790,2/8/2016,NYR,N.J,,,,20,21,36,5,93,30,,14,21,64,5,6,35
3,13:58,5v5,NYR,36,s,20,,,nc,,,,y,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,20,21,36,5,93,30,,14,21,64,5,6,35
3,13:54,5v5,NYR,36,o,5,21,,ol,of,,y,,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,20,21,36,5,93,30,,14,21,64,5,6,35
3,13:11,5v5,N.J,44,w,8,20,19,opr,opr,of,,,,,,,,2,30,790,2/8/2016,NYR,N.J,,,,24,13,25,5,93,30,,19,51,20,8,44,35
3,12:25,5v5,N.J,2,w,51,19,51,oc,or,nr,,,,,,,,2,30,790,2/8/2016,NYR,N.J,,,,10,13,19,8,18,30,,19,20,23,2,39,35
3,12:00,5v5,NYR,12,t,6,15,,or,opr,,y,,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,28,12,15,6,22,30,,48,11,23,2,39,35
3,9:57,5v5,NYR,20,s,36,,,dr,,,,,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,20,36,13,5,18,30,,12,19,20,2,8,35
3,8:36,5v5,NYR,18,o,21,20,36,opl,or,dl,,,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,20,21,36,8,18,30,,14,21,64,5,6,35
3,7:37,5v5,NYR,24,w,22,,,dl,,,,y,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,24,13,25,6,22,30,,11,22,23,2,39,35
3,6:48,5v5,NYR,19,t,8,16,,or,opr,,y,,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,10,16,19,8,18,30,,14,64,20,5,6,35
3,6:12,5v5,N.J,6,o,20,,,oc,,,y,,,,,,,2,30,790,2/8/2016,NYR,N.J,,,,10,16,19,8,18,30,,14,64,20,5,6,35
3,6:02,5v5,N.J,5,s,20,6,64,opl,ol,opr,,y,,,,,,2,30,790,2/8/2016,NYR,N.J,,,,10,16,19,8,18,30,,14,64,20,5,6,35
3,5:54,5v5,N.J,64,w,14,6,20,orrl,ol,opl,,,,,,,,2,30,790,2/8/2016,NYR,N.J,,,,10,16,19,8,18,30,,14,64,20,5,6,35
3,5:30,5v5,N.J,6,s,64,6,5,opl,ol,opr,y,y,,,,,,2,30,790,2/8/2016,NYR,N.J,,,,10,16,19,8,18,30,,14,64,20,5,6,35
3,5:06,5v5,NYR,18,w,21,,,nr,,,,y,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,20,21,36,8,18,30,,12,19,21,2,8,35
3,4:02,5v5,NYR,25,w,24,,,dl,,,,,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,24,13,25,6,93,30,,51,11,23,5,44,35
3,2:35,5v4,NYR,20,t,93,21,,or,ofp,,y,y,,,,,,2,35,790,2/8/2016,NYR,N.J,,,,20,21,36,5,93,30,,16,19,2,8,35,0
3,2:18,4v5,N.J,19,w,14,19,,orrl,dc,,y,y,2 on 1,y,,,,2,30,790,2/8/2016,NYR,N.J,,,,20,21,36,5,93,30,,14,19,2,8,35,0
3,2:08,4v5,N.J,20,w,2,,,dsl,,,,y,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,10,16,13,22,93,30,,16,20,2,8,35,0
3,1:51,5v4,NYR,22,s,10,22,10,opl,ol,opl,,y,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,10,16,13,22,93,30,,14,19,2,5,35,0
3,0:53,5v5,N.J,2,w,20,,,opr,,,,,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,10,21,36,5,18,30,,21,64,20,2,8,0
3,0:17,6v5,N.J,2,s,8,,,opr,,,,,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,10,21,36,5,18,30,,14,19,21,20,2,8
1,19:25,5v5,N.J,51,b,19,,,oc,,,y,,,,,,,0,30,20745,2/2/2016,N.J,NYR,35,30,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:29,5v5,NYR,16,w,8,93,,dr,dc,,,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,1,32,,10,16,19,8,18,30,,14,64,20,28,39,35
1,17:43,5v5,NYR,25,w,24,22,,oelpc,or,,y,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,24,13,25,18,22,30,,12,16,48,28,39,35
1,17:33,5v5,NYR,22,o,24,,,orrr,,,y,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,24,13,25,18,22,30,,12,16,48,28,39,35
1,17:00,5v5,N.J,11,o,44,,,oelc,,,y,y,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,28,12,15,22,93,30,,11,22,23,8,44,35
1,16:31,5v5,NYR,20,w,21,,,dsr,,,,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,20,21,36,5,27,30,,19,21,51,5,6,35
1,16:09,4v5,N.J,14,w,20,,,orrr,,,y,,2 on 1,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,16,20,21,36,27,30,,14,20,6,8,35,0
1,13:49,5v5,N.J,44,w,5,19,,oc,oelpr,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,28,12,15,8,18,30,,19,21,51,5,44,35
1,13:45,5v5,N.J,5,w,44,,,opc,,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,28,12,15,8,18,30,,19,21,51,5,44,35
1,12:55,5v5,NYR,5,o,16,19,,opr,or,,,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,10,16,19,5,27,30,,12,16,48,5,6,35
1,12:14,5v5,NYR,20,t,93,21,,ol,opl,,y,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,20,21,36,8,93,30,,14,64,20,6,8,35
1,10:25,5v5,N.J,48,b,12,,,nr,,,,y,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,28,12,15,5,27,30,,12,16,48,28,39,35
1,9:14,5v5,NYR,20,w,36,,,nr,,,y,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,20,21,36,5,27,30,,19,21,51,5,6,35
1,8:07,5v5,N.J,22,s,8,,,dl,,,,y,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,24,13,25,18,22,30,,11,22,23,8,44,35
1,7:10,5v5,NYR,10,w,15,,,or,,,y,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,10,28,15,8,93,30,,12,14,48,5,6,35
1,6:42,5v5,N.J,44,o,20,,,opl,,,,y,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,10,16,19,8,93,30,,14,64,20,8,44,35
1,6:38,5v5,N.J,20,o,64,,,or,,,y,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,10,16,19,8,93,30,,14,64,20,8,44,35
1,6:30,5v5,NYR,10,o,16,,,orrc,,,y,y,2 on 1,y,,,,0,35,20745,2/2/2016,N.J,NYR,,,,10,16,19,5,27,30,,14,64,20,8,44,35
1,5:45,5v5,N.J,23,w,11,,,of,,,y,,,,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,20,24,13,22,27,30,,11,22,23,28,39,35
1,3:40,5v5,N.J,28,s,64,,,opr,,,,y,,,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,28,12,15,5,27,30,,14,64,20,28,39,35
1,3:11,5v5,N.J,28,w,20,,,opl,,,,y,,,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,20,21,36,22,27,30,,16,64,20,6,28,35
1,2:58,5v5,N.J,21,w,6,,,oc,,,,y,,,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,20,21,36,8,93,30,,19,21,51,5,6,35
1,1:24,5v5,N.J,19,w,6,5,,dl,dc,,,y,,,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,28,12,15,8,18,30,,19,21,51,28,39,35
1,1:02,5v5,N.J,39,s,28,19,,oc,or,,,,,,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,0:03,5v4,N.J,44,w,16,,,of,,,,y,,,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,28,19,8,18,30,0,,16,19,21,64,44,35
2,19:32,5v4,N.J,8,o,21,8,21,opl,oc,oc,,,,,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,28,19,5,27,30,0,,16,19,21,64,8,35
2,19:19,5v4,N.J,21,o,64,16,21,oelc,or,or,y,y,,,19,y,,-1,30,20745,2/2/2016,N.J,NYR,,,,28,19,5,27,30,0,,16,19,21,64,8,35
2,18:27,5v4,N.J,44,o,14,48,44,opc,ol,or,,y,,,20,y,y,-1,30,20745,2/2/2016,N.J,NYR,,,,12,25,8,18,30,0,,12,14,48,20,44,35
2,16:31,5v5,NYR,20,s,36,,,nr,,,,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,20,21,36,5,27,30,,14,64,20,5,6,35
2,16:11,5v5,N.J,14,w,64,,,or,,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,24,13,25,5,18,30,,14,64,20,8,44,35
2,13:21,5v5,N.J,5,w,6,14,,ol,opl,,,y,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,10,16,19,5,27,30,,14,64,20,5,6,35
2,11:39,5v4,NYR,36,w,27,16,,ol,of,,,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,16,20,21,36,27,30,,14,19,5,6,35,0
2,10:59,5v4,NYR,27,s,21,36,16,ol,opr,or,,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,16,20,21,36,27,30,,14,19,5,6,35,0
2,10:51,5v4,NYR,21,o,27,20,36,oc,oelpc,or,y,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,16,20,21,36,27,30,,14,19,5,6,35,0
2,8:49,5v4,NYR,36,o,16,21,27,orrc,ol,ol,y,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,16,20,21,36,27,30,,14,19,5,6,35,0
2,7:42,5v4,NYR,20,t,27,21,,oc,opl,,y,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,16,20,21,13,27,30,,11,20,8,39,35,0
2,7:06,5v4,NYR,93,w,22,24,10,or,opr,ol,,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,6:38,5v5,NYR,24,w,10,,,ol,,,,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,10,24,28,8,93,30,,19,21,51,6,44,35
2,6:34,5v5,NYR,18,w,12,28,,opl,of,,,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,28,12,15,8,18,30,,11,22,23,8,44,35
2,6:30,5v5,NYR,93,s,28,,,of,,,,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,28,12,15,8,18,30,,11,22,23,8,44,35
2,5:46,5v5,NYR,20,w,5,,,dc,,,,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,20,21,36,5,27,30,,19,21,51,5,6,35
2,4:37,5v5,N.J,8,s,16,,,of,,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,10,16,19,8,18,30,,12,16,48,8,39,35
2,4:21,5v5,N.J,39,w,8,48,,oc,opr,,,y,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,10,16,19,8,18,30,,12,16,48,8,39,35
2,2:30,5v5,N.J,39,w,22,8,,opl,ol,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,28,12,15,22,93,30,,11,22,23,8,39,35
2,0:08,5v5,N.J,64,o,20,14,,oc,nc,,y,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,20,21,36,8,18,30,,14,64,20,5,39,35
3,19:31,5v5,N.J,21,o,51,6,,oelc,ol,,y,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,19:20,5v5,NYR,21,o,20,21,20,ol,nc,dl,y,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,20,21,36,8,93,30,,19,21,51,5,6,35
3,18:00,5v5,NYR,93,s,10,93,10,oc,or,opr,,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,10,16,19,22,93,30,,12,16,48,8,44,35
3,17:55,5v5,NYR,10,o,93,,,oc,,,,y,,y,,,,0,35,20745,2/2/2016,N.J,NYR,,,,10,16,19,22,93,30,,12,16,48,8,44,35
3,17:12,5v5,N.J,28,w,64,,,opr,,,,,,,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,16:48,5v5,N.J,64,w,6,28,,nl,dc,,,y,,y,,,,-1,30,20745,2/2/2016,N.J,NYR,,,,20,21,36,5,27,30,,14,64,20,5,6,35
3,16:12,5v5,N.J,44,w,8,,,opr,,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:42,5v5,NYR,20,b,5,,,dsc,,,,y,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,20,21,36,5,27,30,,19,21,51,5,6,35
3,15:34,5v5,NYR,36,w,21,,,ol,,,,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,20,21,36,5,27,30,,19,21,51,5,6,35
3,14:48,5v5,N.J,14,o,20,,,ol,,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,10,16,19,18,22,30,,14,64,20,8,39,35
3,13:53,5v5,N.J,12,w,16,,,of,,,y,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,12:33,5v5,NYR,16,w,10,,,oelc,,,,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,10,16,19,8,18,30,,14,64,20,28,39,35
3,12:09,5v5,NYR,5,w,27,21,20,oc,opl,oc,,,,,,,,0,35,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,11:09,5v5,N.J,23,w,11,22,,opl,dl,,,y,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,28,12,15,8,93,30,,11,22,23,8,44,35
3,10:44,6v5,N.J,6,o,16,6,16,oc,oc,opl,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,21,24,25,18,22,30,,12,14,16,48,5,6
3,10:40,5v4,N.J,8,s,21,16,,oc,of,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,21,24,25,18,22,30,,12,14,16,48,5,6
3,10:13,5v4,N.J,21,o,64,21,,oc,dl,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:00,5v4,N.J,44,w,48,44,14,opl,oc,opc,,y,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,28,25,8,18,30,0,,12,14,48,20,44,35
3,8:56,5v4,N.J,44,w,14,,,of,,,,,,,,,,0,30,20745,2/2/2016,N.J,NYR,,,,28,25,8,18,30,0,,12,14,48,20,44,35
3,7:50,5v4,NYR,16,o,21,,,orrc,,,y,,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,16,20,21,36,93,30,,14,19,6,8,35,0
3,7:39,5v4,NYR,20,w,36,93,21,or,ol,opl,y,y,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,16,20,21,36,93,30,,14,19,6,8,35,0
3,7:01,5v4,NYR,10,w,36,10,22,oelc,or,oc,,,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,6:37,5v4,NYR,27,w,24,10,22,or,or,nc,y,,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,10,24,13,22,27,30,,14,16,28,39,35,0
3,6:33,5v4,NYR,24,o,10,,,or,,,y,,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,10,24,13,22,27,30,,14,16,28,39,35,0
3,6:23,5v4,NYR,22,o,27,10,27,oc,opr,oc,y,y,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,10,24,13,22,27,30,,14,16,28,39,35,0
3,6:04,5v4,NYR,19,w,13,27,,nl,dc,,,y,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,13,19,25,8,27,30,,19,20,6,8,35,0
3,4:51,5v5,N.J,23,s,22,8,35,dl,dl,dc,,y,,,,,,1,30,20745,2/2/2016,N.J,NYR,,,,20,21,36,5,93,30,,11,22,23,5,6,35
3,4:09,5v5,NYR,22,w,10,93,5,orrl,dc,dr,y,y,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,10,16,19,22,27,30,,16,48,64,6,39,35
3,2:24,5v5,NYR,93,w,36,5,,nc,dr,,,,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,20,21,36,22,93,30,,19,21,51,5,6,35
3,1:12,5v5,N.J,21,o,19,5,6,or,or,ol,y,,,,,,,1,30,20745,2/2/2016,N.J,NYR,,,,10,16,19,5,27,30,,19,21,51,5,6,35
3,0:47,6v5,NYR,13,o,22,,,oell,,,,y,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,10,16,36,13,22,93,,14,21,51,5,6,35
3,0:41,6v5,NYR,93,o,13,10,,opl,oelc,,,y,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,10,16,36,13,22,93,,14,21,11,5,6,35
3,0:16,6v5,NYR,36,w,16,,,oc,,,,,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,0:05,6v5,NYR,27,w,93,,,or,,,,,,,,,,1,35,20745,2/2/2016,N.J,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,19:46,5v5,BUF,9,b,90,9,55,oell,ol,nr,y,y,,,,,,0,30,20726,1/25/2016,NYR,BUF,30,31,,20,21,36,5,27,30,,90,9,88,47,55,31
1,19:38,5v5,NYR,20,w,5,21,,dsr,dfr,,,,,,,,,0,31,20726,1/25/2016,NYR,BUF,32,40,,20,21,36,5,27,30,,90,9,88,47,55,31
1,18:41,5v5,NYR,19,w,8,,,or,,,,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,10,16,19,8,18,30,,12,22,82,3,6,31
1,18:30,5v5,NYR,24,w,13,25,,orrc,oc,,y,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,24,13,25,6,93,30,,12,22,82,29,46,31
1,16:53,5v4,NYR,10,t,27,,,ol,,,y,y,,,10,,,0,31,20726,1/25/2016,NYR,BUF,,,,10,24,13,27,93,30,,12,9,29,47,31,0
1,14:13,5v5,NYR,6,w,20,36,,opr,oc,,,y,,,36,y,,0,31,20726,1/25/2016,NYR,BUF,,,,16,20,36,6,27,30,,90,9,88,3,46,31
1,14:02,5v5,NYR,6,w,93,16,,oc,opr,,,y,,y,,,,0,31,20726,1/25/2016,NYR,BUF,,,,10,16,19,6,93,30,,12,22,82,47,55,31
1,11:28,5v5,NYR,20,t,5,27,21,oc,oc,opr,y,,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,5,27,30,,90,9,88,47,55,31
1,10:40,5v5,NYR,18,s,19,16,,opl,oc,,,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,10,16,19,8,18,30,,15,28,26,47,55,31
1,9:56,5v5,BUF,6,w,12,,,oelrrc,,,,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,24,13,25,6,93,30,,12,22,82,3,6,31
1,8:58,5v5,NYR,27,s,5,15,,or,oelpc,,,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,28,12,15,5,27,30,,90,9,88,47,55,31
1,8:02,5v5,BUF,15,w,26,15,,nl,nl,,,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,10,21,36,8,18,30,,15,17,26,47,55,31
1,6:50,5v5,BUF,46,w,90,,,opr,,,,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,10,16,19,5,27,30,,90,9,88,29,46,31
1,6:16,5v5,BUF,82,w,22,47,,nc,dc,,,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,24,13,25,6,93,30,,12,22,82,47,55,31
1,5:39,5v5,BUF,26,o,15,55,47,ol,dr,dc,y,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,28,12,15,8,18,30,,15,28,26,3,6,31
1,5:24,5v5,BUF,3,w,26,28,15,oell,oc,ol,,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,28,12,15,8,18,30,,15,28,26,3,6,31
1,4:53,5v5,BUF,88,w,9,3,6,nr,dsr,dl,,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,20,21,36,5,27,30,,90,9,88,29,46,31
1,3:47,5v5,BUF,12,t,82,12,47,ol,oc,nc,y,y,,y,,,,1,30,20726,1/25/2016,NYR,BUF,,,,10,16,19,6,93,30,,12,22,82,47,55,31
1,3:24,5v5,BUF,55,w,22,,,opr,,,,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,24,13,25,8,18,30,,12,22,82,47,55,31
1,2:12,5v5,BUF,59,w,17,59,3,or,nr,dc,,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,20,28,36,6,93,30,,17,19,59,3,47,31
1,1:34,5v5,BUF,55,w,88,90,,nl,dl,,,y,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,20,21,36,5,27,30,,90,9,88,47,55,31
