Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Ducks,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,15:43,5v5,ANA,46,t,4,2,17,ol,or,or,y,y,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,17,33,46,2,4,36,,15,12,9,6,46,31
2,14:01,5v5,BUF,26,w,29,26,27,ol,opl,of,,,,,,,,1,36,20466,12/17/2015,BUF,ANA,,,,7,22,26,2,4,36,,28,22,26,29,47,31
2,13:36,5v5,ANA,4,w,22,,,dl,,,,y,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,7,22,26,2,4,36,,28,22,26,29,47,31
2,13:30,5v5,ANA,46,w,17,,,of,,,y,y,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,17,33,46,42,47,36,,15,12,9,6,46,31
2,13:25,5v5,ANA,42,w,47,,,ol,,,,,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,17,33,46,42,47,36,,15,12,9,6,46,31
2,12:14,5v4,BUF,55,s,15,,,opl,,,,y,,,,,,1,36,20466,12/17/2015,BUF,ANA,,,,17,22,3,45,36,0,,15,23,90,88,55,31
2,11:39,5v4,BUF,9,w,12,,,orrr,,,y,,,,,,,1,36,20466,12/17/2015,BUF,ANA,,,,33,26,2,4,36,0,,12,9,26,46,47,31
2,10:45,5v5,ANA,10,w,15,,,of,,,,,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,15,10,67,3,45,36,,28,22,44,47,55,31
2,8:52,5v5,ANA,22,o,26,4,,ol,dc,,,y,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,7,22,26,2,4,36,,15,12,9,29,47,31
2,8:30,5v5,ANA,46,o,33,,,ol,,,y,,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,17,33,46,3,45,36,,15,28,12,29,47,31
2,8:28,5v5,ANA,33,w,17,,,oell,,,y,y,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,17,33,46,3,45,36,,15,28,12,29,47,31
2,8:18,5v5,ANA,45,s,46,,,oc,,,,y,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,17,33,46,3,45,36,,15,28,12,29,47,31
2,7:13,5v5,ANA,45,s,25,,,ol,,,,,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,6:49,5v5,BUF,44,o,17,,,oelc,,,y,y,,,,,,1,36,20466,12/17/2015,BUF,ANA,,,,25,29,19,3,45,36,,17,19,44,29,47,31
2,6:41,5v5,BUF,17,o,19,,,oell,,,y,,,,,,,1,36,20466,12/17/2015,BUF,ANA,,,,25,29,19,3,45,36,,17,19,44,29,47,31
2,6:25,5v5,BUF,29,o,19,44,17,oelrrc,or,or,y,y,,y,,,,1,36,20466,12/17/2015,BUF,ANA,,,,25,29,19,3,45,36,,17,19,44,29,47,31
2,4:30,5v5,ANA,46,w,15,4,,nc,dc,,y,y,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,15,10,46,2,4,36,,23,90,88,29,55,31
2,3:08,5v4,BUF,90,w,15,55,15,orrl,oc,oc,y,y,3 on 2,,,,,2,36,20466,12/17/2015,BUF,ANA,,,,22,33,42,47,36,0,,15,23,90,88,55,31
2,2:59,5v4,BUF,55,o,90,88,90,or,oc,or,,y,,,,,,2,36,20466,12/17/2015,BUF,ANA,,,,22,33,42,47,36,0,,15,23,90,88,55,31
2,1:54,5v5,BUF,9,w,29,47,9,orrr,ol,oelpl,y,y,,,,,,2,36,20466,12/17/2015,BUF,ANA,,,,15,17,26,3,45,36,,12,9,26,47,55,31
2,0:44,5v5,ANA,33,w,15,42,,nc,nr,,,y,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,15,17,33,2,4,36,,23,90,44,4,55,31
3,19:19,5v4,ANA,15,s,45,4,45,oc,ol,or,y,,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,15,10,46,4,45,36,,17,90,4,55,31,0
3,17:52,5v5,ANA,47,b,67,47,,nc,dl,,y,y,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,7,67,26,4,47,36,,15,23,88,4,55,31
3,16:46,5v4,ANA,2,w,47,17,,ol,of,,,,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,17,67,19,2,47,36,,17,90,6,46,31,0
3,15:43,5v4,ANA,45,s,46,,,ol,,,,,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,15,10,46,4,45,36,,28,9,47,55,31,0
3,15:01,5v4,ANA,15,o,4,15,10,oc,ol,oc,,y,,,10,y,,2,31,20466,12/17/2015,BUF,ANA,,,,15,10,26,4,45,36,,28,12,47,55,31,0
3,15:01,5v4,ANA,26,r,,,,,,,,y,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,15,10,26,4,45,36,,28,12,47,55,31,0
3,13:42,5v5,ANA,17,w,19,47,,or,nc,,y,,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,17,33,19,3,47,36,,90,22,44,29,47,31
3,12:51,5v5,ANA,33,w,17,19,44,or,oell,ol,y,,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,17,33,19,3,45,36,,15,12,9,29,47,31
3,11:54,5v5,ANA,46,w,10,46,,nr,nc,,y,y,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,15,10,46,2,4,36,,28,22,26,4,55,31
3,10:40,5v5,ANA,47,w,25,,,ol,,,,y,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,7,25,67,42,47,36,,23,90,88,6,46,31
3,10:12,5v5,ANA,33,s,17,42,47,oc,dc,dl,,y,,,17,y,,2,31,20466,12/17/2015,BUF,ANA,,,,17,33,19,42,47,36,,17,19,44,29,47,31
3,9:07,5v5,ANA,10,w,3,45,,dsl,dr,,y,,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,15,10,46,2,4,36,,15,12,9,4,55,31
3,8:51,5v5,BUF,9,w,15,9,,ol,oell,,y,,,,,,,2,36,20466,12/17/2015,BUF,ANA,,,,15,10,46,2,4,36,,15,12,9,4,55,31
3,7:45,5v5,ANA,33,w,19,,,nc,,,,y,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,17,33,19,3,45,36,,23,90,88,6,46,31
3,7:18,5v5,ANA,3,w,19,,,opl,,,,,,,,,,2,31,20466,12/17/2015,BUF,ANA,,,,17,33,19,3,45,36,,23,90,88,29,47,31
3,6:15,5v5,BUF,4,o,23,,,oelpc,,,,,,,,,,2,36,20466,12/17/2015,BUF,ANA,,,,15,10,46,42,47,36,,23,90,88,4,55,31
3,3:53,5v5,BUF,88,w,15,,,dsr,,,,,,,,,,3,36,20466,12/17/2015,BUF,ANA,,,,22,26,42,47,36,0,,15,23,90,88,47,31
3,3:04,6v5,ANA,22,t,7,2,,or,nr,,y,,,,22,y,,3,31,20466,12/17/2015,BUF,ANA,,,,7,22,2,47,36,0,,12,9,26,44,46,31
3,2:55,6v5,ANA,4,w,45,,,or,,,,,,,,,,3,31,20466,12/17/2015,BUF,ANA,,,,15,17,10,46,4,45,,23,28,90,4,55,31
3,1:48,6v5,ANA,45,w,10,,,or,,,,y,,,,,,3,31,20466,12/17/2015,BUF,ANA,,,,15,10,67,46,4,45,,15,12,9,6,46,31
1,18:13,5v5,ANA,15,s,45,,,dl,,,,y,,,,,,0,1,20486,12/19/2015,N.J,ANA,1,31,,15,10,19,5,45,31,,48,51,26,8,44,1
1,17:59,5v5,ANA,15,w,19,,,or,,,y,,,,,,,0,1,20486,12/19/2015,N.J,ANA,35,36,,15,10,19,5,45,31,,48,51,26,8,44,1
1,17:34,5v5,N.J,19,w,6,,,nl,,,,y,,,,,,0,31,20486,12/19/2015,N.J,ANA,,,,22,25,29,5,45,31,,19,21,15,5,6,1
1,15:53,5v5,ANA,46,w,47,,,dsc,,,,y,,,10,,,0,1,20486,12/19/2015,N.J,ANA,,,,10,67,46,5,45,31,,51,20,13,5,6,1
1,15:45,5v5,ANA,45,s,10,46,,opl,ol,,,,,,,,,0,1,20486,12/19/2015,N.J,ANA,,,,10,67,19,5,45,31,,51,20,13,5,6,1
1,15:32,5v5,ANA,19,w,45,,,nl,,,,y,,,,,,0,1,20486,12/19/2015,N.J,ANA,,,,10,67,19,5,45,31,,51,20,13,5,6,1
1,14:45,5v5,N.J,2,w,28,2,,oc,oc,,,,,,2,y,,0,31,20486,12/19/2015,N.J,ANA,,,,15,10,19,5,45,31,,19,21,15,2,28,1
1,14:29,5v5,N.J,28,b,2,19,15,orrl,oc,oc,y,y,,,,,,0,31,20486,12/19/2015,N.J,ANA,,,,15,10,19,5,45,31,,48,51,26,8,28,1
1,13:01,5v5,ANA,29,w,25,4,,dsl,dc,,,,,,,,,0,1,20486,12/19/2015,N.J,ANA,,,,22,25,29,2,4,31,,9,16,11,8,44,1
1,12:41,5v5,ANA,4,w,29,,,opl,,,,,,,,,,0,1,20486,12/19/2015,N.J,ANA,,,,22,25,29,2,4,31,,9,16,11,8,44,1
1,11:01,5v5,ANA,7,t,4,2,26,ol,or,oelpr,y,,,,,,,-1,1,20486,12/19/2015,N.J,ANA,,,,7,17,26,2,4,31,,19,21,15,5,6,1
1,9:02,5v4,N.J,21,s,8,19,21,oc,or,opr,,,,,,,,-1,31,20486,12/19/2015,N.J,ANA,,,,7,22,4,42,31,0,,16,19,21,51,8,1
1,8:55,5v4,N.J,51,w,19,,,oelc,,,y,y,,,,,,-1,31,20486,12/19/2015,N.J,ANA,,,,7,22,4,42,31,0,,16,19,21,51,8,1
1,8:47,5v4,N.J,51,b,16,51,16,or,oelc,or,y,,,,,,,-1,31,20486,12/19/2015,N.J,ANA,,,,7,22,4,42,31,0,,16,19,21,51,8,1
1,6:04,5v5,ANA,5,w,45,15,10,oc,opl,oelc,,,,,,,,-1,1,20486,12/19/2015,N.J,ANA,,,,15,10,19,5,45,31,,9,16,11,5,6,1
1,4:22,5v5,N.J,48,w,2,51,,dsl,nc,,,y,,,,,,-1,31,20486,12/19/2015,N.J,ANA,,,,22,25,29,2,4,31,,48,51,26,5,6,1
1,4:15,5v5,ANA,4,w,25,29,,nc,dc,,,,,,,,,-1,1,20486,12/19/2015,N.J,ANA,,,,22,25,29,2,4,31,,48,51,26,5,6,1
1,3:24,5v5,ANA,26,w,7,17,,or,nc,,,y,,,,,,-1,1,20486,12/19/2015,N.J,ANA,,,,7,17,26,45,47,31,,14,20,13,8,44,1
1,2:17,5v5,N.J,9,w,2,,,oell,,,y,,,,,,,-1,31,20486,12/19/2015,N.J,ANA,,,,33,67,46,5,45,31,,9,16,11,2,28,1
1,1:52,5v5,ANA,46,w,67,,,nr,,,,y,,,,,,-1,1,20486,12/19/2015,N.J,ANA,,,,7,17,46,2,4,31,,14,20,13,2,28,1
1,1:12,5v5,ANA,7,w,26,17,,ol,ol,,,,,,,,,-1,1,20486,12/19/2015,N.J,ANA,,,,7,17,26,2,4,31,,14,20,13,8,44,1
1,0:36,5v5,N.J,19,w,21,,,ol,,,,,,,15,y,,-1,31,20486,12/19/2015,N.J,ANA,,,,22,25,29,42,47,31,,19,21,15,5,6,1
1,0:16,5v5,ANA,17,b,10,,,or,,,y,y,,,17,y,y,-1,1,20486,12/19/2015,N.J,ANA,,,,15,17,10,4,45,31,,19,21,15,5,6,1
2,19:48,5v5,N.J,2,o,28,14,,opl,of,,,,,,,,,-2,31,20486,12/19/2015,N.J,ANA,,,,17,22,33,5,45,31,,14,20,13,2,28,1
2,19:43,5v5,N.J,28,o,14,,,opr,,,,,,,,,,-2,31,20486,12/19/2015,N.J,ANA,,,,17,22,33,5,45,31,,14,20,13,2,28,1
2,19:30,5v5,ANA,17,w,22,5,,dl,dc,,,y,,,,,,-2,1,20486,12/19/2015,N.J,ANA,,,,17,22,33,5,45,31,,14,20,13,2,28,1
2,19:20,5v5,N.J,11,w,5,,,dc,,,,y,,,,,,-2,31,20486,12/19/2015,N.J,ANA,,,,33,67,46,42,47,31,,9,16,11,5,6,1
2,18:49,5v5,ANA,33,s,67,46,,oc,dl,,,,,,,,,-2,1,20486,12/19/2015,N.J,ANA,,,,33,67,46,42,47,31,,9,16,11,5,6,1
2,17:38,5v5,ANA,22,s,2,,,or,,,,,,,,,,-2,1,20486,12/19/2015,N.J,ANA,,,,22,25,10,2,4,31,,19,21,15,2,6,1
2,15:59,5v5,N.J,20,w,13,14,,nl,nl,,,y,,,,,,-2,31,20486,12/19/2015,N.J,ANA,,,,7,17,26,42,45,31,,14,20,13,2,28,1
2,15:05,5v5,N.J,8,w,16,,,opr,,,,y,,,,,,-2,31,20486,12/19/2015,N.J,ANA,,,,33,67,46,2,4,31,,9,16,48,8,44,1
2,14:55,5v5,N.J,44,o,48,,,ol,,,,y,4 on 2,,,,,-2,31,20486,12/19/2015,N.J,ANA,,,,33,67,46,2,4,31,,9,16,48,8,44,1
2,14:51,5v5,N.J,21,w,15,,,of,,,y,,,,,,,-2,31,20486,12/19/2015,N.J,ANA,,,,33,67,46,2,4,31,,9,16,48,8,44,1
2,14:33,5v5,N.J,5,w,6,15,,oc,opr,,,,,,,,,-2,31,20486,12/19/2015,N.J,ANA,,,,15,10,19,42,47,31,,19,21,15,5,6,1
2,14:24,5v5,ANA,10,w,15,,,dsc,,,,y,,,,,,-2,1,20486,12/19/2015,N.J,ANA,,,,15,10,19,5,47,31,,19,21,15,5,6,1
2,14:02,5v5,ANA,47,w,19,15,,oelpl,ol,,,,,,,,,-2,1,20486,12/19/2015,N.J,ANA,,,,15,10,19,5,47,31,,19,21,15,5,6,1
