Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Sens,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,17:26,5v5,OTT,65,w,93,,,ofp,,,,,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,93,61,9,65,74,41,,8,24,89,2,5,29
2,17:18,5v5,OTT,65,S,9,,,opr,,,,y,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,93,61,9,65,74,41,,8,24,89,2,5,29
2,17:13,5v5,OTT,45,S,44,,,ofp,,,,,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,44,90,89,2,45,41,,12,19,48,23,26,29
2,15:58,5v5,OTT,15,W,61,,,oc,,,,,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,7,15,61,5,46,41,,11,16,10,4,34,29
2,15:10,5v4,OTT,93,S,65,93,,dsc,dc,,,,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,10,93,90,45,65,41,,8,12,2,5,29,0
2,14:37,5v4,OTT,6,W,61,65,,orrc,oc,,y,,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,9,65,41,,15,48,4,34,29,0
2,14:12,5v4,OTT,6,b,7,61,,orrl,ol,,y,y,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,9,65,41,,15,48,4,34,29,0
2,12:19,4v5,OTT,15,S,46,,,dc,,,,,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,15,44,46,74,41,0,,8,19,89,23,26,29
2,11:04,5v5,ARI,89,W,19,,,dc,,,,y,2 on 1,,,,,-1,41,20109,24-Oct-15,OTT,ARI,,,,7,61,9,2,65,41,,8,17,89,2,5,29
2,10:46,5v5,OTT,45,W,10,,,opr,,,,y,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,10,15,9,2,45,41,,12,17,89,2,5,29
2,10:17,5v5,ARI,12,W,48,17,,oc,nr,,,y,,,,,,-1,41,20109,24-Oct-15,OTT,ARI,,,,10,44,25,2,45,41,,12,17,48,5,34,29
2,9:41,5v5,OTT,44,W,90,,,orrl,,,,y,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,44,90,89,5,46,41,,11,16,10,4,34,29
2,8:39,5v5,OTT,45,S,2,15,,nl,nf,,,y,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,10,15,25,2,45,41,,15,17,28,2,5,29
2,7:49,5v5,ARI,89,W,10,89,4,ol,nc,dr,,y,3 on 2,,,,,-1,41,20109,24-Oct-15,OTT,ARI,,,,10,93,9,5,46,41,,16,24,89,4,34,29
2,7:36,5v5,OTT,6,w,93,,,nl,,,y,y,,,9,y,,-1,29,20109,24-Oct-15,OTT,ARI,,,,93,6,9,5,46,41,,16,24,89,23,26,29
2,6:47,5v4,OTT,6,S,65,61,,oc,ol,,,,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,9,65,41,,8,12,2,5,29,0
2,4:49,5v5,ARI,4,S,10,11,,opr,oelr,,,y,,,,,,-1,41,20109,24-Oct-15,OTT,ARI,,,,44,25,89,5,46,41,,8,11,10,4,34,29
2,3:35,5v5,ARI,26,W,24,23,26,opc,ol,or,,y,,,,,,-1,41,20109,24-Oct-15,OTT,ARI,,,,7,6,61,2,45,41,,24,48,89,23,26,29
2,2:42,5v5,ARI,19,W,12,48,24,oc,nl,dl,,y,,,,,,-1,41,20109,24-Oct-15,OTT,ARI,,,,15,93,9,2,45,41,,12,19,48,5,34,29
2,2:25,5v5,ARI,23,S,5,,,or,,,,,,,,,,-1,41,20109,24-Oct-15,OTT,ARI,,,,44,90,89,65,74,41,,8,11,10,5,23,29
2,1:49,5v5,OTT,5,W,6,61,7,orrl,ol,nc,y,y,,y,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,5,46,41,,24,48,89,23,26,29
2,0:31,5v5,OTT,45,W,7,,,oelpr,,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,2,45,41,,8,11,10,5,23,29
3,18:33,5v5,ARI,16,W,24,4,,oc,dsr,,,,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,44,90,89,65,74,41,,16,24,89,4,34,29
3,18:10,5v5,OTT,65,w,44,,,opr,,,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,44,90,89,65,74,41,,16,24,89,4,34,29
3,17:37,5v5,OTT,2,W,65,44,,or,opr,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,44,90,9,2,65,41,,16,12,89,4,34,29
3,17:23,5v5,OTT,2,S,6,,,oelpc,,,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,93,6,9,2,45,41,,12,19,48,23,26,29
3,17:21,5v5,OTT,93,t,45,,,,,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,93,6,9,2,45,41,,12,19,48,23,26,29
3,15:51,5v4,ARI,26,S,11,10,23,oelrrc,ol,oc,y,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,93,90,5,46,41,0,,11,16,10,23,26,29
3,15:38,5v4,ARI,16,t,14,23,11,or,ol,opl,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,93,90,5,46,41,0,,11,16,10,23,26,29
3,15:08,5v4,ARI,89,W,23,89,6,ol,or,opr,,,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,15,9,65,74,41,0,,8,19,89,5,23,29
3,15:04,5v4,ARI,5,W,89,,,ol ,,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,15,9,65,74,41,0,,8,19,89,5,23,29
3,14:48,5v5,ARI,8,W,89,,,ol,,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,7,9,2,65,74,41,,8,19,89,5,34,29
3,14:40,5v5,ARI,34,S,28,15,,opc,of,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,7,6,61,2,45,41,,15,17,28,4,34,29
3,13:25,5v5,OTT,61,W,7,,,of,,,,y,,,7,y,,0,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,65,74,41,,15,12,19,2,5,29
3,11:49,5v5,OTT,44,W,5,,,nc,,,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,44,90,89,5,46,41,,16,24,89,2,5,29
3,11:42,5v5,OTT,89,t,90,,,or,,,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,44,90,89,5,46,41,,16,24,89,2,5,29
3,11:09,5v5,ARI,4,W,10,,,orrc,,,,,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,93,6,9,2,45,41,,8,11,10,4,34,29
3,9:30,5v5,ARI,12,W,4,,,dr,,,,,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,7,6,61,2,5,41,,8,12,19,4,34,29
3,9:15,5v5,OTT,7,t,65,,,or,,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,65,74,41,,8,11,10,23,26,29
3,7:36,5v5,OTT,93,t,46,93,,ol,ofp,,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,93,61,9,5,46,41,,15,12,19,2,5,29
3,6:57,5v5,ARI,5,S,19,,,opr,,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,93,61,9,5,46,41,,12,19,48,2,5,29
3,6:45,5v5,ARI,23,W,15,,,ofp,,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,7,6,90,2,45,41,,8,15,10,23,26,29
3,6:37,5v5,ARI,26,S,23,,,ol,,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,7,6,90,2,45,41,,8,15,10,23,26,29
3,6:15,5v5,OTT,93,W,61,65,,nr,dsc,,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,93,61,9,65,74,41,,16,24,89,23,26,29
3,5:31,5v5,ARI,48,t,34,19,,ol,oc,,,,,,12,y,y,0,41,20109,24-Oct-15,OTT,ARI,,,,10,15,25,5,46,41,,12,19,48,4,34,29
3,3:57,5v5,OTT,46,o,90,44,,opl,ol,,,,,,,,,-2,29,20109,24-Oct-15,OTT,ARI,,,,44,90,89,5,46,41,,12,19,48,4,34,29
3,2:01,5v6,ARI,89,W,26,24,,nc,nl,,,y,,y,,,,-2,41,20109,24-Oct-15,OTT,ARI,,,,7,93,6,61,5,46,,16,24,89,4,34,29
3,1:34,5v5,OTT,44,W,89,74,,nl,dc,,,,,,,,,-3,29,20109,24-Oct-15,OTT,ARI,,,,44,25,89,45,74,41,,12,19,48,23,26,29
3,0:19,5v5,OTT,10,w,5,,,opr,,,,,,,,,,-3,29,20109,24-Oct-15,OTT,ARI,,,,10,93,25,5,46,41,,16,24,89,2,4,29
1,17:48,5v5,OTT,3,o,15,,,ofp,,,,,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,93,6,26,5,46,30,,15,21,56,2,4,35
1,17:01,5v5,OTT,93,W,26,2,,dl,dl,,,y,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,93,6,25,2,65,30,,43,71,26,52,55,35
1,15:55,5v5,DET,8,W,2,40,,dsc,dr,,,y,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,3,5,30,,71,8,40,2,4,35
1,14:35,5v5,OTT,89,W,15,2,,dl,dl,,,y,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,15,25,89,2,74,30,,43,26,56,47,65,35
1,13:27,5v5,OTT,10,W,7,61,,or,dl,,,,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,7,10,61,5,46,30,,18,41,20,52,55,35
1,12:53,5v5,DET,4,W,71,2,,oc,nc,,,,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,5,65,30,,71,8,40,2,4,35
1,12:42,5v5,DET,4,W,40,2,,oelc,ol,,,,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,3,65,30,,71,8,40,2,4,35
1,12:00,5v5,DET,14,w,21,,,oelc,,,,y,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,15,25,89,2,74,30,,14,15,21,47,65,35
1,11:56,5v5,DET,47,w,15,,,oelc,,,,,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,15,25,89,2,74,30,,14,15,21,47,65,35
1,11:11,5v5,DET,8,W,40,65,,nc,dsr,,,y,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,93,6,26,2,74,30,,71,8,40,47,65,35
1,11:08,5v5,DET,20,W,41,,,of,,,,y,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,7,10,61,5,46,30,,18,41,20,52,55,35
1,9:40,5v5,DET,15,W,21,15,,nc,dr,,,y,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,3,65,30,,14,15,21,2,4,35
1,9:04,5v5,DET,43,W,65,,,dr,,,,,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,15,25,89,2,74,30,,43,26,56,47,65,35
1,8:55,5v5,DET,43,t,26,47,,or,or,,,,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,15,25,89,2,74,30,,43,26,56,47,65,35
1,7:55,5v5,DET,2,W,21,,,ofp,,,,,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,93,6,26,3,65,30,,14,15,21,2,4,35
1,7:19,5v5,OTT,10,S,5,,,opc,,,,y,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,7,10,6,5,46,30,,15,18,20,47,65,35
1,6:43,5v5,OTT,2,W,10,61,,or,or,,,y,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,7,10,61,2,74,30,,18,41,20,47,65,35
1,6:32,5v5,OTT,2,W,10,,,or,,,,,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,7,10,61,2,74,30,,18,41,20,47,65,35
1,4:38,5v4,OTT,61,W,6,9,,or,ol,,y,y,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,7,6,61,9,65,30,,18,43,52,55,35,0
1,4:27,5v4,OTT,6,W,65,,,oc,,,,,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,7,6,61,9,65,30,,41,20,47,65,35,0
1,4:13,5v4,OTT,7,S,6,65,,orrr,oc,,,,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,7,6,61,9,65,30,,41,20,47,65,35,0
1,3:49,5v4,OTT,46,W,93,,,nc ,,,,y,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,93,90,26,46,65,30,,18,43,52,55,35,0
1,3:18,5v4,OTT,5,S,46,93,,or,opr,,,y,,,,,,0,35,20149,30-Oct-15,DET,OTT,,,,93,90,26,5,46,30,,15,18,52,55,35,0
1,2:57,5v5,DET,4,W,2,,,nl,,,,,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,2,74,30,,71,8,40,2,4,35
1,2:57,5v5,DET,40,W,71,4,,nc ,dc,,,,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,2,74,30,,71,8,40,2,4,35
1,2:10,5v5,DET,65,w,47,40,,or,oelpr,,,y,,,,,,0,30,20149,30-Oct-15,DET,OTT,,,,44,25,9,2,74,30,,71,8,40,47,65,35
1,1:14,5v5,OTT,7,W,61,,,oelc,,,y,y,,y,,,,0,35,20149,30-Oct-15,DET,OTT,,,,7,61,26,46,65,30,,14,21,41,47,65,35
1,0:10,5v4,DET,40,w,55,40,,oc,oelpc,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,15,44,2,74,30,0,,14,21,8,40,55,35
2,18:54,5v4,DET,14,W,55,,,dc,,,,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,93,9,3,65,30,0,,14,15,21,4,55,35
2,18:43,5v5,DET,65,S,47,,,oc,,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,15,9,3,5,65,30,,15,71,56,47,65,35
2,17:47,5v5,OTT,61,b,65,,,dsl,,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,7,10,61,5,46,30,,15,41,56,52,55,35
2,17:16,5v5,OTT,46,S,89,15,,opc,of,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,15,25,89,5,46,30,,18,41,20,52,55,35
2,17:14,5v5,DET,18,W,52,,,dc,,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,15,25,89,5,46,30,,18,41,20,52,55,35
2,15:27,5v4,DET,56,W,71,4,,ol,nc,,,y,,,71,,,-1,30,20149,30-Oct-15,DET,OTT,,,,15,93,3,5,30,0,,71,26,56,4,65,35
2,14:57,5v3,DET,40,o,14,,,ol,,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,44,2,74,30,0,0,,14,21,8,40,55,35
2,14:35,5v4,DET,40,S,14,,,orrl,,,,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,44,25,5,74,30,0,,14,21,8,40,55,35
2,13:43,5v4,DET,8,W,21,,,oc,,,y,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,7,90,3,74,30,0,,21,26,8,40,4,35
2,13:30,5v4,DET,71,W,26,4,,ol,oc,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,93,9,2,74,30,0,,15,71,26,56,4,35
2,11:35,5v4,OTT,65,W,6,,,or,,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,7,6,61,9,65,30,,18,41,52,55,35,0
2,10:28,5v5,DET,71,W,4,,,oc,,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,15,25,89,2,74,30,,43,71,40,2,4,35
2,9:50,5v5,OTT,26,W,6,,,oelc,,,y,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,93,6,26,3,65,30,,14,15,21,4,47,35
2,9:07,5v5,OTT,10,W,7,3,65,ol,nl,dr,,y,,y,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,7,10,61,3,65,30,,15,21,20,52,55,35
2,8:05,5v5,OTT,65,S,6,,,opl,,,,,,,,,,-2,35,20149,30-Oct-15,DET,OTT,,,,93,6,26,3,65,30,,71,8,40,2,4,35
2,5:45,5v5,DET,52,W,4,,,or,,,,y,,,,,,-2,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,2,74,30,,43,8,56,52,55,35
2,4:33,5v5,DET,14,W,4,,,dsl,,,,y,,,,,,-2,30,20149,30-Oct-15,DET,OTT,,,,93,6,26,5,46,30,,14,41,20,4,65,35
2,4:09,5v4,DET,71,W,55,40,,or,ofp,,,y,,,,,,-2,30,20149,30-Oct-15,DET,OTT,,,,15,9,2,74,30,0,,14,71,8,40,55,35
2,3:59,5v4,DET,14,t,55,21,,oc,oelc,,,,,,,,,-2,30,20149,30-Oct-15,DET,OTT,,,,15,9,2,74,30,0,,14,71,8,40,55,35
2,3:11,5v3,DET,56,S,40,,,or,,,,,,,,,,-2,30,20149,30-Oct-15,DET,OTT,,,,44,2,74,30,0,0,,14,8,40,56,55,35
2,2:44,5v4,DET,71,W,4,,,dsc,,,,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,93,9,2,74,30,0,,15,21,71,56,4,35
2,1:26,5v4,DET,14,W,40,,,oc,,,,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,61,90,3,5,30,0,,14,8,40,56,2,35
2,0:03,5v4,OTT,9,W,46,,,oell,,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,44,93,9,26,65,30,,15,20,52,55,35,0
3,19:28,5v4,OTT,65,S,93,7,65,opc,oc,oc,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,19:06,5v4,OTT,7,o,65,6,7,orrr,oc,ol,,,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,7,93,6,9,65,30,,15,20,52,55,35,0
3,18:58,5v5,OTT,9,b,6,,,or,,,y,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,7,93,6,9,65,30,,15,20,2,52,55,35
3,18:41,5v5,OTT,44,W,46,65,,dsc,dr,,,y,,,44,y,,-1,35,20149,30-Oct-15,DET,OTT,,,,44,61,26,5,46,30,,15,8,40,47,65,35
3,18:10,5v5,DET,14,W,43,,,of,,,,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,7,10,90,2,74,30,,14,21,43,2,4,35
3,17:56,5v5,DET,65,o,21,,,opl,,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,7,10,90,2,74,30,,14,21,43,47,65,35
3,17:45,5v5,DET,14,W,65,,,dc,,,,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,7,10,90,2,74,30,,14,21,43,47,65,35
3,17:03,5v5,DET,55,W,52,26,,or,opc,,,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,93,6,26,3,65,30,,15,26,56,52,55,35
3,15:58,5v5,DET,40,W,2,4,,dr,dr,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,93,25,89,2,74,30,,71,8,40,2,4,35
3,14:57,5v5,OTT,65,W,61,10,,opr,or,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,10,44,61,3,65,30,,18,41,20,47,65,35
3,14:42,5v5,OTT,10,W,61,,,or,,,y,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,10,44,61,3,65,30,,18,41,20,47,65,35
3,14:40,5v5,OTT,5,W,44,,,ofp,,,,,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,10,44,61,3,65,30,,18,41,20,47,65,35
3,14:23,5v5,DET,52,W,21,,,or,,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,5,46,30,,14,15,21,52,55,35
3,14:19,5v5,DET,52,W,14,,,opl,,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,5,46,30,,14,15,21,52,55,35
3,14:11,5v5,OTT,5,w,9,,,nc,,,y,,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:11,5v5,OTT,6,t,2,44,,ol,opl,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,44,6,89,2,74,30,,43,26,56,2,4,35
3,12:47,5v5,OTT,89,W,74,,,or,,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,44,6,89,3,74,30,,43,26,56,2,4,35
3,12:25,5v5,OTT,89,W,3,,,dl,,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,7,61,89,3,65,30,,43,26,56,47,65,35
3,11:42,5v5,DET,8,w,40,71,,orrc,orrl,,y,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,7,10,61,3,65,30,,71,8,40,52,55,35
3,11:16,5v5,DET,4,S,21,4,2,or,dsl,dsc,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,44,90,9,5,46,30,,14,15,21,2,4,35
3,10:21,5v4,OTT,65,S,7,9,,ol,opl,,,,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,7,93,6,9,65,30,,41,20,52,55,35,0
3,9:48,5v4,OTT,90,w,6,61,65,orrr,oc,dsc,y,,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,10,61,90,26,65,30,,15,18,47,65,35,0
3,8:22,5v5,OTT,89,W,25,,,oc,,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,44,25,89,2,74,30,,71,8,40,47,65,35
3,7:12,5v5,OTT,93,w,6,26,,oelc,or,,y,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,93,6,26,3,65,30,,43,26,56,52,55,35
3,7:03,5v5,OTT,3,W,6,,,opl,,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,93,6,26,3,65,30,,43,26,56,52,55,35
3,5:54,5v5,DET,21,S,2,14,,ol,nc,,,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,7,10,90,5,46,30,,14,15,21,2,4,35
3,4:21,5v5,DET,43,W,15,,,or,,,y,,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,93,6,26,3,65,30,,15,43,56,4,65,35
3,3:49,5v5,OTT,90,W,44,,,orrr,,,,y,,,,,,-1,35,20149,30-Oct-15,DET,OTT,,,,44,90,9,5,46,30,,15,43,56,4,65,35
3,3:20,5v5,DET,40,a,71,,,ol,,,,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,7,10,61,5,46,30,,71,8,40,2,55,35
3,1:30,6v5,DET,71,W,40,55,15,oc,ol,opl,,y,,,,,,-1,30,20149,30-Oct-15,DET,OTT,,,,44,6,9,3,65,30,,15,71,8,40,56,55
3,0:55,5v6,OTT,6,W,9,,,nl,,,,y,,y,,,,-1,,20149,30-Oct-15,DET,OTT,,,,7,6,9,3,65,30,,21,43,8,40,56,55
1,18:56,5v5,N.J,8,w,14,,,dr,,,,y,,,,,,0,30,553,12/30/2016,OTT,N.J,30,35,,68,93,6,3,45,30,,9,14,20,5,8,35
1,17:57,5v5,OTT,46,o,44,74,,opl,or,,,,,,,,,0,35,553,12/30/2016,OTT,N.J,41,1,,44,25,89,46,74,30,,9,11,22,7,28,35
1,16:47,5v5,N.J,46,w,51,,,nc,,,,y,,,,,,0,30,553,12/30/2016,OTT,N.J,,,,7,15,61,49,65,30,,25,51,46,2,6,35
1,16:21,5v5,N.J,7,w,6,20,14,opl,opl,ol,,,,,,,,0,30,553,12/30/2016,OTT,N.J,,,,7,15,61,3,65,30,,9,14,20,2,6,35
1,15:36,5v5,N.J,28,s,13,7,,opr,nl,,,y,,,,,,0,30,553,12/30/2016,OTT,N.J,,,,68,93,6,3,45,30,,19,21,13,7,28,35
1,13:12,5v4,N.J,21,w,28,13,21,or,oelpc,oelr,y,,,,,,,0,30,553,12/30/2016,OTT,N.J,,,,27,61,3,46,30,0,,19,21,13,7,28,35
1,12:34,5v4,N.J,28,s,13,28,,opl,oc,,,y,,,,,,0,30,553,12/30/2016,OTT,N.J,,,,44,90,65,74,30,0,,19,21,51,13,28,35
1,12:12,5v4,N.J,21,o,28,,,opr,,,,y,,,,,,0,30,553,12/30/2016,OTT,N.J,,,,27,93,65,74,30,0,,19,21,51,13,28,35
1,9:26,5v4,N.J,21,o,28,19,,opr,ofp,,,y,,,,,,-1,30,553,12/30/2016,OTT,N.J,,,,44,90,3,74,30,0,,19,21,51,13,28,35
1,7:53,5v4,N.J,14,s,8,14,,oc,opl,,,,,,,,,-1,30,553,12/30/2016,OTT,N.J,,,,7,61,3,74,30,0,,14,20,46,2,8,35
1,7:14,5v5,OTT,49,w,25,7,,oc,nc,,,y,,,,,,-1,35,553,12/30/2016,OTT,N.J,,,,7,25,61,49,65,30,,14,20,46,2,8,35
1,7:02,5v5,OTT,49,w,65,49,,opr,opc,,,,,,,,,-1,35,553,12/30/2016,OTT,N.J,,,,7,25,61,49,65,30,,14,20,46,2,8,35
1,6:51,5v5,OTT,65,w,61,,,oc,,,,y,,,,,,-1,35,553,12/30/2016,OTT,N.J,,,,7,25,61,49,65,30,,14,20,46,2,8,35
1,5:09,5v5,OTT,27,w,44,27,,or,or,,,,,,,,,-1,35,553,12/30/2016,OTT,N.J,,,,27,44,89,46,65,30,,9,25,51,7,28,35
1,4:36,5v5,OTT,61,o,15,,,or,,,,y,,,,,,-1,35,553,12/30/2016,OTT,N.J,,,,7,15,61,45,46,30,,19,21,13,2,6,35
1,4:27,5v5,OTT,45,w,74,61,15,opl,opl,ol,,y,,,15,y,,-1,35,553,12/30/2016,OTT,N.J,,,,7,15,61,45,74,30,,19,21,13,2,6,35
1,2:20,5v5,N.J,21,w,28,,,or,,,,,,,,,,-1,30,553,12/30/2016,OTT,N.J,,,,10,27,61,3,45,30,,19,21,13,5,8,35
1,2:13,5v5,N.J,5,w,8,21,,opc,opl,,,,,,,,,-1,30,553,12/30/2016,OTT,N.J,,,,10,27,61,3,45,30,,19,21,13,5,8,35
1,0:50,5v4,OTT,15,o,61,7,65,oelc,oc,oc,y,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,15,6,61,65,30,,19,11,5,7,35,0
1,0:41,5v4,OTT,6,w,65,7,61,oc,opl,ol,y,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,15,6,61,65,30,,19,11,5,7,35,0
1,0:19,5v4,OTT,93,o,61,,,orrr,,,y,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,93,6,61,65,30,,9,20,2,8,35,0
1,0:09,5v4,OTT,7,o,65,61,65,oc,opr,or,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,93,6,61,65,30,,9,20,2,8,35,0
