Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Habs,F,F,F,D,D,G/Extra Attacker,Leafs,F,F,F,D,D,G/Extra Attacker
4,3:00,3v3,N.J,19,w,20,19,,orrl,ol,,y,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,27,22,0,0,26,39,,19,20,0,0,2,35
4,2:30,3v3,N.J,2,o,14,,,oc,,,y,y,,,2,y,y,0,39,20344,11/28/2015,MTL,N.J,,,,81,42,0,0,79,39,,14,26,0,0,2,35
1,19:39,5v5,MTL,14,w,19,41,,oc,or,,,,,,,,,0,70,20375,12/3/2015,MTL,WSH,39,70,,14,15,41,76,79,39,,19,77,8,2,27,70
1,19:05,5v5,MTL,67,w,51,,,ol,,,,,,,,,,0,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,92,14,90,74,88,70
1,18:58,5v5,MTL,28,w,22,,,ol,,,,,,,,,,0,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,92,14,90,74,88,70
1,18:46,5v5,MTL,28,w,51,,,nr,,,,,,,,,,0,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,92,14,90,74,88,70
1,17:35,5v5,WSH,43,w,21,,,ol,,,y,y,,y,,,,0,39,20375,12/3/2015,MTL,WSH,,,,32,21,20,28,74,39,,21,46,43,4,9,70
1,16:48,5v5,MTL,79,w,76,14,,opr,oelr,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,15,41,76,79,39,,19,77,8,74,88,70
1,15:57,5v5,WSH,27,s,21,46,,oc,of,,,y,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,51,22,67,74,76,39,,21,46,43,2,27,70
1,14:46,5v4,MTL,15,w,14,,,or,,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,27,15,76,79,39,,21,77,74,88,70,0
1,14:42,5v4,MTL,14,w,21,,,or,,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,27,15,76,79,39,,21,77,74,88,70,0
1,14:06,5v4,MTL,67,s,79,76,,,,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,15,76,79,39,,83,77,27,88,70,0
1,13:42,5v4,MTL,76,s,67,51,26,or,ol,nl,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,76,39,,83,43,4,74,70,0
1,13:35,5v4,MTL,67,s,76,,,oc,,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,76,39,,83,43,4,74,70,0
1,13:27,5v4,MTL,26,w,67,,,ol,,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,76,39,,83,43,4,74,70,0
1,12:58,5v5,WSH,2,s,92,14,,orrc,oelc,,,y,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,32,81,42,26,76,39,,92,14,90,2,27,70
1,12:39,5v5,WSH,77,w,8,27,,nc,nc,,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,14,15,41,74,77,39,,19,77,8,2,27,70
1,12:13,5v5,MTL,28,o,77,15,,ol,ol,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,15,41,28,77,39,,19,77,8,2,27,70
1,11:43,5v5,MTL,67,w,22,51,22,oelc,oc,oc,y,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,19,77,25,2,74,70
1,11:28,5v5,WSH,83,w,25,65,83,oelc,or,or,y,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,27,81,42,76,79,39,,83,25,65,74,88,70
1,11:14,5v5,WSH,74,w,88,25,65,opl,or,or,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,27,81,42,76,79,39,,83,25,65,74,88,70
1,11:04,5v5,WSH,25,w,83,74,,nr,dr,,,y,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,27,81,42,76,79,39,,83,25,65,74,88,70
1,9:08,5v5,MTL,51,w,67,76,,oc,dc,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,76,79,39,,83,25,65,2,27,70
1,6:31,5v5,MTL,14,w,15,,,ol,,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,15,41,76,79,39,,19,77,8,74,88,70
1,6:13,5v5,WSH,77,b,8,77,19,orrl,nc,dr,y,y,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,14,15,41,76,79,39,,19,77,8,27,74,70
1,5:32,5v5,MTL,67,s,26,,,ol,,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,83,25,65,2,27,70
1,4:23,5v5,WSH,74,s,19,74,19,or,or,oelr,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,14,15,41,74,77,39,,19,77,8,74,88,70
1,3:59,5v5,WSH,8,s,74,92,77,oc,or,or,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,1:23,5v5,MTL,51,s,67,26,,or,or,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,83,25,65,2,27,70
1,0:54,5v5,WSH,43,a,46,43,88,or,or,nc,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,0:38,5v5,WSH,77,s,19,88,,or,dc,,y,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,19:37,5v5,WSH,8,w,77,2,27,nr,dr,dc,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,14,15,41,76,79,39,,19,77,8,2,27,70
2,18:37,5v5,MTL,27,w,81,,,or,,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,27,81,42,26,28,39,,83,25,65,74,88,70
2,18:27,5v5,MTL,81,s,26,,,ol,,,,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,27,81,42,26,28,39,,83,25,65,74,88,70
2,18:05,5v5,MTL,21,w,32,,,oelc,,,,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,32,21,20,74,77,39,,21,46,43,4,9,70
2,18:02,5v5,MTL,79,o,76,14,,ol,of,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,15,41,76,79,39,,19,77,8,2,27,70
2,17:31,5v5,WSH,27,s,77,2,19,ol,nr,dc,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,14,15,41,76,79,39,,19,77,8,2,27,70
2,17:08,5v5,WSH,14,b,8,,,ol,,,y,y,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,51,41,67,76,79,39,,19,14,8,74,88,70
2,17:01,5v5,MTL,67,w,81,79,,nsr,dc,,y,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,41,67,76,77,39,,19,14,90,74,88,70
2,16:51,5v5,WSH,74,s,14,90,74,ol,nl,dl,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,51,22,67,74,77,39,,19,14,90,74,88,70
2,14:48,5v5,MTL,42,w,27,79,81,orrc,dsl,dc,y,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,27,81,42,76,79,39,,21,46,43,2,27,70
2,14:21,5v5,WSH,90,w,92,90,,or,or,,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,14,15,41,74,77,39,,92,14,90,4,9,70
2,13:45,5v5,MTL,67,w,79,76,,nl,dc,,,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,76,79,39,,19,77,8,4,9,70
2,12:50,5v5,MTL,67,w,22,28,,nr,dc,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,83,25,65,2,27,70
2,12:28,5v5,MTL,74,s,77,15,14,ol,ol,of,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,15,41,74,77,39,,83,25,65,2,27,70
2,12:12,5v5,MTL,14,w,77,,,dr,,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,15,41,74,77,39,,46,25,65,2,27,70
2,9:37,5v4,MTL,76,o,79,51,67,oc,or,oelc,,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,76,79,39,,19,21,2,27,70,0
2,8:58,5v4,MTL,76,s,67,79,67,ol,oc,ol,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,76,79,39,,21,83,2,27,70,0
2,8:50,5v4,MTL,76,o,79,76,67,oc,oc,ol,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,76,79,39,,21,83,2,27,70,0
2,8:22,5v4,MTL,27,s,14,79,,opl,dc,,y,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,27,81,26,76,39,,43,25,2,27,70,0
2,8:12,5v4,MTL,27,w,14,81,,ol,oelc,,y,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,27,81,26,76,39,,43,25,2,27,70,0
2,7:54,5v5,MTL,81,b,27,,,oc,,,y,y,,y,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,14,27,81,26,76,39,,43,25,2,4,27,70
2,6:47,5v4,WSH,74,s,19,74,19,or,oc,or,,y,,,,,,0,39,20375,12/3/2015,MTL,WSH,,,,32,15,26,77,39,0,,19,77,8,90,74,70
2,6:27,5v4,WSH,74,w,19,90,19,or,oelc,or,,y,,,,,,0,39,20375,12/3/2015,MTL,WSH,,,,32,15,26,77,39,0,,19,77,8,90,74,70
2,6:02,5v4,WSH,25,w,92,2,,oc,dc,,y,,,,,,,0,39,20375,12/3/2015,MTL,WSH,,,,81,41,76,79,39,0,,92,14,8,25,2,70
2,5:40,5v4,WSH,25,w,14,27,25,oc,or,or,,,,,,,,0,39,20375,12/3/2015,MTL,WSH,,,,14,67,26,77,39,0,,92,14,8,25,2,70
2,3:55,5v5,MTL,22,b,67,,,ol,,,y,,,,,,,0,70,20375,12/3/2015,MTL,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,2:54,5v5,WSH,9,w,4,21,,or,oelc,,,,,,,,,0,39,20375,12/3/2015,MTL,WSH,,,,32,21,20,76,77,39,,21,83,65,4,9,70
2,2:02,5v5,WSH,90,w,92,90,92,orrc,oc,oc,y,y,,,,,,0,39,20375,12/3/2015,MTL,WSH,,,,51,22,67,76,79,39,,92,14,90,4,9,70
2,1:17,5v5,MTL,41,w,76,,,nc,,,,y,,,,,,0,70,20375,12/3/2015,MTL,WSH,,,,51,15,41,76,79,39,,19,77,8,2,27,70
2,1:14,5v5,MTL,26,s,15,14,,ol,of,,,,,,,,,0,70,20375,12/3/2015,MTL,WSH,,,,14,15,41,26,28,39,,83,25,65,74,88,70
2,1:02,5v5,MTL,26,w,28,15,,ol,ol,,,,,,,,,0,70,20375,12/3/2015,MTL,WSH,,,,14,15,41,26,28,39,,83,25,65,74,88,70
2,0:57,5v5,MTL,14,t,28,15,,opl,ol,,y,y,,,,,,0,70,20375,12/3/2015,MTL,WSH,,,,14,15,41,26,28,39,,83,25,65,74,88,70
2,0:46,5v5,WSH,77,w,19,,,oc,,,,y,,y,,,,0,39,20375,12/3/2015,MTL,WSH,,,,27,81,21,76,79,39,,19,77,8,2,27,70
2,0:28,5v5,WSH,8,s,19,2,,oc,nc,,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,51,22,67,74,77,39,,19,77,8,2,27,70
3,18:56,5v5,MTL,67,s,51,74,,nl,nl,,,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,74,77,39,,92,14,90,2,27,70
3,18:18,5v5,WSH,90,w,92,90,74,oc,dc,dr,y,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,92,14,90,4,9,70
3,18:02,5v5,WSH,8,o,9,14,9,nc,nr,dc,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,27,22,67,26,28,39,,19,92,14,8,4,9
3,17:55,4v5,MTL,41,b,32,,,df,,,y,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,32,41,26,77,39,0,,19,77,8,90,74,70
3,17:32,4v5,MTL,32,w,41,,,dr,,,y,y,1 on 0,y,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,32,41,76,77,39,0,,19,77,8,90,74,70
3,15:25,5v5,WSH,43,w,2,21,,opr,or,,y,,,,,,,0,39,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,21,83,43,2,27,70
3,13:34,5v5,WSH,74,s,43,,,oc,,,,,,,,,,0,39,20375,12/3/2015,MTL,WSH,,,,14,15,41,28,79,39,,46,43,65,74,88,70
3,13:20,5v5,WSH,65,w,74,65,46,oc,ol,ol,,y,,,,,,0,39,20375,12/3/2015,MTL,WSH,,,,14,15,41,28,79,39,,46,43,65,74,88,70
3,11:45,5v5,WSH,77,t,27,8,,opl,ol,,,y,,y,,,,0,39,20375,12/3/2015,MTL,WSH,,,,51,22,67,74,77,39,,19,77,8,2,27,70
3,10:30,5v4,MTL,79,w,67,76,79,or,oc,ol,,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,76,79,39,,19,21,2,27,70,0
3,10:00,5v4,MTL,14,w,67,79,14,or,or,or,y,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,76,79,39,,19,21,2,27,70,0
3,9:45,5v4,MTL,67,w,79,76,67,oc,ol,or,y,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,76,79,39,,19,21,2,27,70,0
3,8:34,5v5,MTL,32,s,41,15,,nc,nc,,,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,7:44,5v5,MTL,67,w,51,20,77,nc,nr,dr,,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,51,22,67,74,77,39,,19,8,90,4,9,70
3,6:32,5v5,MTL,27,w,76,27,42,or,orrl,ol,y,y,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,27,81,42,76,79,39,,83,43,25,2,27,70
3,5:49,5v5,WSH,88,o,90,14,74,opl,ol,oc,,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,51,22,67,26,28,39,,92,14,90,74,88,70
3,3:03,5v5,MTL,42,w,15,79,76,oc,dl,dr,y,,,,,,,-1,70,20375,12/3/2015,MTL,WSH,,,,27,42,15,26,28,39,,83,77,25,74,88,70
3,2:37,5v5,WSH,88,w,43,,,oelc,,,,y,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,27,81,42,26,28,39,,83,43,25,74,88,70
3,1:18,5v4,WSH,2,w,90,74,90,or,oc,or,y,,,,,,,-1,39,20375,12/3/2015,MTL,WSH,,,,32,41,26,77,39,0,,19,8,90,2,74,70
1,17:14,5v4,MTL,76,s,27,76,27,oelr,oelr,oell,,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,30,39,,27,51,22,67,76,39,,51,24,5,62,30,0
1,17:05,5v4,MTL,76,o,27,76,51,or,oc,ol,,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,50,40,,27,51,22,67,76,39,,51,24,5,62,30,0
1,16:53,5v4,MTL,67,o,51,76,,ol,oc,,y,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,27,51,22,67,76,39,,51,24,5,62,30,0
1,16:35,5v4,MTL,14,o,42,,,ol,,,,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,14,42,43,28,79,39,,13,23,6,77,30,0
1,16:21,5v4,MTL,14,o,26,,,oc,,,,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,14,42,43,28,79,39,,13,23,6,77,30,0
1,16:14,5v4,MTL,43,w,26,14,,oc,opr,,,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,14,42,43,28,79,39,,13,23,6,77,30,0
1,15:44,5v5,MTL,67,w,81,28,,nr,nr,,y,,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,27,81,67,28,76,39,,11,17,22,55,62,30
1,12:48,5v5,T.B,77,w,6,13,,oc,opr,,,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,17,32,81,28,76,39,,11,13,22,6,77,30
1,12:45,5v5,T.B,11,w,13,,,or,,,y,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,17,32,81,28,76,39,,11,13,22,6,77,30
1,12:32,5v5,MTL,51,o,22,67,,ol,dl,,,,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,51,22,67,28,76,39,,90,91,86,6,77,30
1,12:22,5v5,T.B,77,w,86,,,orrr,,,y,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,28,76,39,,90,91,86,6,77,30
1,11:18,5v5,T.B,23,t,5,,,ol,,,y,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,27,81,43,6,45,39,,51,23,24,5,62,30
1,10:59,5v5,T.B,24,r,23,5,23,oell,ol,nl,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,27,81,43,6,45,39,,51,23,24,5,62,30
1,9:11,5v5,T.B,22,w,13,,,ol,,,,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,17,32,41,28,76,39,,11,13,22,6,77,30
1,8:06,5v5,T.B,5,w,86,,,orrl,,,y,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,26,79,39,,90,91,86,5,62,30
1,7:58,5v5,T.B,5,s,91,62,,or,opr,,,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,26,79,39,,90,91,86,5,62,30
1,7:38,5v5,T.B,5,w,62,,,or,,,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,26,79,39,,90,91,86,5,62,30
1,5:25,5v5,MTL,76,w,42,,,opr,,,,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,14,42,67,28,76,39,,9,17,42,55,89,30
1,4:16,5v5,T.B,55,b,89,9,,nl,of,,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,17,32,41,28,76,39,,9,17,42,55,89,30
1,4:02,5v5,MTL,14,w,76,42,15,oc,oc,nl,y,y,,y,,,,0,30,20536,12/28/2015,T.B,MTL,,,,14,42,15,28,76,39,,9,17,42,55,89,30
1,2:52,5v5,MTL,41,w,17,,,oc,,,,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,17,32,41,26,79,39,,90,91,86,6,77,30
1,2:37,5v5,T.B,6,w,91,77,,oc,ol,,,y,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,17,32,41,26,79,39,,90,91,86,6,77,30
1,1:32,5v5,MTL,45,w,27,,,or,,,,,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,27,81,43,6,45,39,,13,91,86,5,55,30
2,18:42,5v4,T.B,86,t,51,86,51,or,oelr,or,y,y,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,81,41,6,26,39,0,,42,51,91,86,6,30
2,18:36,5v4,T.B,17,t,77,,,ol,,,y,y,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,17,15,76,79,39,0,,17,90,24,77,89,30
2,18:25,5v4,T.B,89,w,90,77,,oc,ol,,,,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,17,15,76,79,39,0,,17,90,24,77,89,30
2,17:49,5v5,MTL,32,t,14,32,26,or,nr,dr,y,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,14,32,67,26,76,39,,17,90,24,77,89,30
2,17:25,5v5,MTL,6,w,22,67,,oell,ol,,,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,51,22,67,6,26,39,,11,17,24,77,89,30
2,15:01,5v5,MTL,81,w,27,43,,orrl,nc,,y,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,27,81,43,6,45,39,,9,13,23,55,89,30
2,14:58,5v5,MTL,79,w,17,,,ofp,,,,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,17,32,41,26,79,39,,13,51,24,55,89,30
2,14:47,5v5,T.B,13,t,24,,,orrr,,,y,y,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,17,32,41,26,79,39,,13,51,24,55,89,30
2,14:20,5v4,T.B,86,w,51,6,42,or,oc,opl,,y,,y,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,14,15,26,76,39,0,,42,51,91,86,6,30
2,14:08,5v5,T.B,23,w,17,5,,oc,dsc,,,y,,,9,,,0,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,6,45,39,,9,17,23,5,62,30
2,12:14,5v5,T.B,23,o,6,,,or,,,,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,14,42,15,26,79,39,,9,17,23,6,77,30
2,11:13,5v5,T.B,77,w,86,90,,oelc,oelr,,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,28,76,39,,90,91,86,6,77,30
2,11:06,5v5,T.B,6,s,91,,,oc,,,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,28,76,39,,90,91,86,6,77,30
2,10:41,5v5,T.B,89,w,24,13,51,or,or,or,,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,17,32,41,6,45,39,,13,51,24,55,89,30
2,10:03,5v5,MTL,27,o,79,26,27,orrl,oc,opr,y,y,,y,,,,0,30,20536,12/28/2015,T.B,MTL,,,,27,81,43,26,79,39,,11,42,22,55,89,30
2,9:17,5v5,MTL,28,o,76,,,ol,,,,,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,14,42,15,28,76,39,,9,17,23,6,77,30
2,8:24,5v5,T.B,91,s,77,86,,nsl,dl,,,y,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,26,79,39,,90,91,86,6,77,30
2,7:22,5v5,MTL,41,w,45,,,dsc,,,,y,1 on 0,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,17,32,41,6,45,39,,13,51,24,55,89,30
2,5:43,5v5,MTL,26,o,42,14,,opr,nr,,,,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,14,42,15,26,79,39,,9,17,23,5,62,30
2,5:16,5v5,T.B,9,t,86,,,oc,,,y,y,,,17,y,,-1,39,20536,12/28/2015,T.B,MTL,,,,14,42,15,26,79,39,,9,17,23,5,62,30
2,4:57,5v5,T.B,5,w,86,,,or,,,,,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,14,42,15,26,79,39,,9,17,23,5,62,30
2,4:50,5v5,T.B,86,s,5,,,ol,,,,,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,14,42,15,26,79,39,,9,17,23,5,62,30
2,4:17,5v5,T.B,90,s,91,,,or,,,,,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,28,76,39,,90,91,86,5,62,30
2,3:46,5v5,T.B,6,o,24,13,24,orrl,ol,ol,y,,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,27,81,43,6,45,39,,13,51,24,6,77,30
2,2:31,5v5,MTL,26,w,15,,,nl,,,,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,14,42,15,26,79,39,,9,17,23,55,62,30
2,2:11,5v5,T.B,9,w,17,9,17,nr,nr,dr,,,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,14,42,15,26,79,39,,9,17,23,5,62,30
2,2:02,5v5,T.B,62,b,5,,,nr,,,,y,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,14,42,15,26,79,39,,9,90,23,5,62,30
2,1:52,5v5,T.B,90,t,6,90,,ol,of,,,y,,,86,y,,-1,39,20536,12/28/2015,T.B,MTL,,,,32,51,67,28,76,39,,90,91,86,6,77,30
3,19:05,5v5,MTL,79,w,26,42,67,oc,or,ol,,,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,51,41,67,26,79,39,,9,17,23,5,62,30
3,18:47,5v5,MTL,26,s,51,,,opr,,,,,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,51,41,67,26,79,39,,90,91,86,6,77,30
3,18:13,5v5,MTL,45,w,81,,,opl,,,,,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,27,81,43,6,45,39,,13,51,24,6,89,30
3,16:44,5v5,MTL,14,w,42,,,ol,,,,,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,14,42,15,6,45,39,,11,42,22,55,77,30
3,16:05,5v5,T.B,90,w,91,,,nr,,,,y,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,6,45,39,,90,91,86,5,62,30
3,15:51,5v5,T.B,62,s,91,,,ofp,,,,,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,27,81,43,26,79,39,,13,51,24,5,62,30
3,15:16,5v5,MTL,27,s,43,,,nc,,,,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,27,81,43,26,79,39,,13,51,24,5,62,30
3,12:58,5v5,MTL,79,w,81,,,ofp,,,,,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,27,81,43,26,79,39,,9,17,23,5,62,30
3,12:49,5v5,MTL,43,s,81,,,oc,,,,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,27,81,43,26,79,39,,9,17,23,62,77,30
3,11:47,5v5,T.B,91,w,86,90,,dl,dl,,,,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,17,32,15,28,76,39,,90,91,86,5,6,30
