Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Habs,F,F,F,D,D,G/Extra Attacker,Leafs,F,F,F,D,D,G/Extra Attacker
2,3:05,5v3,NYR,21,o,36,61,93,orrc,oc,ol,y,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,14,26,76,31,0,0,,16,20,21,36,93,30
2,2:37,5v3,NYR,21,o,61,16,61,orrr,oc,oc,y,y,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,14,26,76,31,0,0,,16,20,21,36,93,30
2,2:22,5v3,NYR,27,o,16,21,16,oc,ol,oc,y,y,,,20,y,,1,31,20053,10/15/2015,MTL,NYR,,,,17,76,77,31,0,0,,16,20,21,36,27,30
2,1:53,5v3,NYR,36,w,16,27,,oc,or,,y,y,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,17,76,77,31,0,0,,16,20,21,36,27,30
2,1:17,5v3,NYR,61,o,13,93,,orrl,dsr,,y,y,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,10,13,61,22,93,30
2,0:53,6v5,MTL,28,w,67,11,76,oc,or,dsl,y,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,14,11,13,67,28,76,,10,13,25,5,93,30
2,0:24,5v4,MTL,27,o,79,76,13,ol,oc,opr,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,51,13,76,79,31,,28,19,5,18,30,0
2,0:07,5v4,MTL,79,o,76,13,79,oc,opc,oc,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,51,13,76,79,31,,28,25,8,27,30,0
2,0:01,5v4,MTL,76,b,79,,,or,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,51,13,76,79,31,,28,25,8,27,30,0
3,18:34,5v5,NYR,93,s,22,16,,oc,orrl,,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,51,13,15,26,74,31,,10,16,36,22,93,30
3,18:26,5v5,MTL,26,s,11,,,nl,,,,y,2 on 1,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,51,13,15,26,74,31,,10,16,36,22,93,30
3,18:07,5v5,MTL,13,o,27,,,or,,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,81,13,26,74,31,,10,16,36,5,18,30
3,17:17,5v5,MTL,32,w,21,77,,dr,dc,,y,y,1 on 0,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,17,32,21,28,77,31,,24,13,25,22,93,30
3,17:03,5v5,NYR,8,b,13,22,,oc,dc,,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,17,32,21,28,77,31,,24,13,25,8,27,30
3,16:35,5v5,MTL,11,w,76,,,nc,,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,20,21,61,8,27,30
3,14:47,5v5,NYR,10,o,8,10,93,oelc,ol,dc,y,y,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,27,81,21,28,74,31,,10,28,36,8,27,30
3,14:33,5v5,MTL,81,t,27,,,or,,,y,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,81,21,26,74,31,,10,16,36,8,27,30
3,13:13,5v5,NYR,13,t,25,,,or,,,y,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,17,32,21,28,77,31,,24,13,25,5,27,30
3,12:53,5v5,MTL,15,w,76,,,dsc,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,51,22,15,76,79,31,,20,21,61,5,18,30
3,12:48,5v5,MTL,76,w,14,,,of,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,20,21,61,5,18,30
3,12:20,5v5,MTL,67,w,11,,,dc,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,20,21,61,5,18,30
3,12:05,5v5,NYR,21,s,20,61,,or,dc,,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,20,21,61,22,93,30
3,11:31,5v5,MTL,51,o,13,,,oelc,,,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:51,5v5,NYR,25,t,18,13,,oc,opl,,y,y,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,14,32,21,28,77,31,,24,13,25,5,18,30
3,9:32,5v5,NYR,24,t,5,18,,or,oc,,y,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,14,32,21,28,77,31,,24,13,25,5,18,30
3,9:03,5v5,NYR,61,w,27,20,21,nc,dr,dc,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,81,11,67,76,79,31,,20,21,61,22,27,30
3,6:50,5v5,MTL,32,b,21,17,,nc,dc,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,17,32,21,28,77,31,,24,13,25,5,18,30
3,5:12,5v5,MTL,22,b,74,31,,dl,dc,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,51,22,15,26,74,31,,10,16,36,5,93,30
3,5:01,5v5,NYR,10,s,5,16,10,ol,nc,dc,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,51,22,15,26,74,31,,10,16,36,5,18,30
3,4:13,5v5,MTL,13,w,79,81,,oc,opl,,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,81,13,76,79,31,,10,16,36,5,18,30
3,3:33,5v5,MTL,21,t,32,77,,or,dc,,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,17,32,21,74,77,31,,24,13,25,22,93,30
3,3:29,5v5,MTL,67,w,14,,,of,,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,17,32,21,74,77,31,,24,13,25,22,93,30
3,2:05,5v5,MTL,22,w,51,15,,or,or,,y,y,,y,,,,1,30,20053,10/15/2015,MTL,NYR,,,,51,22,15,26,74,31,,10,16,36,22,93,30
3,0:44,6v5,NYR,22,w,13,,,opl,,,,,,,,,,2,31,20053,10/15/2015,MTL,NYR,,,,14,17,67,76,79,31,,10,20,21,61,22,93
1,19:47,5v5,N.J,44,w,14,,,of,,,,,,,,,,0,39,336,11/27/2015,N.J,MTL,35,39,,32,52,41,76,79,39,,14,20,13,7,44,35
1,19:02,5v5,MTL,15,w,51,,,or,,,,y,,,,,,0,35,336,11/27/2015,N.J,MTL,1,35,,51,22,15,26,28,39,,14,20,13,7,44,35
1,18:40,5v5,N.J,22,o,26,,,oell,,,y,,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,51,81,22,26,28,39,,16,22,26,5,6,35
1,16:54,5v5,N.J,44,w,48,,,nl,,,,,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,32,52,41,6,77,39,,48,11,23,7,44,35
1,16:08,5v5,MTL,22,w,28,,,nc,,,,y,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,51,22,15,28,76,39,,16,22,23,5,6,35
1,15:59,5v5,MTL,28,o,51,,,oelpl,,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,51,22,15,28,76,39,,16,22,23,5,6,35
1,15:43,5v5,MTL,76,o,79,14,,opr,of,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,14,21,67,76,79,39,,19,21,51,2,28,35
1,15:27,5v5,MTL,76,w,14,,,oell,,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:52,5v5,MTL,81,w,27,81,,oc,nr,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:36,5v4,MTL,79,w,51,76,51,orrl,ol,opl,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,51,22,15,76,79,39,,14,19,5,6,35,0
1,12:45,5v5,MTL,67,w,14,,,nc,,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,14,27,67,26,28,39,,16,20,26,5,6,35
1,10:36,5v5,MTL,21,t,67,,,orrl,,,y,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,14,21,67,6,77,39,,19,21,51,5,6,35
1,9:10,5v5,MTL,76,s,51,22,15,oc,ol,oc,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,51,22,15,76,79,39,,16,22,26,2,28,35
1,8:20,5v5,MTL,27,w,81,,,nr,,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,27,81,42,26,28,39,,14,20,13,7,44,35
1,7:35,5v4,N.J,13,s,2,20,14,oc,oelpc,oell,,,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,32,41,28,77,39,0,,14,20,13,26,2,35
1,7:06,5v4,N.J,21,w,6,19,,opl,opl,,,y,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,14,67,76,79,39,0,,16,19,21,51,6,35
1,6:14,5v4,N.J,11,w,28,,,or,,,,,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,32,21,41,28,77,39,,48,11,23,7,28,35
1,5:51,5v5,N.J,11,w,48,,,or,,,y,y,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,32,21,41,28,77,39,,48,11,23,5,44,35
1,5:20,5v5,MTL,15,w,51,,,or,,,y,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,51,22,15,26,28,39,,14,20,13,7,44,35
1,3:32,5v5,MTL,14,w,67,77,,orrl,dc,,y,y,2 on 1,,,,,0,35,336,11/27/2015,N.J,MTL,,,,14,21,67,6,77,39,,16,22,26,2,28,35
1,2:55,5v5,N.J,6,w,5,26,,opc,of,,,y,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,51,22,15,26,28,39,,16,22,26,5,6,35
1,2:13,5v5,MTL,26,o,22,28,15,ol,ol,ol,,,,,51,y,,0,35,336,11/27/2015,N.J,MTL,,,,51,22,15,26,28,39,,14,22,26,5,6,35
1,1:25,5v5,N.J,6,w,19,,,of,,,,y,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,14,21,67,76,79,39,,19,21,51,5,6,35
2,19:08,5v5,N.J,14,w,6,,,dl,,,y,y,2 on 1,,,,,0,39,336,11/27/2015,N.J,MTL,,,,14,21,67,6,26,39,,14,20,13,2,28,35
2,18:51,5v5,N.J,14,o,2,14,20,orrc,or,oc,y,y,,y,,,,0,39,336,11/27/2015,N.J,MTL,,,,51,22,15,6,26,39,,14,20,13,2,28,35
2,18:35,5v5,MTL,79,o,51,15,,or,of,,,,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,51,22,15,76,79,39,,48,11,23,2,28,35
2,18:05,5v5,N.J,28,o,23,,,opr,,,,y,,,,,,1,39,336,11/27/2015,N.J,MTL,,,,51,22,15,76,79,39,,48,11,23,28,44,35
2,15:55,4v5,N.J,16,t,19,,,orrl,,,y,y,2 on 1,,19,y,,1,39,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,14:46,5v5,MTL,81,w,15,6,,oc,nl,,y,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,81,21,15,76,79,39,,19,21,51,2,28,35
2,14:04,5v5,MTL,67,w,14,,,nc,,,,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,21,67,76,79,39,,19,21,51,5,6,35
2,13:00,5v5,N.J,28,s,16,22,,opr,ol,,,,,,,,,1,39,336,11/27/2015,N.J,MTL,,,,51,22,15,26,28,39,,16,22,26,28,44,35
2,11:46,6v5,N.J,5,o,13,5,6,opr,or,opl,,,,,,,,1,39,336,11/27/2015,N.J,MTL,,,,32,41,26,77,39,0,,14,20,13,26,2,35
2,11:39,5v4,N.J,13,o,2,20,14,oc,opl,of,,y,,,20,y,,1,39,336,11/27/2015,N.J,MTL,,,,32,41,26,77,39,0,,14,20,13,26,2,35
2,10:54,5v4,N.J,20,o,13,26,2,orrr,oc,opr,y,y,,,20,y,y,1,39,336,11/27/2015,N.J,MTL,,,,81,15,26,77,39,0,,14,20,13,26,2,35
2,9:57,4v5,MTL,41,s,32,,,oc,,,,,,,,,,2,35,336,11/27/2015,N.J,MTL,,,,32,41,76,79,39,0,,14,20,13,26,2,35
2,9:24,5v4,N.J,14,w,6,14,26,or,opr,or,,y,,,,,,2,39,336,11/27/2015,N.J,MTL,,,,14,67,26,77,39,0,,14,20,13,26,6,35
2,8:37,5v4,N.J,21,s,19,21,,opl,ol,,,,,,,,,2,39,336,11/27/2015,N.J,MTL,,,,81,15,76,79,39,0,,16,19,21,51,6,35
2,6:37,5v5,MTL,26,w,28,67,,opl,opl,,,,,,,,,2,35,336,11/27/2015,N.J,MTL,,,,14,21,67,26,28,39,,19,21,51,5,6,35
2,5:33,5v5,N.J,28,w,26,22,,oelpr,oell,,,,,,,,,2,39,336,11/27/2015,N.J,MTL,,,,51,22,15,76,79,39,,16,22,26,2,28,35
2,4:43,5v5,MTL,42,w,81,,,orrl,,,y,y,,y,,,,2,35,336,11/27/2015,N.J,MTL,,,,27,81,42,6,77,39,,48,11,23,7,44,35
2,3:47,5v5,MTL,14,s,28,,,nc,,,,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,21,67,28,76,39,,14,20,13,2,28,35
2,1:29,5v5,MTL,79,w,41,32,,or,of,,,,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,21,67,76,79,39,,19,21,51,6,28,35
2,1:11,5v5,N.J,48,b,28,48,28,ol,ol,nc,y,y,,,,,,1,39,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,18:18,5v5,MTL,76,s,79,76,79,opl,opr,opl,,,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,21,67,76,79,39,,19,21,51,5,6,35
3,17:45,5v5,N.J,7,o,22,2,7,ol,ol,opr,,,,,,,,1,39,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:11,5v5,MTL,15,s,51,22,28,oc,or,nr,,,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,51,22,15,26,28,39,,16,22,26,7,28,35
3,14:14,5v5,MTL,14,w,77,,,dc,,,,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,41,67,6,77,39,,14,20,13,2,6,35
3,14:00,5v5,MTL,67,o,14,76,,ol,nc,,,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,41,67,76,79,39,,19,51,20,5,6,35
3,13:04,5v5,MTL,52,w,26,,,or,,,,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,32,52,21,26,28,39,,21,51,11,5,7,35
3,12:20,5v5,MTL,15,w,22,,,ol,,,y,,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,12:00,5v4,MTL,76,s,14,76,14,opl,oc,ofp,,,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,27,67,76,79,39,,14,19,5,6,35,0
3,11:23,5v4,MTL,14,w,27,14,27,or,oelr,or,,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,27,67,76,79,39,,14,19,5,6,35,0
3,11:01,5v4,MTL,27,o,76,79,,oc,opl,,y,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:47,5v4,MTL,14,w,79,67,,orrl,oc,,y,,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,27,67,76,79,39,,14,19,5,6,35,0
3,10:38,5v4,MTL,76,o,79,14,76,opr,opr,or,,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,27,67,76,79,39,,14,19,5,6,35,0
3,10:32,5v4,MTL,67,t,14,79,,or,oc,,y,,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,27,67,76,79,39,,14,19,5,6,35,0
3,10:24,5v4,MTL,76,o,14,27,14,or,or,or,,,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:07,5v5,MTL,67,t,14,76,27,orrr,oc,opc,y,y,,,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,27,67,76,79,39,,14,16,19,5,6,35
3,9:24,5v5,N.J,22,w,26,,,nl,,,,,,,,,,1,39,336,11/27/2015,N.J,MTL,,,,81,22,15,26,28,39,,11,22,23,28,44,35
3,8:45,5v5,MTL,27,b,67,,,dl,,,y,y,1 on 0,y,,,,1,35,336,11/27/2015,N.J,MTL,,,,14,27,67,76,79,39,,19,21,51,5,6,35
3,8:20,5v5,N.J,2,w,13,,,opr,,,,y,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,51,22,15,26,28,39,,14,20,13,2,44,35
3,5:39,5v5,N.J,22,w,26,,,ol,,,,,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,5:29,5v5,N.J,20,t,44,14,13,ol,oelpl,oelr,y,y,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,81,21,41,76,79,39,,14,20,13,7,44,35
3,4:16,5v5,N.J,2,w,28,16,22,opr,opr,or,,,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,51,22,15,76,79,39,,16,22,26,2,28,35
3,4:06,5v5,N.J,26,o,22,26,,ol,ol,,,,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,51,22,15,76,79,39,,16,22,26,2,28,35
3,2:59,5v5,MTL,6,o,81,32,,opr,or,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,32,81,42,6,77,39,,14,20,13,5,7,35
3,2:42,5v5,MTL,81,s,6,32,,or,opr,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,32,81,42,6,77,39,,14,20,13,5,7,35
3,1:08,5v5,MTL,76,w,79,,,opl,,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,51,22,15,76,79,39,,16,22,26,5,7,35
4,4:41,3v3,MTL,67,w,26,67,14,nr,nl,dl,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
4,3:53,3v3,MTL,15,s,14,,,oc,,,,y,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,14,15,0,0,76,39,,0,19,0,2,28,35
4,3:21,3v3,MTL,76,w,15,,,orrl,,,y,y,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,51,15,0,0,76,39,,0,14,0,2,28,35
4,1:25,3v3,N.J,6,w,14,6,,ol,dc,,,y,,,,,,0,39,336,11/27/2015,N.J,MTL,,,,14,51,15,0,0,39,,0,14,20,6,0,35
4,0:45,4v3,MTL,67,w,14,,,oc,,,,y,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,14,67,0,0,79,39,,0,19,20,6,0,35
4,0:11,4v3,MTL,67,t,14,27,14,oelr,or,opr,y,y,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,14,27,67,0,76,39,,0,19,0,2,5,35
4,0:02,4v3,MTL,76,o,14,27,14,orrr,or,or,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,14,27,67,0,76,39,,0,19,0,2,5,35
4,0:01,4v3,MTL,76,o,14,,,of,,,,,,,,,,0,35,336,11/27/2015,N.J,MTL,,,,14,27,67,0,76,39,,0,19,0,2,5,35
1,19:10,5v5,MTL,67,w,76,67,79,nr,nl,dl,,,,,,,,0,50,20202,11/7/2015,MTL,BOS,39,50,,14,11,67,76,79,39,,37,63,14,33,86,50
1,18:20,5v4,BOS,51,w,46,63,46,oc,opl,oc,,y,,,,,,0,39,20202,11/7/2015,MTL,BOS,,,,17,41,26,74,39,0,,37,46,51,21,47,50
1,18:10,5v4,BOS,21,t,37,51,46,oc,or,oc,y,y,,y,,,,0,39,20202,11/7/2015,MTL,BOS,,,,14,67,76,77,39,0,,37,46,51,21,47,50
1,17:30,5v5,MTL,21,o,28,81,77,oc,opr,nr,y,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,27,81,21,28,77,39,,41,11,39,33,48,50
1,16:52,5v5,MTL,22,o,51,,,oelr,,,y,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,76,79,39,,37,63,14,47,54,50
1,16:17,5v5,MTL,76,o,51,22,,opr,or,,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,11,15,76,79,39,,46,63,14,62,86,50
1,16:13,5v5,BOS,72,w,46,,,nc,,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,11,15,76,79,39,,46,72,21,47,54,50
1,16:08,5v5,BOS,72,w,54,46,,opr,opr,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,11,15,76,79,39,,46,72,21,47,54,50
1,15:59,5v5,BOS,46,w,21,,,oelc,,,y,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,11,15,76,79,39,,46,72,21,47,54,50
1,14:51,5v5,MTL,77,o,17,41,77,orrl,nl,nc,y,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,17,32,41,28,77,39,,36,51,11,62,86,50
1,14:41,5v5,MTL,27,t,26,,,or,,,y,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,27,81,21,26,74,39,,41,51,39,62,86,50
1,13:53,5v5,BOS,47,w,14,,,opr,,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,51,81,22,74,76,39,,37,63,14,47,54,50
1,13:30,5v5,MTL,22,w,76,22,,nc,dl,,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,76,79,39,,37,63,14,47,54,50
1,13:21,5v5,MTL,51,o,79,,,opl,,,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,76,79,39,,37,63,14,47,54,50
1,11:12,5v5,MTL,11,w,74,,,oc,,,,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,11,15,74,77,39,,51,11,39,62,86,50
1,10:35,5v5,MTL,67,w,14,67,,oc,nc,,,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,22,67,28,77,39,,25,36,41,47,54,50
1,10:25,5v5,MTL,79,o,76,,,opl,,,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,8:06,5v5,BOS,39,w,51,,,nr,,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,51,11,39,62,86,50
1,7:52,5v4,BOS,46,o,51,46,,opr,oc,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,17,15,76,79,39,0,,37,46,51,21,47,50
1,6:38,5v4,BOS,14,o,33,48,33,oc,opr,oc,y,,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,81,41,26,74,39,0,,63,11,14,33,48,50
1,5:14,5v4,BOS,51,w,21,,,nl,,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,41,26,74,39,0,,37,46,51,21,47,50
