Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,STL,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
3,6:34,5v4,STL,42,w,27,20,,or,dr,,y,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,15,21,42,27,55,1,,11,15,7,57,50,0
3,5:58,5v5,CHI,88,w,72,86,,oc,nl,,,y,,,,,,2,1,20723,1/24/2016,CHI,STL,,,,15,21,42,27,55,1,,72,88,86,2,4,50
3,3:13,5v5,STL,36,w,21,26,,oelc,ol,,y,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,21,26,36,19,55,1,,19,65,81,32,57,50
3,3:06,5v5,STL,36,w,26,19,,oelc,ol,,,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,21,26,36,19,55,1,,19,65,81,32,57,50
3,1:48,6v5,STL,15,w,23,42,,oelr,oelc,,y,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,15,26,23,42,22,55,,15,72,88,2,4,50
3,0:46,6v5,STL,27,w,26,22,,oelc,oelc,,y,y,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,21,26,91,20,22,27,,11,19,81,2,4,50
3,0:36,6v5,STL,22,o,27,22,20,oc,opl,opl,,y,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,21,26,91,20,22,27,,11,19,81,2,4,50
3,0:25,6v5,STL,20,o,22,27,22,opc,opr,opl,,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,21,26,91,20,22,27,,11,19,81,2,4,50
1,19:16,5v5,STL,20,w,21,42,,or,nl,,y,,,,,,,0,1,20823,2/12/2016,FLA,STL,1,1,,21,42,20,19,22,1,,11,27,68,5,7,1
1,18:04,5v5,STL,6,s,26,36,,opr,oelr,,,y,,,,,,0,1,20823,2/12/2016,FLA,STL,35,,,15,26,36,6,41,1,,42,73,48,3,37,1
1,16:40,5v5,STL,42,w,20,,,oc,,,y,y,,,42,y,,0,1,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,17,22,28,5,7,1
1,16:24,5v5,STL,91,w,17,,,opr,,,,,,,,,,0,1,20823,2/12/2016,FLA,STL,,,,12,17,91,6,41,1,,11,27,68,6,51,1
1,16:03,5v5,FLA,68,w,11,68,,or,or,,y,,,,,,,0,1,20823,2/12/2016,FLA,STL,,,,12,17,91,6,41,1,,11,27,68,6,51,1
1,15:22,5v5,FLA,18,o,36,21,18,orrl,oc,oc,y,,,,,,,0,1,20823,2/12/2016,FLA,STL,,,,21,42,20,4,55,1,,21,18,36,5,7,1
1,15:13,5v5,FLA,18,w,21,,,oc,,,y,y,,,,,,0,1,20823,2/12/2016,FLA,STL,,,,21,42,20,4,55,1,,21,18,36,5,7,1
1,13:44,5v5,FLA,42,b,48,3,,dsr,dr,,,y,2 on 1,,,,,1,1,20823,2/12/2016,FLA,STL,,,,12,17,91,19,22,1,,42,73,48,3,51,1
1,13:39,5v5,FLA,42,t,73,,,oc,,,y,y,,,,,,1,1,20823,2/12/2016,FLA,STL,,,,12,17,91,19,22,1,,42,73,48,6,51,1
1,11:01,5v5,FLA,48,w,73,3,42,nc,nl,dl,,,,,,,,1,1,20823,2/12/2016,FLA,STL,,,,21,42,20,4,55,1,,42,73,48,5,7,1
1,10:31,5v5,STL,42,s,4,55,,dl,dr,,,y,,,,,,1,1,20823,2/12/2016,FLA,STL,,,,21,42,20,4,55,1,,42,73,48,5,7,1
1,10:09,5v5,FLA,51,w,27,,,ofp,,,,,,,,,,1,1,20823,2/12/2016,FLA,STL,,,,15,26,36,6,41,1,,11,27,68,6,51,1
1,9:13,5v5,STL,91,s,17,,,or,,,y,y,,,,,,1,1,20823,2/12/2016,FLA,STL,,,,12,17,91,19,41,1,,21,18,36,3,7,1
1,6:21,5v5,FLA,28,t,51,,,oc,,,y,,,,,,,0,1,20823,2/12/2016,FLA,STL,,,,28,10,20,4,55,1,,17,22,28,6,51,1
1,5:03,5v5,STL,36,t,6,41,26,ol,opl,of,y,y,,,,,,0,1,20823,2/12/2016,FLA,STL,,,,15,26,36,6,41,1,,21,18,36,5,7,1
1,4:04,5v5,STL,55,w,91,,,or,,,y,y,,,17,y,y,0,1,20823,2/12/2016,FLA,STL,,,,17,28,91,4,55,1,,11,27,68,6,51,1
1,3:47,5v5,STL,19,o,42,,,ol,,,y,,,,,,,-1,1,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,11,27,68,6,51,1
1,1:08,5v4,STL,22,o,26,20,,opr,or,,,,,,,,,-1,1,20823,2/12/2016,FLA,STL,,,,26,42,91,20,22,1,,17,18,6,7,1,0
2,19:17,5v4,FLA,36,w,51,36,,oc,ofp,,,,,,68,y,,-1,1,20823,2/12/2016,FLA,STL,,,,26,36,19,22,1,0,,21,18,68,36,51,35
2,18:30,4v5,STL,10,o,28,,,oelc,,,y,y,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,28,10,4,55,1,0,,11,21,27,73,51,35
2,15:56,5v4,FLA,5,o,18,11,5,oc,opr,or,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,42,20,19,22,1,0,,11,27,73,18,5,35
2,15:51,5v4,FLA,18,s,11,,,opr,,,,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,42,20,19,22,1,0,,11,27,73,18,5,35
2,15:42,5v4,FLA,27,o,11,5,,or,ol,,y,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,42,20,19,22,1,0,,11,27,73,18,5,35
2,15:14,5v5,STL,91,w,19,22,,dsr,dl,,y,,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,12,15,91,6,41,1,,17,22,28,3,5,35
2,13:27,5v5,STL,19,w,10,28,75,opr,oell,ol,,y,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,28,10,75,19,22,1,,42,73,48,6,51,35
2,13:01,5v5,STL,21,o,42,,,oelc,,,y,y,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,21,42,20,6,41,1,,42,73,48,6,51,35
2,12:20,5v5,FLA,68,w,11,,,oc,,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,12,17,91,19,22,1,,11,27,68,5,7,35
2,12:02,5v5,STL,19,w,17,91,12,orrc,or,oc,y,y,,,91,y,y,-2,35,20823,2/12/2016,FLA,STL,,,,12,17,91,19,22,1,,11,27,68,5,7,35
2,11:31,5v5,FLA,37,w,36,21,,dl,nl,,,y,,,,,,-3,1,20823,2/12/2016,FLA,STL,,,,15,26,36,6,41,1,,21,18,36,3,37,35
2,10:22,5v5,STL,10,s,19,,,dsl,,,y,y,,,,,,-3,35,20823,2/12/2016,FLA,STL,,,,28,10,75,19,22,1,,17,22,28,3,6,35
2,10:17,5v5,STL,91,w,19,12,,ol,of,,,,,,,,,-3,35,20823,2/12/2016,FLA,STL,,,,12,17,91,19,22,1,,42,73,48,6,51,35
2,9:16,5v5,FLA,5,o,11,68,,opr,oc,,,y,,y,,,,-3,1,20823,2/12/2016,FLA,STL,,,,15,26,36,6,41,1,,11,27,68,5,7,35
2,7:38,5v5,FLA,68,t,11,68,17,ol,oc,nr,y,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,12,17,91,19,22,1,,11,27,68,6,51,35
2,7:07,5v5,FLA,11,w,68,,,oelc,,,y,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,12,17,91,19,22,1,,11,27,68,3,37,35
2,6:58,5v5,FLA,27,w,37,,,nr,,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,12,17,91,19,22,1,,11,27,68,3,37,35
2,6:06,5v5,FLA,73,w,42,,,nr,,,,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,26,10,36,4,55,1,,42,73,48,5,7,35
2,5:08,5v5,FLA,6,s,36,,,opr,,,,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,4,6,1,,21,18,36,6,51,35
2,4:57,5v5,FLA,21,w,18,6,,oelc,or,,y,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,4,6,1,,21,18,36,6,51,35
2,4:01,5v5,FLA,11,w,68,,,oc,,,y,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,12,17,91,19,41,1,,11,27,68,5,7,35
2,3:32,5v5,STL,22,s,17,,,opl,,,,y,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,12,17,91,22,55,1,,11,27,68,5,7,35
2,3:15,5v5,STL,10,t,75,10,,or,nc,,y,,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,2:37,5v5,STL,4,o,36,,,opl,,,,,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,15,26,36,4,55,1,,42,73,48,6,51,35
2,2:19,4v4,FLA,7,o,5,36,,opl,of,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,12,91,19,22,1,0,,21,36,5,7,35,0
2,2:10,4v4,STL,22,w,91,,,oc,,,,y,,,12,,,-2,35,20823,2/12/2016,FLA,STL,,,,12,91,19,22,1,0,,21,36,5,7,35,0
2,2:04,4v4,STL,12,w,91,12,,oelc,ol,,y,,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,12,91,19,22,1,0,,21,36,5,7,35,0
2,1:11,4v4,FLA,18,s,68,,,or,,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,17,20,4,55,1,0,,18,68,3,51,35,0
2,1:01,4v4,FLA,18,w,51,,,nc,,,,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,15,26,4,55,1,0,,27,18,3,51,35,0
3,19:39,5v5,STL,55,s,42,20,,opr,oell,,,,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,21,42,20,4,55,1,,11,27,68,5,7,35
3,19:35,5v5,STL,21,o,20,,,oc,,,y,,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,21,42,20,4,55,1,,11,27,68,5,7,35
3,19:26,5v5,FLA,27,b,11,68,,nc,dr,,y,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,4,55,1,,11,27,68,5,7,35
3,17:20,5v5,STL,55,w,28,,,oc,,,,,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,28,10,75,4,55,1,,73,22,28,3,37,35
3,16:15,5v5,STL,20,w,21,22,,or,dr,,,,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,11,27,68,5,7,35
3,16:07,5v5,FLA,11,w,68,,,or,,,y,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,11,27,68,5,7,35
3,15:33,5v5,STL,6,w,91,12,,opr,oc,,,y,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,12,17,91,6,41,1,,21,18,36,6,51,35
3,14:16,5v5,STL,21,w,20,,,orrr,,,y,y,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,11,27,68,5,7,35
3,14:06,5v5,FLA,21,s,11,,,opl,,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,11,21,68,5,51,35
3,13:30,5v5,FLA,6,s,36,,,opr,,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,21,18,36,6,51,35
3,13:29,5v5,FLA,36,t,18,21,,orrc,oc,,y,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,21,18,36,6,51,35
3,13:11,5v5,FLA,51,w,6,36,21,ol,opc,oelr,,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,21,18,36,6,51,35
3,13:01,5v5,FLA,21,w,51,21,,oc,opl,,,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,21,18,36,6,51,35
3,11:42,5v5,STL,6,w,26,,,opr,,,,y,,,,,,-2,35,20823,2/12/2016,FLA,STL,,,,15,26,36,6,41,1,,27,42,48,5,7,35
3,10:40,5v5,FLA,21,w,18,3,,ol,ol,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,21,18,36,3,37,35
3,10:21,5v5,FLA,18,b,36,,,nc,,,,y,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,42,20,6,41,1,,21,18,36,7,37,35
3,9:13,5v5,FLA,11,o,51,68,,orrc,oc,,y,y,,y,,,,-2,1,20823,2/12/2016,FLA,STL,,,,15,26,36,19,22,1,,11,73,68,6,51,35
3,8:18,5v5,FLA,5,w,18,,,oelpr,,,,y,,,,,,-1,1,20823,2/12/2016,FLA,STL,,,,12,17,42,4,55,1,,21,18,36,5,7,35
3,8:15,5v5,FLA,18,o,21,,,oelc,,,y,y,,,,,,-1,1,20823,2/12/2016,FLA,STL,,,,12,17,42,4,55,1,,21,18,36,5,7,35
3,8:13,5v5,FLA,5,w,18,,,opl,,,,y,,,,,,-1,1,20823,2/12/2016,FLA,STL,,,,12,17,42,4,55,1,,21,18,36,5,7,35
3,7:46,5v5,STL,20,w,42,,,nc,,,,y,,,,,,-1,35,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,27,42,48,5,7,35
3,7:43,5v5,STL,20,b,42,21,,oelc,or,,y,y,,y,,,,-1,35,20823,2/12/2016,FLA,STL,,,,21,42,20,19,22,1,,27,42,48,5,7,35
3,6:52,5v4,FLA,48,o,36,51,,or,ol,,y,y,,,21,,,-2,1,20823,2/12/2016,FLA,STL,,,,12,36,19,22,1,0,,21,48,68,36,51,35
3,6:38,5v4,FLA,51,s,36,68,,opr,oelr,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,26,4,55,1,0,,21,48,68,36,51,35
3,5:30,5v5,FLA,73,w,7,,,ol,,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,21,26,20,6,41,1,,17,73,22,3,7,35
3,5:09,5v5,FLA,22,t,3,17,28,oc,opr,or,y,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,12,42,91,19,22,1,,17,22,28,3,7,35
3,1:35,6v5,FLA,51,w,36,,,opc,,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,0:34,6v5,FLA,73,w,11,68,,opr,oelr,,,,,,,,,-2,1,20823,2/12/2016,FLA,STL,,,,42,91,20,19,22,1,,11,17,21,73,68,5
