Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,STL,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
2,5:40,5v5,EDM,2,o,93,,,opl,,,,,,,20,,,0,1,20008,10/8/2015,STL,EDM,,,,12,15,17,6,55,1,,23,55,20,2,5,33
2,4:51,5v5,STL,36,o,23,,,opr,,,,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,23,36,42,19,27,1,,93,16,67,8,62,33
2,4:34,5v5,STL,91,w,42,,,orrr,,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,23,42,91,4,27,1,,97,16,67,8,62,33
2,3:34,5v5,STL,20,w,4,,,dsl,,,,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,91,20,4,22,1,,97,4,28,8,19,33
2,2:18,5v5,STL,28,w,27,,,dsc,,,Y,,1 on 0,,,,,0,33,20008,10/8/2015,STL,EDM,,,,9,28,75,19,27,1,,23,55,42,19,77,33
2,1:52,5v5,STL,17,w,12,,,dr,,,,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,12,15,17,19,27,1,,93,20,67,2,5,33
2,1:00,5v5,STL,22,o,26,,,opr,,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,91,20,4,22,1,,93,16,4,2,5,33
2,0:44,5v5,STL,22,w,91,20,22,oc,opc,oc,Y,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,91,20,4,22,1,,93,16,4,2,5,33
2,0:39,5v5,STL,19,w,36,,,opr,,,,,,,27,,,0,33,20008,10/8/2015,STL,EDM,,,,17,36,42,19,27,1,,23,4,28,19,77,33
2,0:01,5v5,STL,19,s,42,,,nr,,,,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,17,36,42,19,27,1,,51,4,28,19,77,33
3,18:07,5v5,EDM,97,w,42,8,4,dr,dr,dl,,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,23,36,42,19,27,1,,97,4,42,8,62,33
3,17:11,5v4,EDM,19,w,93,,,of,,,,,,,97,,,0,1,20008,10/8/2015,STL,EDM,,,,36,42,19,27,1,0,,93,97,4,67,19,33
3,17:02,5v4,EDM,4,w,19,97,,opr,opr,,,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,36,42,19,27,1,0,,93,97,4,67,19,33
3,16:54,5v4,EDM,97,b,4,93,,orrl,ol,,Y,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,36,42,19,27,1,0,,93,97,4,67,19,33
3,14:23,5v5,STL,20,w,26,91,,oc,nc,,Y,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,91,20,4,22,1,,93,16,67,19,77,33
3,14:16,5v5,STL,4,w,91,26,,or,opc,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,91,20,4,22,1,,93,16,67,19,77,33
3,13:52,5v5,EDM,16,w,93,,,oc,,,,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,26,91,20,4,22,1,,93,16,67,19,77,33
3,13:22,5v5,EDM,4,o,42,,,or,,,Y,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,12:56,5v5,STL,91,w,26,,,ol,,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,91,20,4,22,1,,97,10,4,8,62,33
3,12:35,5v5,EDM,62,o,51,28,,or,oelr,,Y,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,26,91,20,4,22,1,,51,10,28,8,62,33
3,11:57,5v5,STL,55,w,6,42,,opl,of,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,23,36,42,6,55,1,,23,55,20,8,77,33
3,11:36,5v5,STL,55,w,36,,,oc,,,,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,28,23,36,6,55,1,,23,55,20,19,77,33
3,11:14,5v5,EDM,16,o,93,,,or,,,Y,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,9,28,75,19,27,1,,93,16,67,19,77,33
3,11:08,5v5,EDM,93,w,16,,,or,,,Y,,,,19,,,0,1,20008,10/8/2015,STL,EDM,,,,9,28,75,19,27,1,,93,16,67,19,77,33
3,10:47,5v5,STL,22,w,25,9,,oelr,ol,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,9,12,75,22,27,1,,93,16,67,19,77,33
3,10:31,5v5,STL,15,w,12,91,22,oc,oc,or,Y,Y,,Y,,,,0,33,20008,10/8/2015,STL,EDM,,,,12,15,17,22,27,1,,93,16,67,19,77,33
3,9:20,4v5,EDM,23,w,77,,,oc,,,,Y,,,,,,1,1,20008,10/8/2015,STL,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,8:16,5v4,STL,55,s,27,12,17,opc,opc,ol,,Y,,,,,,1,33,20008,10/8/2015,STL,EDM,,,,12,17,36,27,55,1,,93,16,8,62,33,0
3,7:57,5v4,STL,17,w,27,17,,or,opr,oelr,,Y,,,,,,1,33,20008,10/8/2015,STL,EDM,,,,12,17,36,27,55,1,,23,55,62,77,33,0
3,5:57,5v5,EDM,10,w,28,8,,or,or,,Y,Y,,,,,,1,1,20008,10/8/2015,STL,EDM,,,,23,36,42,6,55,1,,51,10,28,8,62,33
3,5:46,5v5,EDM,4,w,16,,,ol,,,,,,,,,,1,1,20008,10/8/2015,STL,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,4:48,5v5,EDM,5,w,42,,,opr,,,,Y,,,,,,1,1,20008,10/8/2015,STL,EDM,,,,26,91,20,19,27,1,,97,42,67,2,5,33
3,4:32,5v5,EDM,42,w,67,,,or,,,,Y,,,,,,1,1,20008,10/8/2015,STL,EDM,,,,26,91,20,19,27,1,,97,42,67,2,8,33
3,4:17,5v5,EDM,8,o,97,67,,ol,nr,,,,,,,,,1,1,20008,10/8/2015,STL,EDM,,,,36,42,20,19,27,1,,97,10,28,8,62,33
3,3:28,5v5,EDM,19,s,28,,,opr,,,,,,,,,,1,1,20008,10/8/2015,STL,EDM,,,,23,42,75,6,55,1,,51,10,28,19,77,33
3,3:21,5v5,STL,55,w,42,,,nl,,,,Y,,,,,,1,33,20008,10/8/2015,STL,EDM,,,,23,42,75,6,55,1,,51,10,28,19,77,33
3,2:01,5v5,EDM,8,w,97,42,,opl,or,,,,,,,,,1,1,20008,10/8/2015,STL,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:29,5v5,STL,20,w,91,,,dl,,,,Y,,,,,,1,33,20008,10/8/2015,STL,EDM,,,,26,91,20,4,22,1,,51,10,28,8,77,33
3,0:18,5v5,STL,36,b,17,,,dc,,,,Y,,Y,,,,1,33,20008,10/8/2015,STL,EDM,,,,17,36,42,4,22,1,,93,97,16,4,2,19
1,19:30,5v5,STL,36,w,19,,,nc,,,,,,,,,,0,30,20062,10/16/2015,VAN,STL,30,34,,12,17,36,19,27,34,,21,33,22,2,44,30
1,19:09,5v5,STL,36,t,19,27,17,ol,or,opr,,,,,,,,0,30,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:07,5v5,STL,10,w,42,20,4,orrl,nc,dl,,,,,,,,0,30,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,17:54,5v5,STL,41,w,10,42,,opl,of,,,y,,,,,,0,30,20062,10/16/2015,VAN,STL,,,,10,23,42,6,41,34,,21,91,36,5,27,30
1,17:02,5v5,VAN,8,w,9,,,ol,,,,,,,,,,0,34,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:49,5v5,VAN,9,o,24,9,,oelc,oelr,,y,y,,,,,,0,34,20062,10/16/2015,VAN,STL,,,,26,91,20,4,55,34,,18,24,9,8,23,30
1,15:09,5v5,STL,12,w,36,19,,nr,dc,,y,y,,,,,,0,30,20062,10/16/2015,VAN,STL,,,,12,17,36,6,41,34,,53,17,14,5,27,30
1,14:57,5v5,STL,41,w,17,,,opr,,,,,,,,,,0,30,20062,10/16/2015,VAN,STL,,,,12,17,36,6,41,34,,53,17,14,5,27,30
1,13:55,5v5,VAN,18,w,24,,,oc,,,,y,,,18,y,,0,34,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:33,5v5,STL,17,w,12,,,or,,,y,y,,,,,,0,30,20062,10/16/2015,VAN,STL,,,,12,17,36,4,55,34,,21,53,15,2,44,30
1,12:24,5v5,STL,12,w,17,4,,orrl,ol,,y,y,,y,,,,0,30,20062,10/16/2015,VAN,STL,,,,12,17,36,4,55,34,,21,53,15,2,44,30
1,11:00,5v5,VAN,33,w,21,,,or,,,,y,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,26,91,20,4,55,34,,21,33,22,8,23,30
1,9:58,5v5,STL,6,o,23,42,,opc,of,,,,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,10,23,42,6,41,34,,91,36,14,2,44,30
1,9:56,5v5,STL,42,w,23,,,of,,,y,y,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,10,23,42,6,41,34,,91,36,14,2,44,30
1,9:24,5v4,STL,27,w,20,36,,or,ofp,,y,y,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,8:49,5v4,STL,27,s,20,36,27,ol,or,opr,,y,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,26,36,91,20,27,34,,53,36,8,23,30,0
1,7:51,5v4,STL,19,w,12,17,,oelc,ol,,,,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,12,17,36,19,55,34,,21,9,2,5,30,0
1,7:41,5v4,STL,91,w,27,26,,oc,of,,,,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,26,91,20,19,27,34,,15,24,8,23,30,0
1,6:57,5v5,STL,28,w,93,28,,oelc,or,,,,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,6:37,5v5,STL,28,w,34,,,dsc,,,,y,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,9,28,93,41,55,34,,21,33,22,5,27,30
1,6:09,5v5,VAN,21,w,33,22,21,oelc,ol,oell,,,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,9,23,42,6,41,34,,21,33,22,5,27,30
1,5:37,5v5,VAN,36,w,14,,,oelc,,,,y,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,10,23,42,19,27,34,,91,36,14,8,23,30
1,5:15,5v5,STL,19,o,17,27,17,opl,nc,nl,,y,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,12,17,36,19,27,34,,21,33,22,2,44,30
1,4:28,5v5,STL,9,o,93,,,oelc,,,,,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,9,28,93,4,55,34,,18,24,9,5,27,30
1,3:33,5v4,VAN,33,o,22,23,21,ol,orrr,or,,y,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,36,42,4,41,34,0,,21,33,17,22,23,30
1,3:20,5v4,VAN,27,o,8,27,91,ol,or,opr,,y,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,36,42,4,41,34,0,,53,91,14,8,27,30
1,3:14,5v4,VAN,8,o,27,91,14,oc,opr,oc,,,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,36,42,4,41,34,0,,53,91,14,8,27,30
1,1:50,5v5,STL,91,w,6,,,orrl,,,,,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,1:34,5v5,STL,10,w,23,,,dc,,,,y,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,10,23,42,4,41,34,,24,36,9,5,27,30
1,0:57,5v5,STL,91,w,27,42,,or,oelpr,,,y,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,23,42,91,19,27,34,,24,36,9,2,44,30
1,0:54,5v5,STL,91,w,20,26,,opc,of,,y,y,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,26,91,20,19,27,34,,53,15,17,8,23,30
1,0:26,5v5,VAN,8,w,15,,,opl,,,,,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,26,91,20,19,27,34,,53,15,17,8,23,30
2,19:02,5v5,STL,4,w,20,,,opl,,,,,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:35,5v5,VAN,23,o,17,,,opl,,,,,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,26,91,20,4,55,34,,53,15,17,8,23,30
2,18:11,5v5,VAN,5,w,53,8,,or,ol,,y,y,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,26,91,20,4,55,34,,53,15,17,5,8,30
2,17:59,5v5,STL,6,s,91,26,,or,nl,,y,y,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,26,91,20,6,41,34,,53,17,14,5,8,30
2,17:07,5v5,VAN,5,w,91,,,orrc,,,y,y,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,9,10,42,6,19,34,,91,36,14,2,5,30
2,16:51,5v5,STL,28,w,9,,,or,,,,,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,9,28,93,19,27,34,,24,36,9,2,5,30
2,15:43,5v5,STL,17,w,28,,,or,,,y,,,,,,,-1,30,20062,10/16/2015,VAN,STL,,,,12,17,36,4,55,34,,21,33,22,27,44,30
2,15:09,5v5,STL,20,w,91,26,91,orrc,or,nc,y,y,3 on 2,y,,,,-1,30,20062,10/16/2015,VAN,STL,,,,26,91,20,6,41,34,,53,15,17,8,23,30
2,14:41,5v5,STL,41,w,26,20,,oelpr,oc,,,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,26,91,20,6,41,34,,53,15,17,8,23,30
2,13:49,5v5,VAN,36,t,27,14,36,oc,ol,ol,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,93,10,23,4,55,34,,91,36,14,5,27,30
2,12:35,5v4,STL,12,s,17,20,,oc,dr,,y,y,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,12,17,36,19,55,34,,21,14,8,23,30,0
2,10:59,5v4,VAN,22,w,33,23,,ol,nc,,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,10:40,5v4,VAN,22,w,33,22,17,oelc,ol,ol,y,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,9,28,19,27,34,0,,21,33,17,22,23,30
2,10:31,5v4,VAN,23,w,22,33,21,opr,oelc,oc,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,9,28,19,27,34,0,,21,33,17,22,23,30
2,10:16,5v4,VAN,21,w,17,23,22,ol,oc,opr,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,9,28,19,27,34,0,,21,33,17,22,23,30
2,9:59,5v5,STL,41,w,91,20,26,orrr,nc,dl,y,y,,y,,,,-2,30,20062,10/16/2015,VAN,STL,,,,26,91,20,6,41,34,,91,36,14,2,44,30
2,8:15,5v5,STL,4,w,91,20,55,oc,opr,or,,,,,,,,-3,30,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,8:05,5v5,VAN,53,s,17,,,nl,,,,,,,,,,-3,34,20062,10/16/2015,VAN,STL,,,,26,91,20,4,55,34,,53,17,9,8,23,30
2,7:48,5v5,STL,26,w,91,26,4,orrl,nc,dc,y,y,,,,,,-3,30,20062,10/16/2015,VAN,STL,,,,26,36,20,19,27,34,,53,17,22,8,23,30
2,7:23,4v5,VAN,21,w,5,,,dr,,,y,y,2 on 1,y,,,,-3,34,20062,10/16/2015,VAN,STL,,,,12,17,42,19,55,34,,21,14,2,5,30,0
2,6:18,5v4,STL,55,s,91,26,91,oelpc,ol,ol,,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,26,42,91,27,55,34,,24,9,8,23,30,0
2,4:25,5v5,VAN,22,w,33,2,,oelc,ol,,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,26,91,20,6,19,34,,33,36,22,2,44,30
2,4:14,5v5,VAN,44,o,2,33,22,ol,opl,ol,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,26,91,20,6,19,34,,33,36,22,2,44,30
2,2:56,5v5,STL,6,w,42,,,or,,,y,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,10,23,42,6,41,34,,91,36,14,5,27,30
2,2:24,5v5,STL,27,w,10,42,,oelpr,or,,,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,10,23,42,19,27,34,,91,36,14,5,27,30
2,2:09,5v5,STL,10,a,23,10,,or,oelr,,y,y,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,10,23,42,19,27,34,,91,36,14,5,27,30
2,1:17,5v4,VAN,22,w,33,22,33,oelc,or,or,y,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,9,28,19,27,34,0,,33,17,18,22,23,30
2,0:33,5v4,VAN,91,w,14,,,nc,,,,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,36,20,4,41,34,0,,53,91,14,8,27,30
3,19:54,5v4,VAN,22,w,17,,,nc,,,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,19:24,5v4,VAN,17,w,22,33,23,or,or,or,y,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,28,20,19,27,34,0,,21,33,17,22,23,30
3,19:18,5v4,VAN,21,w,22,33,,oelc,or,,y,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,28,20,19,27,34,0,,21,33,17,22,23,30
3,19:09,5v4,VAN,21,w,17,23,22,or,ol,opl,y,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,28,20,19,27,34,0,,21,33,17,22,23,30
3,19:00,5v4,VAN,23,w,33,22,,opr,ol,,,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,28,20,19,27,34,0,,21,33,17,22,23,30
3,18:22,5v4,VAN,17,w,23,33,22,oc,opr,or,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,28,20,19,27,34,0,,21,33,17,22,23,30
3,17:32,5v5,VAN,27,w,91,8,14,oprrr,or,oprrl,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,36,42,91,4,41,34,,53,91,14,8,27,30
3,17:25,5v5,VAN,8,w,91,,,opr,,,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,36,42,91,4,41,34,,53,91,14,8,27,30
3,15:37,5v5,VAN,36,w,33,22,33,orrc,ol,nc,y,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,42,91,20,19,27,34,,33,36,22,2,44,30
3,15:25,5v5,VAN,2,b,33,22,33,orrr,oc,oc,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,42,91,20,19,27,34,,33,36,22,2,44,30
3,15:13,5v5,STL,20,w,42,20,27,ol,nl,dc,,y,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,42,91,20,27,55,34,,53,36,22,2,44,30
3,14:19,5v5,STL,93,b,23,4,,or,nl,,y,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,9,93,23,4,55,34,,53,15,17,8,23,30
3,13:52,5v5,VAN,17,w,8,23,,dr,dc,,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,17,93,23,4,55,34,,91,17,14,5,27,30
3,13:24,5v5,STL,41,s,91,,,oc,,,,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,12,17,91,6,41,34,,21,91,14,5,27,30
3,11:27,5v4,VAN,91,s,14,9,,oelc,or,,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,12,17,19,27,34,0,,53,91,14,8,27,30
3,10:27,5v5,VAN,21,s,33,,,oc,,,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,36,42,20,4,41,34,,21,33,17,22,23,30
3,10:08,5v5,VAN,18,o,22,2,,orrl,oc,,y,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,9,10,91,4,41,34,,33,18,22,2,44,30
3,9:43,5v5,VAN,53,o,17,27,,ol,ol,,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,36,42,20,4,55,34,,53,15,17,5,27,30
3,9:07,5v5,VAN,91,o,27,21,27,ol,oc,ol,y,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,17,42,91,6,41,34,,21,91,15,27,44,30
3,8:50,5v5,VAN,22,w,44,22,,or,opr,,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,9,28,10,19,27,34,,33,36,22,2,44,30
3,8:40,5v5,STL,9,w,28,,,dsr,,,y,y,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,9,28,10,19,27,34,,33,36,22,2,44,30
3,8:22,5v4,STL,17,s,91,55,17,opr,oc,opl,,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,7:18,5v4,STL,27,w,42,93,,opl,dsr,,,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,93,10,42,20,27,34,,53,36,2,5,30,0
3,7:02,5v4,STL,27,w,20,27,93,ol,oc,opr,,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,93,10,42,20,27,34,,53,36,2,5,30,0
