Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flames,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,13:27,5v5,CGY,29,w,57,79,,nc,dl,,,y,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,57,93,67,4,29,31,,67,81,53,6,32,33
3,12:44,5v5,CHI,67,o,86,,,oc,,,,,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,6,31,,16,65,86,7,57,33
3,12:17,5v5,CGY,19,w,18,4,,oc,dsc,,,y,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,8,18,19,4,27,31,,19,56,81,7,57,33
3,11:50,5v5,CHI,15,w,4,,,dsr,,,y,y,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,11,93,67,6,29,31,,15,72,88,2,4,33
3,11:14,5v5,CHI,88,w,72,88,,ol,ol,,y,y,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,11,93,67,6,29,31,,15,72,88,2,32,33
3,10:55,5v5,CHI,2,o,88,72,2,opl,oc,ol,,,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,11,93,67,6,29,31,,15,72,88,2,32,33
3,10:03,5v5,CHI,86,w,16,7,65,oc,oc,or,y,y,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,7:38,5v5,CGY,5,o,23,24,7,oc,nl,dl,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,7,31,,15,72,88,2,4,33
3,7:08,5v5,CGY,23,o,24,23,,oelr,oc,,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,6,7,31,,16,72,86,2,7,33
3,6:57,5v5,CGY,6,w,18,8,,ol,of,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,6,7,31,,16,72,86,2,7,33
3,5:56,5v5,CGY,79,b,4,,,nsl,,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,57,52,79,4,7,31,,28,67,53,6,32,33
3,5:03,5v5,CHI,19,w,56,4,,nl,dsc,,,y,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,6,31,,19,56,81,2,4,33
3,4:25,5v5,CGY,18,o,19,18,,oc,oelr,,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,8,18,19,4,6,31,,15,72,88,7,57,33
3,3:43,5v5,CGY,57,w,67,4,,oc,dc,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,57,93,67,5,27,31,,19,56,81,2,4,33
3,3:34,5v5,CGY,93,t,27,,,oc,,,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,57,93,67,5,27,31,,19,56,81,2,4,33
3,3:58,5v5,CGY,6,w,24,7,6,opr,or,oc,,y,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,8,18,67,4,6,31,,15,72,88,7,57,33
3,2:38,5v5,CGY,13,a,24,23,,oc,or,,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,93,24,13,6,27,,15,65,88,7,57,33
3,2:24,6v5,CGY,27,o,13,24,,opr,oelc,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,0:38,5v6,CHI,19,w,81,4,,nr,dsr,,,y,,y,,,,2,31,20260,11/15/2015,CHI,CGY,,,,23,93,24,13,6,7,,16,19,81,2,4,33
3,0:04,5v5,CGY,29,w,93,27,57,or,nr,dc,,y,,,,,,3,33,20260,11/15/2015,CHI,CGY,,,,57,93,67,27,29,31,,28,67,53,6,32,33
1,19:32,5v5,CHI,19,w,2,81,65,or,or,or,y,y,,,,,,0,31,20291,11/20/2015,CGY,CHI,31,33,,23,13,21,4,27,31,,19,65,81,2,4,33
1,19:15,5v5,CGY,5,w,18,19,7,nc,nr,dsr,,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,1,50,,8,18,19,5,7,31,,15,72,88,7,57,33
1,18:55,5v5,CGY,11,w,93,5,,nl,dl,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,5,7,31,,11,16,53,7,57,33
1,18:47,5v5,CGY,5,w,19,,,opl,,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,8,18,19,5,7,31,,15,67,88,2,4,33
1,17:17,5v5,CGY,27,w,52,16,52,oelpc,or,oell,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,16,52,79,4,27,31,,28,67,14,6,32,33
1,17:13,5v5,CGY,4,s,52,,,oc,,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,16,52,79,4,27,31,,28,67,14,6,32,33
1,15:47,5v5,CHI,53,w,11,,,nl,,,,y,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,11,93,67,6,29,31,,11,16,53,7,57,33
1,15:34,5v5,CGY,18,w,19,,,or,,,y,y,,,19,,,0,33,20291,11/20/2015,CGY,CHI,,,,8,18,19,5,7,31,,15,72,88,7,57,33
1,15:17,5v5,CGY,67,w,6,11,,oc,of,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,6,29,31,,11,16,53,2,4,33
1,13:33,5v5,CHI,19,w,65,4,,oc,dsr,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,23,13,21,5,7,31,,19,65,81,2,7,33
1,12:48,5v5,CGY,18,t,6,,,oc,,,y,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,8,18,19,4,6,31,,15,72,88,7,57,33
1,11:56,5v5,CGY,21,w,23,,,of,,,y,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,5,7,31,,11,16,53,2,7,33
1,10:43,5v5,CHI,67,w,14,32,,oc,dr,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,16,52,79,6,29,31,,28,67,14,6,32,33
1,9:47,5v5,CGY,67,w,4,27,11,ol,or,opr,y,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,4,27,31,,67,14,81,6,32,33
1,9:42,5v5,CGY,27,o,67,,,opr,,,,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,4,27,31,,67,14,81,6,32,33
1,9:20,5v5,CGY,23,w,93,4,,dl,dl,,y,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,5,27,31,,19,65,81,2,7,33
1,8:54,5v5,CHI,57,o,15,,,of,,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,8,18,19,5,7,31,,15,72,88,7,57,33
1,8:17,5v5,CHI,16,b,53,2,,oc,orrl,,y,y,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,23,13,21,6,29,31,,11,16,53,2,4,33
1,7:05,5v5,CHI,28,w,14,57,,or,nc,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,93,16,52,4,7,31,,28,67,14,32,57,33
1,6:55,5v5,CHI,57,w,14,,,opl,,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,93,16,52,4,7,31,,28,67,14,32,57,33
1,6:39,5v5,CHI,6,s,67,,,oc,,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,16,52,79,5,6,31,,28,67,14,6,32,33
1,4:55,5v5,CGY,4,w,13,23,,opl,of,,,y,,,23,y,y,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,4,27,31,,19,72,88,2,7,33
1,3:53,5v5,CGY,52,w,6,79,,oc,ol,,,,,,16,y,,1,33,20291,11/20/2015,CGY,CHI,,,,16,52,79,5,7,31,,11,16,53,7,57,33
1,3:39,5v5,CHI,2,s,67,,,of,,,,,,,,,,1,31,20291,11/20/2015,CGY,CHI,,,,11,93,67,4,27,31,,28,67,14,2,4,33
1,3:01,5v4,CHI,7,o,88,7,88,opr,or,opr,,y,,,15,y,y,1,31,20291,11/20/2015,CGY,CHI,,,,18,16,5,7,31,0,,15,72,88,2,7,33
1,2:00,4v5,CHI,19,w,81,7,,oc,dr,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,23,93,13,7,27,31,,19,81,7,57,33,0
1,1:17,4v4,CGY,67,w,11,5,,ol,dc,,,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,67,5,7,31,0,,15,88,7,57,33,0
1,0:59,4v4,CHI,81,s,19,7,2,oc,or,oc,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,11,67,5,7,31,0,,19,81,2,7,33,0
1,0:45,4v4,CHI,81,w,19,7,81,oelc,or,opl,y,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,11,67,5,7,31,0,,19,81,2,7,33,0
1,0:09,5v4,CHI,88,o,57,72,,oc,ol,,,y,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,18,16,6,29,31,0,,15,72,88,2,57,33
2,19:36,5v5,CHI,81,w,4,,,dc,,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,11,93,67,5,7,31,,19,65,81,4,6,33
2,19:29,5v5,CHI,65,w,19,81,,oelc,oelc,,y,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,11,93,67,5,7,31,,19,65,81,7,57,33
2,17:50,5v5,CHI,72,w,88,72,15,ol,oell,or,y,y,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,23,13,21,6,27,31,,15,72,88,7,57,33
2,17:34,5v5,CHI,57,w,15,88,,opr,ol,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,23,13,21,6,27,31,,15,72,88,7,57,33
2,17:07,5v5,CHI,72,w,88,72,57,or,ol,oc,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,23,13,21,6,27,31,,15,72,88,7,57,33
2,16:33,5v5,CGY,5,w,7,,,opl,,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,8,18,19,5,7,31,,15,72,88,7,57,33
2,15:47,5v5,CHI,67,t,32,14,,oc,opl,,y,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,16,52,79,7,29,31,,28,67,14,6,32,33
2,13:22,5v5,CGY,23,w,13,29,,oc,nr,,y,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,6,29,31,,11,16,53,7,57,33
2,13:15,5v5,CGY,27,w,6,13,23,ol,opl,of,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,6,27,31,,11,16,53,2,4,33
2,12:00,5v5,CGY,5,w,11,,,opr,,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,5,7,31,,19,65,81,7,57,33
2,11:40,5v5,CGY,67,w,7,11,,nc,dr,,,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,5,7,31,,19,14,81,6,32,33
2,8:43,4v5,CHI,81,w,19,,,nl,,,y,y,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,23,93,13,5,27,31,,19,81,2,4,33,0
2,8:14,5v4,CGY,6,o,8,6,8,opr,oc,opr,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,7:17,5v5,CGY,18,w,16,,,nr,,,,,,,16,y,,0,33,20291,11/20/2015,CGY,CHI,,,,18,16,79,7,29,31,,15,72,88,6,32,33
2,6:42,5v5,CGY,23,t,5,,,ol,,,y,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,5,7,31,,19,65,81,7,57,33
2,6:22,5v5,CHI,19,w,81,,,nc,,,,y,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,23,13,21,5,7,31,,19,65,81,7,57,33
2,5:29,5v5,CHI,88,w,15,72,2,or,ol,ol,y,y,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,8,18,19,6,7,31,,15,72,88,2,7,33
2,5:10,5v5,CGY,27,w,67,,,opr,,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,5,27,31,,15,28,72,7,57,33
2,3:54,5v5,CHI,32,s,6,11,16,ol,opl,oelc,,y,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,16,52,79,6,29,31,,11,16,53,6,32,33
2,2:35,5v5,CGY,19,w,18,,,dc,,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,19,13,6,29,31,,19,65,88,2,7,33
2,1:47,5v5,CHI,6,o,72,15,32,oc,oc,or,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,8,18,67,6,29,31,,15,72,88,6,32,33
2,1:00,5v4,CHI,88,s,72,88,2,orrl,or,oc,y,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,18,16,5,7,31,0,,15,72,88,2,7,33
2,0:52,5v4,CHI,7,o,88,7,,opr,oc,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,18,16,5,7,31,0,,15,72,88,2,7,33
3,19:37,5v4,CHI,2,o,88,7,2,ol,oc,opr,y,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,11,16,5,7,31,0,,19,65,88,2,7,33
3,18:29,5v5,CGY,13,w,21,,,oc,,,,y,,,21,y,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,7,29,31,,15,88,53,2,7,33
3,18:18,5v5,CGY,21,w,13,,,oc,,,,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,7,29,31,,15,88,53,2,7,33
3,17:12,5v5,CGY,67,w,6,67,11,oc,oc,of,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,6,27,31,,11,16,53,2,4,33
3,17:04,5v5,CHI,11,w,2,,,dsl,,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,11,93,67,6,27,31,,11,16,53,2,4,33
3,14:52,5v5,CGY,18,t,5,21,,oc,opl,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:47,5v5,CGY,11,w,13,67,27,orrr,nc,dc,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:25,5v5,CGY,67,w,11,,,nc,,,,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,5,6,31,,11,16,53,7,57,33
3,13:14,5v5,CHI,53,w,7,,,dsr,,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,11,93,67,5,6,31,,11,16,53,7,57,33
3,12:46,5v5,CHI,15,w,72,,,dr,,,,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,16,52,79,7,29,31,,15,72,88,6,32,33
3,12:29,5v5,CGY,52,w,7,,,dl,,,,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,16,52,79,7,29,31,,15,72,88,6,32,33
3,10:31,5v5,CGY,23,w,13,7,,or,dl,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,7,27,31,,19,65,81,7,57,33
3,10:13,5v5,CGY,21,o,7,27,21,ol,oc,opc,,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,7,27,31,,19,65,81,7,57,33
3,9:15,5v5,CGY,6,s,79,,,opl,,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,16,52,79,6,29,31,,11,16,53,2,4,33
3,8:30,5v5,CHI,6,w,88,15,72,oc,nc,dr,y,,,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,8,18,19,5,6,31,,15,72,88,6,32,33
3,7:42,5v5,CHI,19,w,65,19,65,nr,dr,dr,,y,,,28,,,0,31,20291,11/20/2015,CGY,CHI,,,,11,93,67,7,27,31,,19,28,65,7,57,33
3,6:09,5v5,CHI,15,w,88,,,dr,,,y,,2 on 1,,,,,0,31,20291,11/20/2015,CGY,CHI,,,,8,18,19,5,7,31,,15,72,88,2,4,33
3,5:38,5v5,CGY,27,w,13,,,opr,,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,13,21,6,27,31,,19,65,88,7,57,33
3,4:50,5v5,CGY,5,w,67,11,,dr,dr,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,11,93,67,5,6,31,,19,65,81,7,57,33
3,3:34,5v5,CGY,18,o,13,,,oc,,,,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,18,13,21,5,7,31,,15,72,88,4,57,33
3,3:13,5v5,CGY,18,w,19,,,of,,,y,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,8,18,19,6,29,31,,11,16,67,7,57,33
3,2:56,5v5,CGY,6,s,18,19,18,ol,nc,nl,y,,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,8,18,19,6,29,31,,11,16,67,7,57,33
3,0:40,5v5,CGY,8,w,27,7,,or,dl,,y,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,8,18,67,7,27,31,,11,19,67,2,4,33
4,4:44,3v3,CGY,5,w,23,7,,nr,dc,,y,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,0,0,5,7,31,,19,88,0,0,2,33
4,4:20,3v3,CGY,23,w,5,7,,ol,oc,,y,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,23,0,0,5,7,31,,19,88,0,0,2,33
4,3:34,3v3,CGY,27,w,13,,,oc,,,,y,,,,,,0,33,20291,11/20/2015,CGY,CHI,,,,13,0,0,6,27,31,,15,72,0,0,7,33
4,3:26,3v3,CGY,13,w,27,,,oelr,,,y,y,,,13,y,y,0,33,20291,11/20/2015,CGY,CHI,,,,13,0,0,6,27,31,,15,72,0,0,7,33
1,19:00,5v5,CGY,24,w,27,,,dsc,,,,,,,,,,0,1,20222,11/10/2015,FLA,CGY,1,31,,23,24,13,4,27,31,,21,18,36,33,44,1
1,16:52,4v5,CGY,11,o,67,,,oc,,,y,,,,,,,0,1,20222,11/10/2015,FLA,CGY,35,37,,11,67,4,6,31,0,,11,27,63,68,5,1
1,16:32,5v4,FLA,11,w,68,63,11,oelc,oc,or,,y,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,11,67,4,6,31,0,,11,27,63,68,5,1
1,14:45,5v4,FLA,36,w,51,,,nc,,,,y,,,21,y,y,0,31,20222,11/10/2015,FLA,CGY,,,,18,79,5,7,31,0,,21,73,18,36,51,1
1,12:06,5v5,CGY,29,w,57,12,,opl,ol,,,y,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,57,13,79,4,27,31,,42,63,28,6,7,1
1,8:43,5v5,CGY,11,w,67,,,or,,,,,,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,11,93,67,5,7,31,,11,27,68,33,44,1
1,8:34,5v5,CGY,67,o,11,,,oc,,,y,,,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,11,93,67,5,7,31,,11,27,68,33,44,1
1,8:12,5v5,FLA,44,s,68,11,68,opr,or,or,,,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,11,93,67,5,7,31,,11,27,68,33,44,1
1,7:38,5v5,FLA,5,o,36,,,oc,,,,,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,8,18,19,4,27,31,,21,18,36,5,51,1
1,6:57,5v5,CGY,6,w,23,,,oc,,,,y,4 on 3,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,23,24,13,6,29,31,,23,63,73,5,7,1
1,6:48,5v5,FLA,23,w,73,,,nc,,,y,y,2 on 1,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,6,29,31,,23,63,73,6,7,1
1,4:46,5v5,CGY,4,b,8,19,,orrc,or,,y,,3 on 2,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,8,18,19,4,6,31,,21,68,36,5,51,1
1,4:33,5v5,FLA,5,o,18,,,opr,,,,,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,8,18,19,4,6,31,,21,18,36,5,7,1
1,4:22,5v5,FLA,18,b,36,18,7,oelc,oell,ol,y,y,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,8,18,19,4,6,31,,21,18,36,5,7,1
1,4:17,5v5,FLA,6,w,21,,,of,,,,,,,18,y,y,0,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,5,7,31,,21,18,36,6,7,1
1,3:29,5v5,CGY,11,w,5,,,ol,,,,y,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,11,93,67,5,7,31,,23,63,73,44,51,1
1,2:14,5v5,FLA,5,w,68,,,opl,,,,,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,8,18,19,4,27,31,,11,27,68,5,7,1
1,1:26,5v5,CGY,13,w,24,5,,oc,oc,,y,y,,,23,,,1,1,20222,11/10/2015,FLA,CGY,,,,23,24,13,5,7,31,,17,42,28,6,33,1
2,19:00,5v5,CGY,27,w,13,,,oelpr,,,,,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,23,24,13,4,27,31,,21,18,36,5,51,1
2,18:11,5v5,FLA,63,w,73,,,nr,,,,,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,11,93,67,6,29,31,,23,63,73,6,7,1
2,17:45,5v5,FLA,44,w,17,,,of,,,,y,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,8,18,19,5,7,31,,17,42,28,33,44,1
2,17:20,5v5,FLA,44,o,28,,,oelpr,,,,,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,8,18,19,5,7,31,,17,42,28,33,44,1
2,16:23,5v5,FLA,27,w,11,,,dl,,,,,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,5,7,31,,11,27,68,6,7,1
2,16:07,5v5,FLA,5,o,68,11,,orrr,oelc,,y,y,,y,,,,1,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,5,7,31,,11,27,68,5,51,1
2,15:37,5v5,FLA,5,w,21,36,,orrl,dl,,y,y,3 on 2,,,,,2,31,20222,11/10/2015,FLA,CGY,,,,11,93,67,6,29,31,,21,18,36,5,51,1
2,15:18,5v5,FLA,36,o,21,18,,oc,nl,,y,,3 on 2,,,,,2,31,20222,11/10/2015,FLA,CGY,,,,11,93,16,6,29,31,,21,18,36,5,51,1
2,13:25,5v5,CGY,19,w,18,29,,dsl,dl,,y,y,1 on 0,,,,,2,1,20222,11/10/2015,FLA,CGY,,,,8,18,19,6,29,31,,23,27,68,6,7,1
2,10:31,5v5,FLA,5,w,17,42,,ol,ol,,,y,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,8,18,19,5,7,31,,17,42,28,5,51,1
2,10:20,5v5,FLA,6,w,42,17,,of,of,,,,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,6:49,5v5,CGY,4,w,8,,,orrr,,,,y,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,8,18,19,4,27,31,,17,42,28,6,7,1
2,6:27,5v5,CGY,13,w,23,,,oelr,,,y,y,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,23,24,13,5,7,31,,11,27,68,33,44,1
2,5:54,5v5,FLA,44,o,11,27,68,or,ol,nl,,,4 on 3,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,5,7,31,,11,27,68,33,44,1
2,5:43,5v5,FLA,44,o,68,,,opr,,,,,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,5,7,31,,11,27,68,33,44,1
2,3:58,5v5,FLA,7,w,73,,,oc,,,,y,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,8,18,19,4,27,31,,23,63,73,6,7,1
2,3:45,5v5,CGY,5,w,13,,,or,,,,y,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,23,16,13,5,6,31,,17,42,28,6,7,1
2,2:42,5v5,FLA,68,o,27,44,,oelc,or,,y,y,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,11,93,67,4,7,31,,11,27,68,33,44,1
2,1:13,5v4,CGY,7,w,6,13,,oc,opl,,,y,,,24,y,,1,1,20222,11/10/2015,FLA,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,1:11,5v4,CGY,23,r,,,,,,,,,,,,y,y,1,1,20222,11/10/2015,FLA,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,1:04,5v5,FLA,6,s,21,7,,ol,ol,,,,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,8,18,19,4,27,31,,21,23,18,6,7,1
2,0:41,5v5,FLA,5,w,21,18,,opl,ol,,,,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,11,93,67,5,7,31,,21,23,18,5,51,1
