Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flames,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,5:00,4v5,CGY,67,w,8,,,oc,,,y,,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,4:36,5v4,WSH,74,o,19,92,19,or,or,or,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,4:05,4v5,CGY,5,w,18,,,or,,,,,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,16,5,29,1,0,0,,92,14,8,65,74,70
2,3:48,4v5,CGY,5,w,16,,,nc,,,,,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,16,5,29,1,0,0,,92,14,8,65,2,70
2,3:36,5v4,WSH,8,w,2,14,,nc,dr,,,y,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,23,5,29,1,0,0,,92,14,8,65,2,70
2,3:00,5v5,WSH,65,s,2,27,,dsr,dl,,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,93,67,4,6,1,0,,92,43,65,2,27,70
2,2:41,5v5,CGY,6,o,67,,,or,,,,,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,93,67,4,6,1,0,,83,43,25,27,44,70
2,0:01,5v5,CGY,4,s,6,8,,nr,nf,,,y,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,24,79,4,29,1,0,,83,43,25,44,74,70
3,19:22,5v5,CGY,6,o,13,23,5,oc,nr,dr,,y,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,67,13,5,6,1,0,,92,77,8,44,74,70
3,18:52,5v5,WSH,14,w,90,,,nl,,,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,24,79,4,27,1,0,,19,14,90,2,27,70
3,18:45,5v5,WSH,79,s,27,11,,or,nr,,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,24,79,4,27,1,0,,19,14,90,2,27,70
3,18:18,5v5,CGY,29,w,19,,,nc,,,,y,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,93,19,29,61,1,0,,83,43,25,44,74,70
3,18:11,5v5,WSH,25,s,44,,,dsl,,,,y,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,93,19,29,61,1,0,,83,43,25,44,74,70
3,18:08,5v5,WSH,9,s,21,18,,ol,of,,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,93,19,29,61,1,0,,83,43,25,44,74,70
3,17:11,5v5,CGY,23,w,67,61,13,nr,dc,dc,,,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,67,13,5,6,1,0,,92,77,8,44,74,70
3,16:51,5v5,CGY,5,w,67,,,orrc,,,y,y,,y,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,67,13,5,6,1,0,,92,77,8,44,74,70
3,16:18,5v5,WSH,19,w,27,,,dc,,,,y,,,,,,-2,1,20087,10/20/2015,CGY,WSH,,,,93,24,4,27,1,0,,19,14,90,2,27,70
3,13:30,5v5,CGY,67,w,13,,,or,,,y,,,,,,,-2,70,20087,10/20/2015,CGY,WSH,,,,67,13,4,27,1,0,,83,43,25,44,74,70
3,11:38,5v5,CGY,67,w,13,23,,oelc,oc,,y,,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,93,67,5,6,1,0,,92,14,8,2,74,70
3,11:05,5v5,CGY,67,w,13,,,ol,,,,,,,,,,-3,70,20087,10/20/2015,CGY,WSH,,,,67,13,4,6,1,0,,92,8,65,44,74,70
3,8:20,5v5,WSH,8,w,77,,,or,,,,y,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,24,79,4,27,1,0,,92,77,8,27,74,70
3,7:40,5v5,WSH,43,w,83,8,,ol,ol,,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,93,19,4,27,1,0,,92,43,8,44,74,70
3,6:43,5v5,WSH,2,w,27,8,,ol,ol,,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,93,19,29,61,1,0,,83,43,25,2,27,70
3,5:06,5v5,WSH,9,o,18,,,ol,,,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,16,52,4,6,1,0,,18,21,65,44,74,70
3,4:30,5v5,WSH,2,o,18,65,,oelc,ol,,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,24,79,5,6,1,0,,18,21,65,2,27,70
3,3:46,5v5,WSH,19,b,14,2,,dr,dr,,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,93,19,29,61,1,0,,19,14,90,4,9,70
3,3:18,5v5,WSH,9,o,8,92,,oc,of,,,,,,,,,-4,1,20087,10/20/2015,CGY,WSH,,,,67,13,5,6,1,0,,92,77,8,4,9,70
3,2:22,5v5,CGY,79,w,24,5,,oc,nl,,y,,,,,,,-4,70,20087,10/20/2015,CGY,WSH,,,,24,79,5,6,1,0,,83,43,25,44,74,70
3,0:14,5v4,WSH,9,o,65,9,4,or,oc,oc,,,,,,,,-4,1,20087,10/20/2015,CGY,WSH,,,,67,4,6,1,0,0,,18,83,65,4,9,70
3,0:07,5v4,WSH,9,w,65,,,or,,,,,,,,,,-4,1,20087,10/20/2015,CGY,WSH,,,,67,4,6,1,0,0,,18,83,65,4,9,70
1,19:08,5v5,CGY,19,o,23,5,52,or,nr,dr,,y,,,,,,0,35,274,11/17/2015,CGY,N.J,31,35,,23,19,13,5,27,31,,19,21,51,5,6,35
1,18:19,5v5,N.J,13,w,14,,,oelc,,,,y,,,,,,0,31,274,11/17/2015,CGY,N.J,37,1,,23,19,13,4,27,31,,14,21,13,7,8,35
1,17:24,5v5,N.J,2,w,9,16,,opc,of,,,,,,,,,0,31,274,11/17/2015,CGY,N.J,,,,11,93,67,6,29,31,,9,16,22,2,28,35
1,15:54,5v5,N.J,14,w,5,,,nc,,,,,,,,,,0,31,274,11/17/2015,CGY,N.J,,,,23,24,13,5,6,31,,14,20,13,5,6,35
1,15:49,5v5,N.J,13,w,20,6,,oelc,ol,,y,y,,,,,,0,31,274,11/17/2015,CGY,N.J,,,,23,24,13,5,6,31,,14,20,13,5,6,35
1,14:40,5v5,CGY,4,w,27,,,opr,,,,,,,,,,0,35,274,11/17/2015,CGY,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,13:51,5v5,CGY,29,w,67,,,opr,,,,,,,,,,0,35,274,11/17/2015,CGY,N.J,,,,11,93,67,6,29,31,,18,11,23,2,28,35
1,13:19,5v5,N.J,19,o,21,19,,orrr,nr,,y,,2 on 1,,,,,0,31,274,11/17/2015,CGY,N.J,,,,8,18,19,4,27,31,,19,21,51,5,6,35
1,12:54,5v5,N.J,21,w,19,,,orrl,,,y,y,,,,,,0,31,274,11/17/2015,CGY,N.J,,,,8,18,19,4,27,31,,19,21,51,6,8,35
1,11:43,5v5,N.J,2,w,22,,,oelpl,,,,,,,,,,0,31,274,11/17/2015,CGY,N.J,,,,11,93,67,5,7,31,,9,16,22,2,28,35
1,11:03,5v5,N.J,5,o,6,,,opr,,,,,,,,,,0,31,274,11/17/2015,CGY,N.J,,,,11,93,67,5,7,31,,18,11,23,5,6,35
1,10:47,5v5,CGY,16,b,76,6,,orrc,nl,,y,y,,,16,y,,0,35,274,11/17/2015,CGY,N.J,,,,16,52,79,6,29,31,,18,11,23,5,6,35
1,10:06,5v5,CGY,24,w,13,23,13,or,nc,nl,,,,,,,,0,35,274,11/17/2015,CGY,N.J,,,,23,24,13,5,7,31,,14,20,13,5,6,35
1,9:56,5v5,CGY,7,w,13,,,or,,,,y,,y,,,,0,35,274,11/17/2015,CGY,N.J,,,,23,24,13,5,7,31,,14,20,13,5,6,35
1,9:08,5v5,N.J,22,w,7,51,,oc,opr,,,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,18,93,19,4,27,31,,19,51,22,7,8,35
1,8:43,5v5,CGY,6,s,11,,,of,,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,11,93,67,6,29,31,,9,16,22,5,6,35
1,6:27,5v5,CGY,18,s,8,,,oelc,,,y,y,,y,,,,1,35,274,11/17/2015,CGY,N.J,,,,8,18,19,4,27,31,,19,21,51,2,28,35
1,5:55,5v5,N.J,22,w,9,6,,nl,dl,,,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,11,93,67,4,27,31,,9,16,22,2,28,35
1,3:51,5v5,CGY,93,w,7,,,dsc,,,y,,,,,,,2,35,274,11/17/2015,CGY,N.J,,,,11,93,67,6,29,31,,18,11,23,7,28,35
1,3:24,5v5,N.J,11,w,18,,,oelr,,,,,,,,,,2,31,274,11/17/2015,CGY,N.J,,,,16,52,79,6,29,31,,18,11,23,2,28,35
1,0:03,5v5,CGY,4,w,23,4,8,ol,ol,opl,,,,,,,,2,35,274,11/17/2015,CGY,N.J,,,,8,23,13,4,27,31,,16,19,5,6,35,0
2,17:19,5v5,N.J,6,o,16,,,opl,,,,,,,,,,2,31,274,11/17/2015,CGY,N.J,,,,11,93,67,6,29,31,,9,16,22,5,6,35
2,16:04,5v5,N.J,11,t,2,28,11,ol,opc,ofp,,,,,,,,2,31,274,11/17/2015,CGY,N.J,,,,16,52,79,5,7,31,,18,11,23,2,28,35
2,15:38,5v5,N.J,21,o,51,,,orrl,,,,y,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,8,18,19,4,27,31,,19,21,51,5,6,35
2,15:16,5v5,CGY,27,w,24,,,oelpr,,,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,23,24,13,4,27,31,,19,21,51,7,8,35
2,14:27,5v5,N.J,2,w,22,,,oelpl,,,,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,13:51,5v5,CGY,19,o,8,,,oelc,,,y,y,,y,,,,1,35,274,11/17/2015,CGY,N.J,,,,8,18,19,5,7,31,,14,20,13,2,28,35
2,13:02,5v4,N.J,8,w,16,8,21,opr,or,opl,,,,,16,,,2,31,274,11/17/2015,CGY,N.J,,,,18,23,5,7,31,0,,16,19,21,51,8,35
2,12:47,5v4,N.J,16,w,8,16,8,oc,opr,or,,,,,,,,2,31,274,11/17/2015,CGY,N.J,,,,18,23,5,7,31,0,,16,19,21,51,8,35
2,12:22,5v4,N.J,21,o,8,19,51,oc,or,or,,y,,,,,,2,31,274,11/17/2015,CGY,N.J,,,,11,67,5,7,31,0,,16,19,21,51,8,35
2,11:54,5v5,N.J,22,w,20,13,,orrr,nc,,y,y,,y,,,,2,31,274,11/17/2015,CGY,N.J,,,,8,16,4,6,31,0,,14,20,22,13,28,35
2,11:23,5v4,CGY,27,w,6,23,,oc,ofp,,y,y,,,23,y,,1,35,274,11/17/2015,CGY,N.J,,,,23,19,13,6,27,31,,14,19,5,6,35,0
2,11:16,5v4,CGY,13,s,27,23,,ol,ofp,,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,23,19,13,6,27,31,,14,19,5,6,35,0
2,10:28,5v4,CGY,24,w,27,,,or,,,y,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,11,24,13,6,27,31,,16,11,2,8,35,0
2,10:12,5v4,CGY,27,o,6,13,6,oc,opr,oc,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,11,24,13,6,27,31,,19,11,2,8,35,0
2,9:38,5v4,CGY,8,t,93,7,,ol,nc,,y,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,9:12,5v5,CGY,67,w,7,,,nl,,,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,8,93,67,5,7,31,,14,21,13,5,6,35
2,8:07,5v5,CGY,6,o,24,,,opr,,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,16,24,79,6,29,31,,18,19,23,2,28,35
2,6:47,5v5,N.J,13,w,20,,,ol,,,,y,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,8,18,19,5,7,31,,14,20,13,5,6,35
2,6:34,5v5,CGY,8,w,5,,,or,,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,8,18,19,5,7,31,,14,20,13,5,6,35
2,5:11,5v5,N.J,28,o,2,21,,oc,opr,,,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,8,18,19,4,27,31,,19,21,51,2,28,35
2,3:27,5v5,CGY,27,w,67,11,,oelpr,of,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,3:14,5v5,CGY,27,w,67,,,opr,,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,11,93,67,4,27,31,,9,16,22,5,6,35
2,2:37,5v5,CGY,4,w,27,93,,opr,opr,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,18,93,67,4,27,31,,9,16,22,5,6,35
2,2:25,5v5,CGY,67,w,27,,,or,,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,18,93,67,4,27,31,,9,16,22,5,6,35
2,2:15,5v5,CGY,4,o,18,4,27,opl,oc,opr,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,18,93,67,4,27,31,,9,16,22,5,6,35
2,1:51,5v5,CGY,19,s,7,,,nr,,,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,8,18,19,5,7,31,,14,20,13,5,6,35
2,1:26,5v5,CGY,5,w,13,,,orrr,,,y,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,23,24,13,5,7,31,,14,20,13,2,28,35
2,0:30,5v5,N.J,21,w,19,,,oc,,,y,y,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,8,18,19,4,27,31,,19,21,51,7,8,35
3,19:31,5v5,CGY,52,w,16,,,oelc,,,y,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,16,52,79,6,29,31,,18,11,23,2,28,35
3,17:42,5v4,CGY,27,w,23,,,ofp,,,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,23,19,13,6,27,31,,14,19,5,6,35,0
3,16:27,5v4,CGY,5,w,7,24,93,ol,opl,ol,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,14:37,5v5,CGY,8,w,18,7,5,or,nc,nl,y,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,8,18,19,5,7,31,,14,20,13,7,8,35
3,14:23,5v5,CGY,93,o,11,93,4,ol,nl,nl,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,11,93,67,4,27,31,,19,21,51,2,28,35
3,14:02,5v4,N.J,28,o,13,28,20,opr,oc,ol,,y,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,18,23,5,7,31,0,,14,20,22,13,28,35
3,13:42,5v4,N.J,22,t,13,28,13,oelr,or,nc,y,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,18,16,5,7,31,0,,14,20,22,13,28,35
3,11:37,5v5,CGY,6,o,67,,,opl,,,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,11,93,67,6,29,31,,9,11,23,5,6,35
3,11:09,5v5,CGY,13,o,67,23,5,orrl,ol,ol,y,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,23,67,13,5,7,31,,9,11,23,5,6,35
3,10:55,5v5,N.J,21,w,19,21,2,oc,nr,nc,,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:35,5v5,N.J,9,w,20,,,nr,,,y,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,8,18,19,5,7,31,,9,16,22,5,6,35
3,9:19,5v5,CGY,52,w,18,5,,dsc,dl,,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,8,18,52,5,7,31,,9,16,22,5,6,35
3,9:11,5v5,CGY,13,w,23,,,of,,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,23,24,13,6,29,31,,9,16,22,2,28,35
3,7:56,5v5,N.J,21,w,51,21,51,oc,nr,nc,y,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,11,93,67,4,5,31,,19,21,51,7,8,35
3,7:41,5v5,CGY,67,w,93,,,dc,,,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,11,93,67,4,5,31,,19,21,51,7,8,35
3,7:07,5v5,N.J,13,w,20,,,nr,,,,y,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,8,18,19,5,7,31,,14,20,13,5,6,35
3,5:16,5v4,CGY,6,s,27,13,,opl,opl,,,y,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,23,19,13,6,27,31,,14,19,5,6,35,0
3,4:54,4v5,N.J,16,w,11,,,nc,,,,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,23,19,13,6,27,31,,16,11,2,7,35,0
3,4:29,5v4,CGY,5,w,93,5,,or,dc,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,11,93,24,5,7,31,,14,19,2,7,35,0
3,4:18,5v4,CGY,7,o,5,24,,oc,oelpl,,,,,,,,,1,35,274,11/17/2015,CGY,N.J,,,,11,93,24,5,7,31,,14,19,2,7,35,0
3,3:09,5v5,N.J,20,o,8,,,oelc,,,y,,,,13,,,1,31,274,11/17/2015,CGY,N.J,,,,23,67,13,5,7,31,,14,20,13,8,28,35
3,1:54,5v5,N.J,51,w,21,19,,ol,nc,,,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,8,11,19,4,27,31,,14,21,51,8,28,35
3,1:50,5v5,N.J,28,o,51,,,opr,,,,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,8,11,19,4,27,31,,14,21,51,8,28,35
3,0:41,6v5,N.J,21,o,8,13,,oc,opr,,,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,23,67,13,5,7,31,,14,19,21,20,13,8
3,0:39,6v5,N.J,14,b,20,,,oc,,,y,,,,,,,1,31,274,11/17/2015,CGY,N.J,,,,23,67,13,5,7,31,,14,19,21,20,13,8
1,19:13,5v5,WSH,8,w,77,88,,dc,dl,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,31,31,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,17:30,5v5,CGY,52,w,6,5,,nr,dl,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,6,29,31,,21,46,43,74,88,31
1,17:10,5v5,CGY,52,w,57,,,orrc,,,y,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:26,5v5,CGY,7,s,67,93,,or,ol,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,5,7,31,,92,77,8,2,27,31
1,16:10,5v5,CGY,5,s,52,11,,nc,dl,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,15:40,5v5,WSH,19,w,65,2,,or,dc,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,15:07,5v5,WSH,65,w,90,65,83,ol,ol,ol,y,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,19,13,4,27,31,,83,65,90,74,88,31
1,14:49,5v5,WSH,14,w,25,,,orrc,,,y,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,19,13,4,27,31,,83,14,25,74,88,31
1,14:42,5v5,WSH,14,s,88,25,83,ol,ol,of,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,79,6,29,31,,83,14,25,74,88,31
1,14:33,5v5,CGY,79,w,18,,,nc,,,y,y,,,79,y,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,79,6,29,31,,83,14,25,74,88,31
1,13:36,5v5,CGY,6,w,93,,,ol,,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,5,7,31,,92,77,8,4,9,31
1,13:02,5v5,WSH,74,o,90,74,,or,dl,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,5,7,31,,19,65,90,74,88,31
1,11:48,5v4,CGY,24,w,13,,,or,,,y,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,4,6,31,,21,77,2,27,31,0
1,10:56,5v4,CGY,7,s,5,6,,ol,ol,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,11,93,5,7,31,,83,43,4,88,31,0
1,10:07,5v5,WSH,2,o,19,90,65,or,or,dl,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,18,19,79,4,7,31,,19,65,90,2,27,31
1,9:49,5v5,CGY,7,o,23,,,of,,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,5,7,31,,92,77,8,2,27,31
1,9:23,5v5,WSH,8,w,77,27,,nr,dr,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,5,7,31,,92,77,8,74,88,31
1,9:18,5v5,WSH,9,s,25,,,oc,,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,6,29,31,,83,14,25,4,9,31
1,8:29,5v5,CGY,27,w,4,,,nl,,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,4,27,31,,21,46,14,74,88,31
1,7:43,5v5,WSH,43,w,46,90,74,or,nl,dl,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,5,7,31,,46,43,90,2,27,31
1,7:30,5v5,CGY,7,w,5,,,dl,,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,5,7,31,,19,65,90,2,27,31
1,7:00,5v5,WSH,19,w,90,65,,or,or,,y,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,57,19,79,4,7,31,,19,65,90,74,88,31
1,6:20,5v5,CGY,18,w,8,18,,or,nr,,y,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,24,5,6,31,,92,77,8,74,88,31
1,5:09,5v5,WSH,2,s,14,,,or,,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,52,79,4,27,31,,83,14,25,2,27,31
1,4:34,5v5,CGY,29,w,6,67,,or,or,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,6,29,31,,21,46,43,2,27,31
1,2:10,5v5,WSH,4,w,14,83,25,or,oc,oelc,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,6,29,31,,83,14,25,4,9,31
1,1:20,5v5,WSH,88,w,74,43,,or,ol,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,4,27,31,,21,46,43,74,88,31
1,0:30,5v5,CGY,7,b,18,7,,nc,dc,,y,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,5,7,31,,19,65,90,2,27,31
